#    L    TT             EE             TE             PP             TP          
   198    0.54295E+04    0.62001E+00   -0.59875E+01    0.18310E+07    0.24061E+04
   199    0.54389E+04    0.62555E+00   -0.46161E+01    0.18198E+07    0.23876E+04
   200    0.54477E+04    0.63222E+00   -0.32259E+01    0.18088E+07    0.23691E+04
   201    0.54558E+04    0.64010E+00   -0.18163E+01    0.17978E+07    0.23509E+04
   202    0.54634E+04    0.64918E+00   -0.38894E+00    0.17869E+07    0.23327E+04
   203    0.54702E+04    0.65952E+00    0.10568E+01    0.17761E+07    0.23147E+04
   204    0.54763E+04    0.67114E+00    0.25179E+01    0.17655E+07    0.22968E+04
   205    0.54818E+04    0.68407E+00    0.39963E+01    0.17549E+07    0.22791E+04
   206    0.54866E+04    0.69835E+00    0.54908E+01    0.17444E+07    0.22615E+04
   207    0.54908E+04    0.71400E+00    0.70008E+01    0.17340E+07    0.22440E+04
   208    0.54941E+04    0.73106E+00    0.85256E+01    0.17238E+07    0.22266E+04
   209    0.54968E+04    0.74954E+00    0.10065E+02    0.17136E+07    0.22094E+04
   210    0.54989E+04    0.76951E+00    0.11617E+02    0.17035E+07    0.21923E+04
   211    0.55003E+04    0.79097E+00    0.13183E+02    0.16935E+07    0.21753E+04
   212    0.55009E+04    0.81396E+00    0.14761E+02    0.16836E+07    0.21585E+04
   213    0.55009E+04    0.83852E+00    0.16350E+02    0.16737E+07    0.21418E+04
   214    0.55002E+04    0.86463E+00    0.17951E+02    0.16640E+07    0.21252E+04
   215    0.54988E+04    0.89248E+00    0.19561E+02    0.16544E+07    0.21087E+04
   216    0.54967E+04    0.92187E+00    0.21182E+02    0.16448E+07    0.20923E+04
   217    0.54941E+04    0.95297E+00    0.22811E+02    0.16353E+07    0.20761E+04
   218    0.54907E+04    0.98577E+00    0.24448E+02    0.16260E+07    0.20600E+04
   219    0.54867E+04    0.10203E+01    0.26094E+02    0.16167E+07    0.20440E+04
   220    0.54821E+04    0.10566E+01    0.27744E+02    0.16074E+07    0.20281E+04
   221    0.54768E+04    0.10946E+01    0.29402E+02    0.15983E+07    0.20124E+04
   222    0.54709E+04    0.11346E+01    0.31064E+02    0.15893E+07    0.19967E+04
   223    0.54642E+04    0.11764E+01    0.32732E+02    0.15803E+07    0.19812E+04
   224    0.54570E+04    0.12200E+01    0.34402E+02    0.15714E+07    0.19657E+04
   225    0.54492E+04    0.12656E+01    0.36076E+02    0.15626E+07    0.19504E+04
   226    0.54407E+04    0.13131E+01    0.37751E+02    0.15539E+07    0.19352E+04
   227    0.54315E+04    0.13625E+01    0.39429E+02    0.15452E+07    0.19201E+04
   228    0.54218E+04    0.14139E+01    0.41107E+02    0.15366E+07    0.19052E+04
   229    0.54115E+04    0.14673E+01    0.42784E+02    0.15281E+07    0.18903E+04
   230    0.54004E+04    0.15228E+01    0.44461E+02    0.15197E+07    0.18755E+04
   231    0.53887E+04    0.15803E+01    0.46136E+02    0.15114E+07    0.18608E+04
   232    0.53765E+04    0.16397E+01    0.47809E+02    0.15031E+07    0.18463E+04
   233    0.53636E+04    0.17014E+01    0.49477E+02    0.14949E+07    0.18318E+04
   234    0.53500E+04    0.17652E+01    0.51142E+02    0.14868E+07    0.18175E+04
   235    0.53359E+04    0.18311E+01    0.52801E+02    0.14787E+07    0.18032E+04
   236    0.53211E+04    0.18991E+01    0.54454E+02    0.14707E+07    0.17890E+04
   237    0.53057E+04    0.19693E+01    0.56101E+02    0.14628E+07    0.17750E+04
   238    0.52897E+04    0.20418E+01    0.57740E+02    0.14549E+07    0.17610E+04
   239    0.52732E+04    0.21164E+01    0.59371E+02    0.14471E+07    0.17472E+04
   240    0.52559E+04    0.21931E+01    0.60991E+02    0.14394E+07    0.17334E+04
   241    0.52382E+04    0.22722E+01    0.62602E+02    0.14317E+07    0.17197E+04
   242    0.52199E+04    0.23534E+01    0.64202E+02    0.14241E+07    0.17061E+04
   243    0.52010E+04    0.24370E+01    0.65790E+02    0.14166E+07    0.16926E+04
   244    0.51816E+04    0.25228E+01    0.67366E+02    0.14091E+07    0.16792E+04
   245    0.51616E+04    0.26109E+01    0.68927E+02    0.14017E+07    0.16659E+04
   246    0.51410E+04    0.27012E+01    0.70475E+02    0.13944E+07    0.16527E+04
   247    0.51200E+04    0.27938E+01    0.72008E+02    0.13871E+07    0.16396E+04
   248    0.50984E+04    0.28890E+01    0.73524E+02    0.13798E+07    0.16265E+04
   249    0.50763E+04    0.29863E+01    0.75024E+02    0.13727E+07    0.16136E+04
   250    0.50537E+04    0.30860E+01    0.76505E+02    0.13655E+07    0.16007E+04
   251    0.50307E+04    0.31879E+01    0.77969E+02    0.13585E+07    0.15879E+04
   252    0.50071E+04    0.32923E+01    0.79414E+02    0.13515E+07    0.15752E+04
   253    0.49831E+04    0.33988E+01    0.80838E+02    0.13445E+07    0.15625E+04
   254    0.49587E+04    0.35077E+01    0.82242E+02    0.13376E+07    0.15500E+04
   255    0.49337E+04    0.36187E+01    0.83626E+02    0.13307E+07    0.15375E+04
   256    0.49083E+04    0.37323E+01    0.84989E+02    0.13239E+07    0.15252E+04
   257    0.48825E+04    0.38478E+01    0.86324E+02    0.13172E+07    0.15129E+04
   258    0.48563E+04    0.39657E+01    0.87644E+02    0.13105E+07    0.15006E+04
   259    0.48296E+04    0.40858E+01    0.88934E+02    0.13039E+07    0.14885E+04
   260    0.48026E+04    0.42080E+01    0.90208E+02    0.12973E+07    0.14764E+04
   261    0.47752E+04    0.43324E+01    0.91444E+02    0.12907E+07    0.14645E+04
   262    0.47473E+04    0.44590E+01    0.92666E+02    0.12842E+07    0.14526E+04
   263    0.47193E+04    0.45877E+01    0.93864E+02    0.12778E+07    0.14408E+04
   264    0.46907E+04    0.47185E+01    0.95034E+02    0.12714E+07    0.14290E+04
   265    0.46617E+04    0.48513E+01    0.96166E+02    0.12651E+07    0.14174E+04
   266    0.46325E+04    0.49863E+01    0.97283E+02    0.12588E+07    0.14058E+04
   267    0.46028E+04    0.51232E+01    0.98363E+02    0.12525E+07    0.13943E+04
   268    0.45728E+04    0.52622E+01    0.99421E+02    0.12463E+07    0.13828E+04
   269    0.45423E+04    0.54031E+01    0.10045E+03    0.12402E+07    0.13715E+04
   270    0.45117E+04    0.55459E+01    0.10145E+03    0.12341E+07    0.13602E+04
   271    0.44807E+04    0.56905E+01    0.10242E+03    0.12280E+07    0.13490E+04
   272    0.44496E+04    0.58372E+01    0.10335E+03    0.12220E+07    0.13379E+04
   273    0.44180E+04    0.59854E+01    0.10427E+03    0.12161E+07    0.13269E+04
   274    0.43863E+04    0.61357E+01    0.10514E+03    0.12101E+07    0.13159E+04
   275    0.43543E+04    0.62875E+01    0.10598E+03    0.12043E+07    0.13050E+04
   276    0.43221E+04    0.64411E+01    0.10679E+03    0.11984E+07    0.12942E+04
   277    0.42896E+04    0.65963E+01    0.10757E+03    0.11926E+07    0.12835E+04
   278    0.42570E+04    0.67532E+01    0.10831E+03    0.11869E+07    0.12728E+04
   279    0.42241E+04    0.69116E+01    0.10901E+03    0.11812E+07    0.12622E+04
   280    0.41910E+04    0.70715E+01    0.10969E+03    0.11755E+07    0.12517E+04
   281    0.41579E+04    0.72330E+01    0.11033E+03    0.11699E+07    0.12413E+04
   282    0.41244E+04    0.73957E+01    0.11094E+03    0.11643E+07    0.12309E+04
   283    0.40909E+04    0.75599E+01    0.11151E+03    0.11588E+07    0.12206E+04
   284    0.40573E+04    0.77254E+01    0.11204E+03    0.11533E+07    0.12104E+04
   285    0.40235E+04    0.78923E+01    0.11254E+03    0.11478E+07    0.12002E+04
   286    0.39895E+04    0.80603E+01    0.11299E+03    0.11424E+07    0.11901E+04
   287    0.39555E+04    0.82295E+01    0.11342E+03    0.11370E+07    0.11801E+04
   288    0.39213E+04    0.83999E+01    0.11381E+03    0.11317E+07    0.11702E+04
   289    0.38871E+04    0.85713E+01    0.11416E+03    0.11264E+07    0.11603E+04
   290    0.38528E+04    0.87435E+01    0.11447E+03    0.11211E+07    0.11505E+04
   291    0.38186E+04    0.89174E+01    0.11474E+03    0.11159E+07    0.11408E+04
   292    0.37839E+04    0.90917E+01    0.11498E+03    0.11107E+07    0.11312E+04
   293    0.37496E+04    0.92661E+01    0.11517E+03    0.11055E+07    0.11216E+04
   294    0.37150E+04    0.94421E+01    0.11533E+03    0.11004E+07    0.11121E+04
   295    0.36807E+04    0.96181E+01    0.11545E+03    0.10953E+07    0.11026E+04
   296    0.36462E+04    0.97956E+01    0.11553E+03    0.10902E+07    0.10933E+04
   297    0.36118E+04    0.99724E+01    0.11557E+03    0.10852E+07    0.10840E+04
   298    0.35772E+04    0.10151E+02    0.11557E+03    0.10802E+07    0.10747E+04
   299    0.35428E+04    0.10330E+02    0.11552E+03    0.10753E+07    0.10655E+04
   300    0.35084E+04    0.10508E+02    0.11544E+03    0.10704E+07    0.10564E+04
   301    0.34740E+04    0.10687E+02    0.11532E+03    0.10655E+07    0.10474E+04
   302    0.34398E+04    0.10865E+02    0.11516E+03    0.10606E+07    0.10384E+04
   303    0.34056E+04    0.11045E+02    0.11496E+03    0.10558E+07    0.10295E+04
   304    0.33715E+04    0.11225E+02    0.11471E+03    0.10510E+07    0.10207E+04
   305    0.33376E+04    0.11404E+02    0.11443E+03    0.10462E+07    0.10119E+04
   306    0.33037E+04    0.11583E+02    0.11411E+03    0.10415E+07    0.10032E+04
   307    0.32699E+04    0.11762E+02    0.11374E+03    0.10368E+07    0.99460E+03
   308    0.32362E+04    0.11943E+02    0.11335E+03    0.10321E+07    0.98603E+03
   309    0.32028E+04    0.12121E+02    0.11290E+03    0.10275E+07    0.97752E+03
   310    0.31694E+04    0.12299E+02    0.11242E+03    0.10229E+07    0.96908E+03
   311    0.31363E+04    0.12479E+02    0.11190E+03    0.10183E+07    0.96070E+03
   312    0.31033E+04    0.12656E+02    0.11134E+03    0.10138E+07    0.95238E+03
   313    0.30704E+04    0.12834E+02    0.11074E+03    0.10092E+07    0.94413E+03
   314    0.30378E+04    0.13012E+02    0.11011E+03    0.10048E+07    0.93595E+03
   315    0.30054E+04    0.13187E+02    0.10943E+03    0.10003E+07    0.92782E+03
   316    0.29731E+04    0.13363E+02    0.10872E+03    0.99587E+06    0.91976E+03
   317    0.29411E+04    0.13537E+02    0.10797E+03    0.99146E+06    0.91176E+03
   318    0.29092E+04    0.13712E+02    0.10718E+03    0.98708E+06    0.90382E+03
   319    0.28777E+04    0.13885E+02    0.10636E+03    0.98274E+06    0.89594E+03
   320    0.28464E+04    0.14057E+02    0.10551E+03    0.97842E+06    0.88813E+03
   321    0.28153E+04    0.14228E+02    0.10461E+03    0.97412E+06    0.88037E+03
