#           k/h    P           
    0.10000E-03    0.30346E+00
    0.10202E-03    0.30938E+00
    0.10408E-03    0.31542E+00
    0.10618E-03    0.32158E+00
    0.10833E-03    0.32786E+00
    0.11052E-03    0.33425E+00
    0.11275E-03    0.34078E+00
    0.11503E-03    0.34743E+00
    0.11735E-03    0.35421E+00
    0.11972E-03    0.36112E+00
    0.12214E-03    0.36816E+00
    0.12461E-03    0.37534E+00
    0.12712E-03    0.38266E+00
    0.12969E-03    0.39013E+00
    0.13231E-03    0.39773E+00
    0.13499E-03    0.40549E+00
    0.13771E-03    0.41339E+00
    0.14049E-03    0.42145E+00
    0.14333E-03    0.42967E+00
    0.14623E-03    0.43804E+00
    0.14918E-03    0.44657E+00
    0.15220E-03    0.45527E+00
    0.15527E-03    0.46414E+00
    0.15841E-03    0.47318E+00
    0.16161E-03    0.48239E+00
    0.16487E-03    0.49178E+00
    0.16820E-03    0.50136E+00
    0.17160E-03    0.51111E+00
    0.17507E-03    0.52106E+00
    0.17860E-03    0.53119E+00
    0.18221E-03    0.54153E+00
    0.18589E-03    0.55205E+00
    0.18965E-03    0.56279E+00
    0.19348E-03    0.57372E+00
    0.19739E-03    0.58487E+00
    0.20138E-03    0.59623E+00
    0.20544E-03    0.60781E+00
    0.20959E-03    0.61961E+00
    0.21383E-03    0.63164E+00
    0.21815E-03    0.64389E+00
    0.22255E-03    0.65638E+00
    0.22705E-03    0.66911E+00
    0.23164E-03    0.68207E+00
    0.23632E-03    0.69529E+00
    0.24109E-03    0.70876E+00
    0.24596E-03    0.72248E+00
    0.25093E-03    0.73646E+00
    0.25600E-03    0.75070E+00
    0.26117E-03    0.76522E+00
    0.26645E-03    0.78001E+00
    0.27183E-03    0.79507E+00
    0.27732E-03    0.81042E+00
    0.28292E-03    0.82606E+00
    0.28864E-03    0.84199E+00
    0.29447E-03    0.85822E+00
    0.30042E-03    0.87475E+00
    0.30649E-03    0.89159E+00
    0.31268E-03    0.90874E+00
    0.31899E-03    0.92621E+00
    0.32544E-03    0.94401E+00
    0.33201E-03    0.96213E+00
    0.33872E-03    0.98059E+00
    0.34556E-03    0.99939E+00
    0.35254E-03    0.10185E+01
    0.35966E-03    0.10380E+01
    0.36693E-03    0.10579E+01
    0.37434E-03    0.10781E+01
    0.38190E-03    0.10986E+01
    0.38962E-03    0.11196E+01
    0.39749E-03    0.11409E+01
    0.40552E-03    0.11626E+01
    0.41371E-03    0.11847E+01
    0.42207E-03    0.12072E+01
    0.43060E-03    0.12301E+01
    0.43929E-03    0.12533E+01
    0.44817E-03    0.12770E+01
    0.45722E-03    0.13011E+01
    0.46646E-03    0.13257E+01
    0.47588E-03    0.13506E+01
    0.48550E-03    0.13760E+01
    0.49530E-03    0.14018E+01
    0.50531E-03    0.14281E+01
    0.51552E-03    0.14548E+01
    0.52593E-03    0.14819E+01
    0.53656E-03    0.15095E+01
    0.54739E-03    0.15375E+01
    0.55845E-03    0.15661E+01
    0.56973E-03    0.15950E+01
    0.58124E-03    0.16245E+01
    0.59299E-03    0.16544E+01
    0.60496E-03    0.16848E+01
    0.61719E-03    0.17157E+01
    0.62965E-03    0.17470E+01
    0.64237E-03    0.17788E+01
    0.65535E-03    0.18111E+01
    0.66859E-03    0.18439E+01
    0.68210E-03    0.18772E+01
    0.69588E-03    0.19110E+01
    0.70993E-03    0.19452E+01
    0.72427E-03    0.19800E+01
    0.73891E-03    0.20152E+01
    0.75383E-03    0.20509E+01
