#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   545    0.23565E+04    0.20447E+02    0.21262E-07    0.20447E+02    0.10412E+02    0.57297E-10    0.21262E-07    0.57297E-10    0.30306E-13
   546    0.23500E+04    0.21251E+02    0.21198E-07    0.21251E+02    0.10621E+02    0.40452E-10    0.21198E-07    0.40452E-10    0.30098E-13
   547    0.23433E+04    0.22028E+02    0.21136E-07    0.22028E+02    0.10834E+02    0.23690E-10    0.21136E-07    0.23690E-10    0.29891E-13
   548    0.23365E+04    0.22777E+02    0.21076E-07    0.22777E+02    0.11052E+02    0.70108E-11    0.21076E-07    0.70108E-11    0.29686E-13
   549    0.23295E+04    0.23498E+02    0.21017E-07    0.23498E+02    0.11273E+02   -0.95837E-11    0.21017E-07   -0.95837E-11    0.29482E-13
   550    0.23224E+04    0.24189E+02    0.20959E-07    0.24189E+02    0.11499E+02   -0.26094E-10    0.20959E-07   -0.26094E-10    0.29281E-13
   551    0.23152E+04    0.24850E+02    0.20902E-07    0.24850E+02    0.11728E+02   -0.42518E-10    0.20902E-07   -0.42518E-10    0.29080E-13
   552    0.23078E+04    0.25481E+02    0.20847E-07    0.25481E+02    0.11962E+02   -0.58852E-10    0.20847E-07   -0.58852E-10    0.28882E-13
   553    0.23004E+04    0.26082E+02    0.20792E-07    0.26082E+02    0.12197E+02   -0.75092E-10    0.20792E-07   -0.75092E-10    0.28685E-13
   554    0.22928E+04    0.26651E+02    0.20739E-07    0.26651E+02    0.12438E+02   -0.91234E-10    0.20739E-07   -0.91234E-10    0.28490E-13
   555    0.22850E+04    0.27190E+02    0.20687E-07    0.27190E+02    0.12682E+02   -0.10727E-09    0.20687E-07   -0.10727E-09    0.28296E-13
   556    0.22771E+04    0.27697E+02    0.20636E-07    0.27697E+02    0.12930E+02   -0.12321E-09    0.20636E-07   -0.12321E-09    0.28104E-13
   557    0.22692E+04    0.28172E+02    0.20586E-07    0.28172E+02    0.13180E+02   -0.13903E-09    0.20586E-07   -0.13903E-09    0.27914E-13
   558    0.22611E+04    0.28616E+02    0.20538E-07    0.28616E+02    0.13435E+02   -0.15473E-09    0.20538E-07   -0.15473E-09    0.27725E-13
   559    0.22529E+04    0.29028E+02    0.20490E-07    0.29028E+02    0.13692E+02   -0.17032E-09    0.20490E-07   -0.17032E-09    0.27538E-13
   560    0.22446E+04    0.29407E+02    0.20443E-07    0.29407E+02    0.13951E+02   -0.18578E-09    0.20443E-07   -0.18578E-09    0.27352E-13
   561    0.22361E+04    0.29753E+02    0.20397E-07    0.29753E+02    0.14215E+02   -0.20112E-09    0.20397E-07   -0.20112E-09    0.27168E-13
   562    0.22277E+04    0.30067E+02    0.20351E-07    0.30067E+02    0.14481E+02   -0.21632E-09    0.20351E-07   -0.21632E-09    0.26986E-13
   563    0.22192E+04    0.30350E+02    0.20307E-07    0.30350E+02    0.14750E+02   -0.23139E-09    0.20307E-07   -0.23139E-09    0.26804E-13
   564    0.22106E+04    0.30597E+02    0.20264E-07    0.30597E+02    0.15022E+02   -0.24631E-09    0.20264E-07   -0.24631E-09    0.26625E-13
   565    0.22018E+04    0.30813E+02    0.20221E-07    0.30813E+02    0.15296E+02   -0.26109E-09    0.20221E-07   -0.26109E-09    0.26447E-13
   566    0.21931E+04    0.30994E+02    0.20179E-07    0.30994E+02    0.15572E+02   -0.27572E-09    0.20179E-07   -0.27572E-09    0.26270E-13
   567    0.21842E+04    0.31142E+02    0.20137E-07    0.31142E+02    0.15851E+02   -0.29019E-09    0.20137E-07   -0.29019E-09    0.26095E-13
   568    0.21753E+04    0.31256E+02    0.20097E-07    0.31256E+02    0.16133E+02   -0.30451E-09    0.20097E-07   -0.30451E-09    0.25921E-13
   569    0.21663E+04    0.31338E+02    0.20057E-07    0.31338E+02    0.16417E+02   -0.31867E-09    0.20057E-07   -0.31867E-09    0.25749E-13
   570    0.21573E+04    0.31384E+02    0.20017E-07    0.31384E+02    0.16702E+02   -0.33265E-09    0.20017E-07   -0.33265E-09    0.25578E-13
   571    0.21482E+04    0.31397E+02    0.19978E-07    0.31397E+02    0.16990E+02   -0.34647E-09    0.19978E-07   -0.34647E-09    0.25408E-13
   572    0.21390E+04    0.31376E+02    0.19940E-07    0.31376E+02    0.17279E+02   -0.36011E-09    0.19940E-07   -0.36011E-09    0.25240E-13
   573    0.21299E+04    0.31320E+02    0.19902E-07    0.31320E+02    0.17570E+02   -0.37357E-09    0.19902E-07   -0.37357E-09    0.25073E-13
   574    0.21207E+04    0.31230E+02    0.19864E-07    0.31230E+02    0.17863E+02   -0.38685E-09    0.19864E-07   -0.38685E-09    0.24908E-13
   575    0.21115E+04    0.31105E+02    0.19827E-07    0.31105E+02    0.18156E+02   -0.39994E-09    0.19827E-07   -0.39994E-09    0.24744E-13
   576    0.21023E+04    0.30947E+02    0.19791E-07    0.30947E+02    0.18452E+02   -0.41284E-09    0.19791E-07   -0.41284E-09    0.24582E-13
   577    0.20930E+04    0.30755E+02    0.19754E-07    0.30755E+02    0.18749E+02   -0.42554E-09    0.19754E-07   -0.42554E-09    0.24420E-13
   578    0.20837E+04    0.30528E+02    0.19718E-07    0.30528E+02    0.19046E+02   -0.43804E-09    0.19718E-07   -0.43804E-09    0.24260E-13
   579    0.20744E+04    0.30267E+02    0.19683E-07    0.30267E+02    0.19345E+02   -0.45033E-09    0.19683E-07   -0.45033E-09    0.24102E-13
   580    0.20652E+04    0.29971E+02    0.19647E-07    0.29971E+02    0.19644E+02   -0.46242E-09    0.19647E-07   -0.46242E-09    0.23944E-13
   581    0.20558E+04    0.29643E+02    0.19612E-07    0.29643E+02    0.19944E+02   -0.47429E-09    0.19612E-07   -0.47429E-09    0.23788E-13
   582    0.20466E+04    0.29279E+02    0.19577E-07    0.29279E+02    0.20245E+02   -0.48594E-09    0.19577E-07   -0.48594E-09    0.23633E-13
   583    0.20373E+04    0.28881E+02    0.19542E-07    0.28881E+02    0.20546E+02   -0.49737E-09    0.19542E-07   -0.49737E-09    0.23480E-13
   584    0.20281E+04    0.28449E+02    0.19507E-07    0.28449E+02    0.20847E+02   -0.50857E-09    0.19507E-07   -0.50857E-09    0.23328E-13
   585    0.20189E+04    0.27983E+02    0.19472E-07    0.27983E+02    0.21149E+02   -0.51954E-09    0.19472E-07   -0.51954E-09    0.23177E-13
   586    0.20098E+04    0.27484E+02    0.19438E-07    0.27484E+02    0.21449E+02   -0.53028E-09    0.19438E-07   -0.53028E-09    0.23027E-13
   587    0.20007E+04    0.26951E+02    0.19403E-07    0.26951E+02    0.21751E+02   -0.54078E-09    0.19403E-07   -0.54078E-09    0.22878E-13
   588    0.19916E+04    0.26383E+02    0.19368E-07    0.26383E+02    0.22052E+02   -0.55103E-09    0.19368E-07   -0.55103E-09    0.22731E-13
   589    0.19825E+04    0.25783E+02    0.19333E-07    0.25783E+02    0.22353E+02   -0.56103E-09    0.19333E-07   -0.56103E-09    0.22585E-13
   590    0.19735E+04    0.25150E+02    0.19298E-07    0.25150E+02    0.22652E+02   -0.57078E-09    0.19298E-07   -0.57078E-09    0.22440E-13
   591    0.19646E+04    0.24484E+02    0.19263E-07    0.24484E+02    0.22952E+02   -0.58028E-09    0.19263E-07   -0.58028E-09    0.22296E-13
   592    0.19558E+04    0.23784E+02    0.19228E-07    0.23784E+02    0.23249E+02   -0.58951E-09    0.19228E-07   -0.58951E-09    0.22153E-13
   593    0.19470E+04    0.23052E+02    0.19193E-07    0.23052E+02    0.23547E+02   -0.59848E-09    0.19193E-07   -0.59848E-09    0.22011E-13
   594    0.19382E+04    0.22288E+02    0.19157E-07    0.22288E+02    0.23843E+02   -0.60718E-09    0.19157E-07   -0.60718E-09    0.21871E-13
   595    0.19296E+04    0.21492E+02    0.19121E-07    0.21492E+02    0.24137E+02   -0.61561E-09    0.19121E-07   -0.61561E-09    0.21731E-13
   596    0.19211E+04    0.20663E+02    0.19085E-07    0.20663E+02    0.24431E+02   -0.62375E-09    0.19085E-07   -0.62375E-09    0.21593E-13
   597    0.19127E+04    0.19803E+02    0.19048E-07    0.19803E+02    0.24721E+02   -0.63162E-09    0.19048E-07   -0.63162E-09    0.21456E-13
   598    0.19045E+04    0.18912E+02    0.19011E-07    0.18912E+02    0.25010E+02   -0.63920E-09    0.19011E-07   -0.63920E-09    0.21320E-13
   599    0.18964E+04    0.17991E+02    0.18973E-07    0.17991E+02    0.25298E+02   -0.64648E-09    0.18973E-07   -0.64648E-09    0.21185E-13
   600    0.18883E+04    0.17038E+02    0.18936E-07    0.17038E+02    0.25583E+02   -0.65347E-09    0.18936E-07   -0.65347E-09    0.21051E-13
   601    0.18803E+04    0.16056E+02    0.18897E-07    0.16056E+02    0.25867E+02   -0.66017E-09    0.18897E-07   -0.66017E-09    0.20918E-13
   602    0.18725E+04    0.15042E+02    0.18858E-07    0.15042E+02    0.26147E+02   -0.66658E-09    0.18858E-07   -0.66658E-09    0.20786E-13
   603    0.18648E+04    0.14001E+02    0.18819E-07    0.14001E+02    0.26425E+02   -0.67272E-09    0.18819E-07   -0.67272E-09    0.20655E-13
   604    0.18573E+04    0.12930E+02    0.18780E-07    0.12930E+02    0.26700E+02   -0.67860E-09    0.18780E-07   -0.67860E-09    0.20525E-13
   605    0.18498E+04    0.11831E+02    0.18740E-07    0.11831E+02    0.26973E+02   -0.68425E-09    0.18740E-07   -0.68425E-09    0.20396E-13
   606    0.18426E+04    0.10703E+02    0.18701E-07    0.10703E+02    0.27243E+02   -0.68967E-09    0.18701E-07   -0.68967E-09    0.20268E-13
   607    0.18353E+04    0.95471E+01    0.18661E-07    0.95471E+01    0.27510E+02   -0.69487E-09    0.18661E-07   -0.69487E-09    0.20141E-13
   608    0.18283E+04    0.83640E+01    0.18621E-07    0.83640E+01    0.27775E+02   -0.69988E-09    0.18621E-07   -0.69988E-09    0.20015E-13
   609    0.18215E+04    0.71537E+01    0.18581E-07    0.71537E+01    0.28035E+02   -0.70471E-09    0.18581E-07   -0.70471E-09    0.19890E-13
   610    0.18147E+04    0.59167E+01    0.18542E-07    0.59167E+01    0.28292E+02   -0.70938E-09    0.18542E-07   -0.70938E-09    0.19766E-13
   611    0.18082E+04    0.46542E+01    0.18502E-07    0.46542E+01    0.28547E+02   -0.71389E-09    0.18502E-07   -0.71389E-09    0.19643E-13
   612    0.18018E+04    0.33672E+01    0.18463E-07    0.33672E+01    0.28800E+02   -0.71826E-09    0.18463E-07   -0.71826E-09    0.19521E-13
   613    0.17955E+04    0.20538E+01    0.18425E-07    0.20538E+01    0.29046E+02   -0.72251E-09    0.18425E-07   -0.72251E-09    0.19400E-13
   614    0.17894E+04    0.71606E+00    0.18387E-07    0.71606E+00    0.29290E+02   -0.72665E-09    0.18387E-07   -0.72665E-09    0.19280E-13
   615    0.17834E+04   -0.64503E+00    0.18349E-07   -0.64503E+00    0.29530E+02   -0.73070E-09    0.18349E-07   -0.73070E-09    0.19161E-13
   616    0.17776E+04   -0.20290E+01    0.18312E-07   -0.20290E+01    0.29768E+02   -0.73467E-09    0.18312E-07   -0.73467E-09    0.19042E-13
   617    0.17721E+04   -0.34356E+01    0.18275E-07   -0.34356E+01    0.30002E+02   -0.73858E-09    0.18275E-07   -0.73858E-09    0.18925E-13
   618    0.17667E+04   -0.48651E+01    0.18240E-07   -0.48651E+01    0.30231E+02   -0.74244E-09    0.18240E-07   -0.74244E-09    0.18808E-13
   619    0.17613E+04   -0.63141E+01    0.18205E-07   -0.63141E+01    0.30458E+02   -0.74627E-09    0.18205E-07   -0.74627E-09    0.18693E-13
   620    0.17563E+04   -0.77845E+01    0.18171E-07   -0.77845E+01    0.30680E+02   -0.75007E-09    0.18171E-07   -0.75007E-09    0.18578E-13
   621    0.17513E+04   -0.92752E+01    0.18138E-07   -0.92752E+01    0.30898E+02   -0.75388E-09    0.18138E-07   -0.75388E-09    0.18464E-13
   622    0.17466E+04   -0.10786E+02    0.18106E-07   -0.10786E+02    0.31111E+02   -0.75769E-09    0.18106E-07   -0.75769E-09    0.18351E-13
   623    0.17421E+04   -0.12314E+02    0.18075E-07   -0.12314E+02    0.31320E+02   -0.76153E-09    0.18075E-07   -0.76153E-09    0.18239E-13
   624    0.17376E+04   -0.13860E+02    0.18045E-07   -0.13860E+02    0.31524E+02   -0.76541E-09    0.18045E-07   -0.76541E-09    0.18128E-13
   625    0.17334E+04   -0.15424E+02    0.18016E-07   -0.15424E+02    0.31724E+02   -0.76934E-09    0.18016E-07   -0.76934E-09    0.18017E-13
   626    0.17294E+04   -0.17004E+02    0.17989E-07   -0.17004E+02    0.31920E+02   -0.77334E-09    0.17989E-07   -0.77334E-09    0.17908E-13
   627    0.17256E+04   -0.18600E+02    0.17963E-07   -0.18600E+02    0.32111E+02   -0.77743E-09    0.17963E-07   -0.77743E-09    0.17799E-13
   628    0.17220E+04   -0.20212E+02    0.17939E-07   -0.20212E+02    0.32297E+02   -0.78161E-09    0.17939E-07   -0.78161E-09    0.17691E-13
   629    0.17185E+04   -0.21838E+02    0.17916E-07   -0.21838E+02    0.32478E+02   -0.78591E-09    0.17916E-07   -0.78591E-09    0.17584E-13
   630    0.17152E+04   -0.23478E+02    0.17894E-07   -0.23478E+02    0.32654E+02   -0.79034E-09    0.17894E-07   -0.79034E-09    0.17478E-13
   631    0.17121E+04   -0.25129E+02    0.17875E-07   -0.25129E+02    0.32825E+02   -0.79491E-09    0.17875E-07   -0.79491E-09    0.17372E-13
   632    0.17093E+04   -0.26794E+02    0.17857E-07   -0.26794E+02    0.32990E+02   -0.79964E-09    0.17857E-07   -0.79964E-09    0.17268E-13
   633    0.17066E+04   -0.28469E+02    0.17841E-07   -0.28469E+02    0.33152E+02   -0.80454E-09    0.17841E-07   -0.80454E-09    0.17164E-13
   634    0.17042E+04   -0.30154E+02    0.17826E-07   -0.30154E+02    0.33306E+02   -0.80963E-09    0.17826E-07   -0.80963E-09    0.17061E-13
   635    0.17019E+04   -0.31849E+02    0.17814E-07   -0.31849E+02    0.33457E+02   -0.81492E-09    0.17814E-07   -0.81492E-09    0.16958E-13
   636    0.16998E+04   -0.33551E+02    0.17804E-07   -0.33551E+02    0.33603E+02   -0.82042E-09    0.17804E-07   -0.82042E-09    0.16857E-13
   637    0.16979E+04   -0.35262E+02    0.17795E-07   -0.35262E+02    0.33741E+02   -0.82616E-09    0.17795E-07   -0.82616E-09    0.16756E-13
   638    0.16963E+04   -0.36980E+02    0.17789E-07   -0.36980E+02    0.33876E+02   -0.83215E-09    0.17789E-07   -0.83215E-09    0.16656E-13
   639    0.16948E+04   -0.38703E+02    0.17786E-07   -0.38703E+02    0.34003E+02   -0.83840E-09    0.17786E-07   -0.83840E-09    0.16557E-13
   640    0.16936E+04   -0.40432E+02    0.17784E-07   -0.40432E+02    0.34126E+02   -0.84492E-09    0.17784E-07   -0.84492E-09    0.16458E-13
   641    0.16926E+04   -0.42164E+02    0.17785E-07   -0.42164E+02    0.34243E+02   -0.85174E-09    0.17785E-07   -0.85174E-09    0.16360E-13
   642    0.16917E+04   -0.43900E+02    0.17788E-07   -0.43900E+02    0.34353E+02   -0.85886E-09    0.17788E-07   -0.85886E-09    0.16263E-13
   643    0.16911E+04   -0.45637E+02    0.17794E-07   -0.45637E+02    0.34459E+02   -0.86630E-09    0.17794E-07   -0.86630E-09    0.16167E-13
   644    0.16907E+04   -0.47376E+02    0.17802E-07   -0.47376E+02    0.34556E+02   -0.87408E-09    0.17802E-07   -0.87408E-09    0.16071E-13
   645    0.16905E+04   -0.49116E+02    0.17814E-07   -0.49116E+02    0.34649E+02   -0.88220E-09    0.17814E-07   -0.88220E-09    0.15976E-13
   646    0.16904E+04   -0.50854E+02    0.17827E-07   -0.50854E+02    0.34735E+02   -0.89069E-09    0.17827E-07   -0.89069E-09    0.15882E-13
   647    0.16908E+04   -0.52592E+02    0.17844E-07   -0.52592E+02    0.34815E+02   -0.89956E-09    0.17844E-07   -0.89956E-09    0.15789E-13
   648    0.16911E+04   -0.54326E+02    0.17864E-07   -0.54326E+02    0.34889E+02   -0.90883E-09    0.17864E-07   -0.90883E-09    0.15696E-13
   649    0.16918E+04   -0.56057E+02    0.17886E-07   -0.56057E+02    0.34956E+02   -0.91850E-09    0.17886E-07   -0.91850E-09    0.15603E-13
   650    0.16927E+04   -0.57783E+02    0.17912E-07   -0.57783E+02    0.35016E+02   -0.92860E-09    0.17912E-07   -0.92860E-09    0.15512E-13
   651    0.16938E+04   -0.59504E+02    0.17940E-07   -0.59504E+02    0.35072E+02   -0.93913E-09    0.17940E-07   -0.93913E-09    0.15421E-13
   652    0.16950E+04   -0.61219E+02    0.17972E-07   -0.61219E+02    0.35120E+02   -0.95007E-09    0.17972E-07   -0.95007E-09    0.15331E-13
   653    0.16966E+04   -0.62926E+02    0.18006E-07   -0.62926E+02    0.35161E+02   -0.96140E-09    0.18006E-07   -0.96140E-09    0.15241E-13
   654    0.16983E+04   -0.64625E+02    0.18043E-07   -0.64625E+02    0.35196E+02   -0.97309E-09    0.18043E-07   -0.97309E-09    0.15152E-13
   655    0.17001E+04   -0.66317E+02    0.18083E-07   -0.66317E+02    0.35225E+02   -0.98512E-09    0.18083E-07   -0.98512E-09    0.15064E-13
   656    0.17023E+04   -0.68000E+02    0.18125E-07   -0.68000E+02    0.35247E+02   -0.99746E-09    0.18125E-07   -0.99746E-09    0.14976E-13
   657    0.17046E+04   -0.69674E+02    0.18169E-07   -0.69674E+02    0.35262E+02   -0.10101E-08    0.18169E-07   -0.10101E-08    0.14889E-13
   658    0.17071E+04   -0.71338E+02    0.18216E-07   -0.71338E+02    0.35272E+02   -0.10230E-08    0.18216E-07   -0.10230E-08    0.14803E-13
   659    0.17099E+04   -0.72991E+02    0.18264E-07   -0.72991E+02    0.35275E+02   -0.10361E-08    0.18264E-07   -0.10361E-08    0.14717E-13
   660    0.17129E+04   -0.74633E+02    0.18315E-07   -0.74633E+02    0.35271E+02   -0.10494E-08    0.18315E-07   -0.10494E-08    0.14632E-13
   661    0.17160E+04   -0.76262E+02    0.18367E-07   -0.76262E+02    0.35261E+02   -0.10630E-08    0.18367E-07   -0.10630E-08    0.14547E-13
   662    0.17194E+04   -0.77880E+02    0.18422E-07   -0.77880E+02    0.35245E+02   -0.10766E-08    0.18422E-07   -0.10766E-08    0.14463E-13
   663    0.17229E+04   -0.79485E+02    0.18477E-07   -0.79485E+02    0.35223E+02   -0.10904E-08    0.18477E-07   -0.10904E-08    0.14380E-13
   664    0.17267E+04   -0.81076E+02    0.18534E-07   -0.81076E+02    0.35193E+02   -0.11044E-08    0.18534E-07   -0.11044E-08    0.14297E-13
   665    0.17305E+04   -0.82652E+02    0.18593E-07   -0.82652E+02    0.35158E+02   -0.11184E-08    0.18593E-07   -0.11184E-08    0.14215E-13
   666    0.17346E+04   -0.84214E+02    0.18652E-07   -0.84214E+02    0.35116E+02   -0.11324E-08    0.18652E-07   -0.11324E-08    0.14133E-13
   667    0.17390E+04   -0.85760E+02    0.18713E-07   -0.85760E+02    0.35068E+02   -0.11465E-08    0.18713E-07   -0.11465E-08    0.14052E-13
   668    0.17433E+04   -0.87290E+02    0.18774E-07   -0.87290E+02    0.35015E+02   -0.11606E-08    0.18774E-07   -0.11606E-08    0.13972E-13
   669    0.17481E+04   -0.88802E+02    0.18836E-07   -0.88802E+02    0.34955E+02   -0.11747E-08    0.18836E-07   -0.11747E-08    0.13892E-13
   670    0.17529E+04   -0.90296E+02    0.18899E-07   -0.90296E+02    0.34888E+02   -0.11887E-08    0.18899E-07   -0.11887E-08    0.13812E-13
   671    0.17579E+04   -0.91773E+02    0.18963E-07   -0.91773E+02    0.34817E+02   -0.12027E-08    0.18963E-07   -0.12027E-08    0.13734E-13
   672    0.17630E+04   -0.93231E+02    0.19026E-07   -0.93231E+02    0.34739E+02   -0.12166E-08    0.19026E-07   -0.12166E-08    0.13655E-13
   673    0.17684E+04   -0.94668E+02    0.19090E-07   -0.94668E+02    0.34655E+02   -0.12303E-08    0.19090E-07   -0.12303E-08    0.13578E-13
   674    0.17739E+04   -0.96086E+02    0.19155E-07   -0.96086E+02    0.34566E+02   -0.12439E-08    0.19155E-07   -0.12439E-08    0.13501E-13
   675    0.17796E+04   -0.97482E+02    0.19219E-07   -0.97482E+02    0.34470E+02   -0.12574E-08    0.19219E-07   -0.12574E-08    0.13424E-13
   676    0.17855E+04   -0.98856E+02    0.19283E-07   -0.98856E+02    0.34368E+02   -0.12706E-08    0.19283E-07   -0.12706E-08    0.13348E-13
   677    0.17914E+04   -0.10021E+03    0.19347E-07   -0.10021E+03    0.34261E+02   -0.12836E-08    0.19347E-07   -0.12836E-08    0.13273E-13
   678    0.17976E+04   -0.10154E+03    0.19410E-07   -0.10154E+03    0.34148E+02   -0.12964E-08    0.19410E-07   -0.12964E-08    0.13198E-13
   679    0.18039E+04   -0.10284E+03    0.19473E-07   -0.10284E+03    0.34030E+02   -0.13089E-08    0.19473E-07   -0.13089E-08    0.13124E-13
   680    0.18104E+04   -0.10412E+03    0.19535E-07   -0.10412E+03    0.33906E+02   -0.13211E-08    0.19535E-07   -0.13211E-08    0.13050E-13
   681    0.18171E+04   -0.10538E+03    0.19597E-07   -0.10538E+03    0.33777E+02   -0.13330E-08    0.19597E-07   -0.13330E-08    0.12977E-13
   682    0.18238E+04   -0.10661E+03    0.19657E-07   -0.10661E+03    0.33641E+02   -0.13445E-08    0.19657E-07   -0.13445E-08    0.12904E-13
   683    0.18308E+04   -0.10782E+03    0.19717E-07   -0.10782E+03    0.33502E+02   -0.13557E-08    0.19717E-07   -0.13557E-08    0.12831E-13
   684    0.18377E+04   -0.10899E+03    0.19775E-07   -0.10899E+03    0.33355E+02   -0.13664E-08    0.19775E-07   -0.13664E-08    0.12760E-13
   685    0.18448E+04   -0.11014E+03    0.19833E-07   -0.11014E+03    0.33204E+02   -0.13767E-08    0.19833E-07   -0.13767E-08    0.12688E-13
   686    0.18520E+04   -0.11126E+03    0.19888E-07   -0.11126E+03    0.33048E+02   -0.13866E-08    0.19888E-07   -0.13866E-08    0.12618E-13
   687    0.18595E+04   -0.11235E+03    0.19943E-07   -0.11235E+03    0.32887E+02   -0.13960E-08    0.19943E-07   -0.13960E-08    0.12547E-13
   688    0.18670E+04   -0.11341E+03    0.19995E-07   -0.11341E+03    0.32721E+02   -0.14049E-08    0.19995E-07   -0.14049E-08    0.12478E-13
   689    0.18746E+04   -0.11444E+03    0.20046E-07   -0.11444E+03    0.32549E+02   -0.14133E-08    0.20046E-07   -0.14133E-08    0.12408E-13
   690    0.18823E+04   -0.11544E+03    0.20095E-07   -0.11544E+03    0.32374E+02   -0.14211E-08    0.20095E-07   -0.14211E-08    0.12339E-13
   691    0.18901E+04   -0.11641E+03    0.20141E-07   -0.11641E+03    0.32193E+02   -0.14284E-08    0.20141E-07   -0.14284E-08    0.12271E-13
   692    0.18980E+04   -0.11734E+03    0.20186E-07   -0.11734E+03    0.32008E+02   -0.14350E-08    0.20186E-07   -0.14350E-08    0.12203E-13
   693    0.19060E+04   -0.11825E+03    0.20228E-07   -0.11825E+03    0.31819E+02   -0.14411E-08    0.20228E-07   -0.14411E-08    0.12136E-13
   694    0.19140E+04   -0.11911E+03    0.20268E-07   -0.11911E+03    0.31624E+02   -0.14464E-08    0.20268E-07   -0.14464E-08    0.12069E-13
   695    0.19223E+04   -0.11994E+03    0.20305E-07   -0.11994E+03    0.31427E+02   -0.14511E-08    0.20305E-07   -0.14511E-08    0.12002E-13
   696    0.19305E+04   -0.12075E+03    0.20340E-07   -0.12075E+03    0.31224E+02   -0.14551E-08    0.20340E-07   -0.14551E-08    0.11936E-13
   697    0.19389E+04   -0.12152E+03    0.20371E-07   -0.12152E+03    0.31018E+02   -0.14584E-08    0.20371E-07   -0.14584E-08    0.11871E-13
   698    0.19473E+04   -0.12225E+03    0.20400E-07   -0.12225E+03    0.30807E+02   -0.14609E-08    0.20400E-07   -0.14609E-08    0.11806E-13
   699    0.19557E+04   -0.12293E+03    0.20426E-07   -0.12293E+03    0.30592E+02   -0.14626E-08    0.20426E-07   -0.14626E-08    0.11741E-13
   700    0.19642E+04   -0.12359E+03    0.20448E-07   -0.12359E+03    0.30374E+02   -0.14635E-08    0.20448E-07   -0.14635E-08    0.11677E-13
   701    0.19728E+04   -0.12421E+03    0.20467E-07   -0.12421E+03    0.30152E+02   -0.14636E-08    0.20467E-07   -0.14636E-08    0.11613E-13
   702    0.19814E+04   -0.12478E+03    0.20483E-07   -0.12478E+03    0.29927E+02   -0.14629E-08    0.20483E-07   -0.14629E-08    0.11550E-13
   703    0.19901E+04   -0.12534E+03    0.20496E-07   -0.12534E+03    0.29698E+02   -0.14613E-08    0.20496E-07   -0.14613E-08    0.11487E-13
   704    0.19988E+04   -0.12584E+03    0.20505E-07   -0.12584E+03    0.29466E+02   -0.14591E-08    0.20505E-07   -0.14591E-08    0.11424E-13
   705    0.20075E+04   -0.12630E+03    0.20512E-07   -0.12630E+03    0.29230E+02   -0.14560E-08    0.20512E-07   -0.14560E-08    0.11362E-13
   706    0.20163E+04   -0.12673E+03    0.20515E-07   -0.12673E+03    0.28992E+02   -0.14523E-08    0.20515E-07   -0.14523E-08    0.11300E-13
   707    0.20250E+04   -0.12713E+03    0.20515E-07   -0.12713E+03    0.28750E+02   -0.14478E-08    0.20515E-07   -0.14478E-08    0.11239E-13
   708    0.20339E+04   -0.12747E+03    0.20513E-07   -0.12747E+03    0.28506E+02   -0.14426E-08    0.20513E-07   -0.14426E-08    0.11178E-13
   709    0.20427E+04   -0.12779E+03    0.20508E-07   -0.12779E+03    0.28259E+02   -0.14368E-08    0.20508E-07   -0.14368E-08    0.11118E-13
   710    0.20516E+04   -0.12806E+03    0.20500E-07   -0.12806E+03    0.28008E+02   -0.14303E-08    0.20500E-07   -0.14303E-08    0.11058E-13
   711    0.20605E+04   -0.12829E+03    0.20489E-07   -0.12829E+03    0.27755E+02   -0.14232E-08    0.20489E-07   -0.14232E-08    0.10998E-13
   712    0.20694E+04   -0.12850E+03    0.20476E-07   -0.12850E+03    0.27500E+02   -0.14154E-08    0.20476E-07   -0.14154E-08    0.10939E-13
   713    0.20784E+04   -0.12865E+03    0.20460E-07   -0.12865E+03    0.27242E+02   -0.14071E-08    0.20460E-07   -0.14071E-08    0.10880E-13
   714    0.20873E+04   -0.12877E+03    0.20442E-07   -0.12877E+03    0.26983E+02   -0.13982E-08    0.20442E-07   -0.13982E-08    0.10821E-13
   715    0.20962E+04   -0.12886E+03    0.20421E-07   -0.12886E+03    0.26720E+02   -0.13887E-08    0.20421E-07   -0.13887E-08    0.10763E-13
   716    0.21051E+04   -0.12890E+03    0.20398E-07   -0.12890E+03    0.26456E+02   -0.13788E-08    0.20398E-07   -0.13788E-08    0.10706E-13
   717    0.21140E+04   -0.12890E+03    0.20373E-07   -0.12890E+03    0.26190E+02   -0.13683E-08    0.20373E-07   -0.13683E-08    0.10648E-13
   718    0.21229E+04   -0.12887E+03    0.20346E-07   -0.12887E+03    0.25923E+02   -0.13573E-08    0.20346E-07   -0.13573E-08    0.10591E-13
   719    0.21318E+04   -0.12879E+03    0.20316E-07   -0.12879E+03    0.25651E+02   -0.13458E-08    0.20316E-07   -0.13458E-08    0.10535E-13
   720    0.21406E+04   -0.12869E+03    0.20284E-07   -0.12869E+03    0.25380E+02   -0.13339E-08    0.20284E-07   -0.13339E-08    0.10479E-13
   721    0.21495E+04   -0.12853E+03    0.20250E-07   -0.12853E+03    0.25108E+02   -0.13216E-08    0.20250E-07   -0.13216E-08    0.10423E-13
   722    0.21583E+04   -0.12833E+03    0.20215E-07   -0.12833E+03    0.24833E+02   -0.13088E-08    0.20215E-07   -0.13088E-08    0.10368E-13
