#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
    92    0.26287E+04   -0.21289E+02    0.48785E-05   -0.21289E+02    0.72148E+00   -0.78751E-08    0.48785E-05   -0.78751E-08    0.12840E-10
    93    0.26620E+04   -0.21993E+02    0.47673E-05   -0.21993E+02    0.73730E+00   -0.76291E-08    0.47673E-05   -0.76291E-08    0.12485E-10
    94    0.26953E+04   -0.22697E+02    0.46594E-05   -0.22697E+02    0.75297E+00   -0.74395E-08    0.46594E-05   -0.74395E-08    0.12142E-10
    95    0.27289E+04   -0.23403E+02    0.45545E-05   -0.23403E+02    0.76851E+00   -0.73015E-08    0.45545E-05   -0.73015E-08    0.11811E-10
    96    0.27626E+04   -0.24110E+02    0.44526E-05   -0.24110E+02    0.78389E+00   -0.72106E-08    0.44526E-05   -0.72106E-08    0.11492E-10
    97    0.27967E+04   -0.24817E+02    0.43536E-05   -0.24817E+02    0.79909E+00   -0.71621E-08    0.43536E-05   -0.71621E-08    0.11184E-10
    98    0.28310E+04   -0.25521E+02    0.42576E-05   -0.25521E+02    0.81410E+00   -0.71514E-08    0.42576E-05   -0.71514E-08    0.10887E-10
    99    0.28654E+04   -0.26226E+02    0.41643E-05   -0.26226E+02    0.82890E+00   -0.71739E-08    0.41643E-05   -0.71739E-08    0.10600E-10
   100    0.29001E+04   -0.26927E+02    0.40737E-05   -0.26927E+02    0.84346E+00   -0.72250E-08    0.40737E-05   -0.72250E-08    0.10323E-10
   101    0.29350E+04   -0.27627E+02    0.39857E-05   -0.27627E+02    0.85785E+00   -0.73001E-08    0.39857E-05   -0.73001E-08    0.10056E-10
   102    0.29704E+04   -0.28324E+02    0.39003E-05   -0.28324E+02    0.87192E+00   -0.73945E-08    0.39003E-05   -0.73945E-08    0.97978E-11
   103    0.30057E+04   -0.29018E+02    0.38174E-05   -0.29018E+02    0.88574E+00   -0.75037E-08    0.38174E-05   -0.75037E-08    0.95486E-11
   104    0.30412E+04   -0.29707E+02    0.37369E-05   -0.29707E+02    0.89930E+00   -0.76229E-08    0.37369E-05   -0.76229E-08    0.93078E-11
   105    0.30769E+04   -0.30391E+02    0.36587E-05   -0.30391E+02    0.91254E+00   -0.77477E-08    0.36587E-05   -0.77477E-08    0.90751E-11
   106    0.31128E+04   -0.31070E+02    0.35827E-05   -0.31070E+02    0.92551E+00   -0.78733E-08    0.35827E-05   -0.78733E-08    0.88501E-11
   107    0.31486E+04   -0.31742E+02    0.35089E-05   -0.31742E+02    0.93807E+00   -0.79951E-08    0.35089E-05   -0.79951E-08    0.86324E-11
   108    0.31848E+04   -0.32408E+02    0.34372E-05   -0.32408E+02    0.95030E+00   -0.81086E-08    0.34372E-05   -0.81086E-08    0.84215E-11
   109    0.32211E+04   -0.33067E+02    0.33675E-05   -0.33067E+02    0.96211E+00   -0.82092E-08    0.33675E-05   -0.82092E-08    0.82171E-11
   110    0.32574E+04   -0.33716E+02    0.32998E-05   -0.33716E+02    0.97350E+00   -0.82921E-08    0.32998E-05   -0.82921E-08    0.80189E-11
   111    0.32939E+04   -0.34358E+02    0.32339E-05   -0.34358E+02    0.98455E+00   -0.83537E-08    0.32339E-05   -0.83537E-08    0.78264E-11
   112    0.33305E+04   -0.34991E+02    0.31699E-05   -0.34991E+02    0.99518E+00   -0.83943E-08    0.31699E-05   -0.83943E-08    0.76394E-11
   113    0.33673E+04   -0.35614E+02    0.31076E-05   -0.35614E+02    0.10054E+01   -0.84149E-08    0.31076E-05   -0.84149E-08    0.74579E-11
   114    0.34042E+04   -0.36226E+02    0.30470E-05   -0.36226E+02    0.10151E+01   -0.84167E-08    0.30470E-05   -0.84167E-08    0.72817E-11
   115    0.34413E+04   -0.36827E+02    0.29881E-05   -0.36827E+02    0.10245E+01   -0.84008E-08    0.29881E-05   -0.84008E-08    0.71107E-11
   116    0.34783E+04   -0.37415E+02    0.29309E-05   -0.37415E+02    0.10333E+01   -0.83683E-08    0.29309E-05   -0.83683E-08    0.69446E-11
   117    0.35156E+04   -0.37991E+02    0.28752E-05   -0.37991E+02    0.10416E+01   -0.83203E-08    0.28752E-05   -0.83203E-08    0.67835E-11
   118    0.35530E+04   -0.38555E+02    0.28210E-05   -0.38555E+02    0.10496E+01   -0.82581E-08    0.28210E-05   -0.82581E-08    0.66270E-11
