#           k/h    P           
    0.10000E-03    0.29571E+00
    0.10202E-03    0.30155E+00
    0.10408E-03    0.30751E+00
    0.10618E-03    0.31358E+00
    0.10833E-03    0.31977E+00
    0.11052E-03    0.32609E+00
    0.11275E-03    0.33252E+00
    0.11503E-03    0.33909E+00
    0.11735E-03    0.34578E+00
    0.11972E-03    0.35260E+00
    0.12214E-03    0.35956E+00
    0.12461E-03    0.36666E+00
    0.12712E-03    0.37389E+00
    0.12969E-03    0.38127E+00
    0.13231E-03    0.38879E+00
    0.13499E-03    0.39646E+00
    0.13771E-03    0.40429E+00
    0.14049E-03    0.41226E+00
    0.14333E-03    0.42039E+00
    0.14623E-03    0.42868E+00
    0.14918E-03    0.43713E+00
    0.15220E-03    0.44575E+00
    0.15527E-03    0.45454E+00
    0.15841E-03    0.46350E+00
    0.16161E-03    0.47263E+00
    0.16487E-03    0.48195E+00
    0.16820E-03    0.49144E+00
    0.17160E-03    0.50112E+00
    0.17507E-03    0.51099E+00
    0.17860E-03    0.52106E+00
    0.18221E-03    0.53132E+00
    0.18589E-03    0.54178E+00
    0.18965E-03    0.55244E+00
    0.19348E-03    0.56331E+00
    0.19739E-03    0.57440E+00
    0.20138E-03    0.58570E+00
    0.20544E-03    0.59722E+00
    0.20959E-03    0.60896E+00
    0.21383E-03    0.62093E+00
    0.21815E-03    0.63314E+00
    0.22255E-03    0.64558E+00
    0.22705E-03    0.65826E+00
    0.23164E-03    0.67119E+00
    0.23632E-03    0.68437E+00
    0.24109E-03    0.69780E+00
    0.24596E-03    0.71150E+00
    0.25093E-03    0.72545E+00
    0.25600E-03    0.73968E+00
    0.26117E-03    0.75418E+00
    0.26645E-03    0.76896E+00
    0.27183E-03    0.78403E+00
    0.27732E-03    0.79938E+00
    0.28292E-03    0.81503E+00
    0.28864E-03    0.83098E+00
    0.29447E-03    0.84723E+00
    0.30042E-03    0.86379E+00
    0.30649E-03    0.88067E+00
    0.31268E-03    0.89787E+00
    0.31899E-03    0.91540E+00
    0.32544E-03    0.93326E+00
    0.33201E-03    0.95146E+00
    0.33872E-03    0.97000E+00
    0.34556E-03    0.98890E+00
    0.35254E-03    0.10081E+01
    0.35966E-03    0.10278E+01
    0.36693E-03    0.10477E+01
    0.37434E-03    0.10681E+01
    0.38190E-03    0.10888E+01
    0.38962E-03    0.11099E+01
    0.39749E-03    0.11315E+01
    0.40552E-03    0.11534E+01
    0.41371E-03    0.11757E+01
    0.42207E-03    0.11984E+01
    0.43060E-03    0.12216E+01
    0.43929E-03    0.12451E+01
    0.44817E-03    0.12691E+01
    0.45722E-03    0.12936E+01
    0.46646E-03    0.13185E+01
    0.47588E-03    0.13438E+01
    0.48550E-03    0.13696E+01
    0.49530E-03    0.13958E+01
    0.50531E-03    0.14226E+01
    0.51552E-03    0.14498E+01
    0.52593E-03    0.14774E+01
    0.53656E-03    0.15056E+01
    0.54739E-03    0.15343E+01
    0.55845E-03    0.15634E+01
    0.56973E-03    0.15931E+01
    0.58124E-03    0.16233E+01
    0.59299E-03    0.16539E+01
    0.60496E-03    0.16852E+01
    0.61719E-03    0.17169E+01
    0.62965E-03    0.17492E+01
    0.64237E-03    0.17820E+01
    0.65535E-03    0.18153E+01
    0.66859E-03    0.18492E+01
    0.68210E-03    0.18837E+01
    0.69588E-03    0.19187E+01
    0.70993E-03    0.19542E+01
    0.72427E-03    0.19904E+01
    0.73891E-03    0.20270E+01
    0.75383E-03    0.20643E+01
    0.76906E-03    0.21021E+01
    0.78460E-03    0.21405E+01
    0.80045E-03    0.21795E+01
    0.81662E-03    0.22190E+01
    0.83311E-03    0.22591E+01
    0.84994E-03    0.22998E+01
    0.86711E-03    0.23410E+01
    0.88463E-03    0.23828E+01
    0.90250E-03    0.24252E+01
    0.92073E-03    0.24681E+01
    0.93933E-03    0.25116E+01
    0.95831E-03    0.25556E+01
    0.97767E-03    0.26002E+01
    0.99742E-03    0.26453E+01
    0.10176E-02    0.26909E+01
    0.10381E-02    0.27370E+01
    0.10591E-02    0.27837E+01
    0.10805E-02    0.28308E+01
    0.11023E-02    0.28784E+01
    0.11246E-02    0.29265E+01
    0.11473E-02    0.29750E+01
    0.11705E-02    0.30239E+01
    0.11941E-02    0.30732E+01
    0.12182E-02    0.31230E+01
    0.12429E-02    0.31730E+01
    0.12680E-02    0.32234E+01
    0.12936E-02    0.32741E+01
    0.13197E-02    0.33251E+01
    0.13464E-02    0.33763E+01
    0.13736E-02    0.34277E+01
    0.14013E-02    0.34793E+01
    0.14296E-02    0.35310E+01
    0.14585E-02    0.35828E+01
    0.14880E-02    0.36346E+01
    0.15180E-02    0.36864E+01
    0.15487E-02    0.37382E+01
    0.15800E-02    0.37898E+01
    0.16119E-02    0.38413E+01
    0.16445E-02    0.38925E+01
    0.16777E-02    0.39434E+01
    0.17116E-02    0.39940E+01
    0.17462E-02    0.40441E+01
    0.17814E-02    0.40938E+01
    0.18174E-02    0.41428E+01
    0.18541E-02    0.41912E+01
    0.18916E-02    0.42388E+01
    0.19298E-02    0.42857E+01
    0.19688E-02    0.43316E+01
    0.20086E-02    0.43764E+01
    0.20491E-02    0.44202E+01
    0.20905E-02    0.44628E+01
    0.21328E-02    0.45041E+01
    0.21758E-02    0.45439E+01
    0.22198E-02    0.45823E+01
    0.22646E-02    0.46190E+01
    0.23104E-02    0.46540E+01
    0.23571E-02    0.46872E+01
    0.24047E-02    0.47183E+01
    0.24533E-02    0.47475E+01
    0.25028E-02    0.47744E+01
    0.25534E-02    0.47990E+01
    0.26050E-02    0.48212E+01
    0.26576E-02    0.48409E+01
    0.27113E-02    0.48579E+01
    0.27660E-02    0.48722E+01
    0.28219E-02    0.48837E+01
    0.28789E-02    0.48921E+01
    0.29371E-02    0.48976E+01
    0.29964E-02    0.48998E+01
    0.30569E-02    0.48989E+01
    0.31187E-02    0.48946E+01
    0.31817E-02    0.48870E+01
    0.32460E-02    0.48759E+01
    0.33115E-02    0.48613E+01
    0.33784E-02    0.48431E+01
    0.34467E-02    0.48214E+01
    0.35163E-02    0.47961E+01
    0.35874E-02    0.47672E+01
    0.36598E-02    0.47348E+01
    0.37338E-02    0.46987E+01
    0.38092E-02    0.46591E+01
    0.38861E-02    0.46161E+01
    0.39646E-02    0.45698E+01
    0.40447E-02    0.45199E+01
    0.41264E-02    0.44670E+01
    0.42098E-02    0.44117E+01
    0.42948E-02    0.43517E+01
    0.43816E-02    0.42884E+01
    0.44701E-02    0.42323E+01
    0.45604E-02    0.41789E+01
    0.46525E-02    0.41139E+01
    0.47465E-02    0.40421E+01
    0.48424E-02    0.39708E+01
    0.49402E-02    0.38983E+01
    0.50400E-02    0.38241E+01
    0.51419E-02    0.37488E+01
    0.52457E-02    0.36730E+01
    0.53517E-02    0.35967E+01
    0.54598E-02    0.35199E+01
    0.55701E-02    0.34434E+01
    0.56826E-02    0.33679E+01
    0.57974E-02    0.32904E+01
    0.59145E-02    0.32104E+01
    0.60340E-02    0.31334E+01
    0.61559E-02    0.30603E+01
    0.62803E-02    0.29881E+01
    0.64072E-02    0.29168E+01
    0.65366E-02    0.28474E+01
    0.66686E-02    0.27797E+01
    0.68033E-02    0.27135E+01
    0.69408E-02    0.26490E+01
    0.70810E-02    0.25872E+01
    0.72240E-02    0.25284E+01
    0.73700E-02    0.24707E+01
    0.75189E-02    0.24139E+01
    0.76708E-02    0.23589E+01
    0.78257E-02    0.23057E+01
    0.79838E-02    0.22540E+01
    0.81451E-02    0.22038E+01
    0.83096E-02    0.21546E+01
    0.84775E-02    0.21060E+01
    0.86488E-02    0.20583E+01
    0.88235E-02    0.20118E+01
    0.90017E-02    0.19659E+01
    0.91836E-02    0.19202E+01
    0.93691E-02    0.18748E+01
    0.95583E-02    0.18296E+01
    0.97514E-02    0.17846E+01
    0.99484E-02    0.17393E+01
    0.10149E-01    0.16938E+01
    0.10354E-01    0.16481E+01
    0.10564E-01    0.16022E+01
    0.10777E-01    0.15563E+01
    0.10995E-01    0.15101E+01
    0.11217E-01    0.14640E+01
    0.11443E-01    0.14180E+01
    0.11675E-01    0.13723E+01
    0.11910E-01    0.13269E+01
    0.12151E-01    0.12821E+01
    0.12397E-01    0.12379E+01
    0.12647E-01    0.11944E+01
    0.12902E-01    0.11517E+01
    0.13163E-01    0.11099E+01
    0.13429E-01    0.10691E+01
    0.13700E-01    0.10293E+01
    0.13977E-01    0.99045E+00
    0.14259E-01    0.95261E+00
    0.14547E-01    0.91572E+00
    0.14841E-01    0.87978E+00
    0.15141E-01    0.84472E+00
    0.15447E-01    0.81050E+00
    0.15759E-01    0.77708E+00
    0.16077E-01    0.74443E+00
    0.16402E-01    0.71253E+00
    0.16734E-01    0.68136E+00
    0.17072E-01    0.65090E+00
    0.17416E-01    0.62117E+00
    0.17768E-01    0.59215E+00
    0.18127E-01    0.56387E+00
    0.18493E-01    0.53633E+00
    0.18867E-01    0.50956E+00
    0.19248E-01    0.48357E+00
    0.19637E-01    0.45841E+00
    0.20034E-01    0.43411E+00
    0.20438E-01    0.41074E+00
    0.20851E-01    0.38833E+00
    0.21272E-01    0.36693E+00
    0.21702E-01    0.34660E+00
    0.22141E-01    0.32733E+00
    0.22588E-01    0.30912E+00
    0.23044E-01    0.29189E+00
    0.23510E-01    0.27554E+00
    0.23985E-01    0.25996E+00
    0.24469E-01    0.24498E+00
    0.24964E-01    0.23046E+00
    0.25468E-01    0.21632E+00
    0.25982E-01    0.20251E+00
    0.26507E-01    0.18906E+00
    0.27043E-01    0.17609E+00
    0.27589E-01    0.16375E+00
    0.28146E-01    0.15220E+00
    0.28715E-01    0.14157E+00
    0.29295E-01    0.13188E+00
    0.29887E-01    0.12310E+00
    0.30490E-01    0.11506E+00
    0.31106E-01    0.10757E+00
    0.31735E-01    0.10041E+00
    0.32376E-01    0.93437E-01
    0.33030E-01    0.86602E-01
    0.33697E-01    0.79973E-01
    0.34378E-01    0.73678E-01
    0.35072E-01    0.67872E-01
    0.35781E-01    0.62636E-01
    0.36504E-01    0.57975E-01
    0.37241E-01    0.53782E-01
    0.37993E-01    0.49922E-01
    0.38761E-01    0.46268E-01
    0.39544E-01    0.42762E-01
    0.40343E-01    0.39420E-01
    0.41158E-01    0.36315E-01
    0.41989E-01    0.33477E-01
    0.42838E-01    0.30818E-01
    0.43703E-01    0.28341E-01
    0.44586E-01    0.26091E-01
    0.45486E-01    0.24011E-01
    0.46405E-01    0.22080E-01
    0.47343E-01    0.20317E-01
    0.48299E-01    0.18726E-01
    0.49275E-01    0.17290E-01
    0.50270E-01    0.15980E-01
    0.51286E-01    0.14766E-01
    0.52322E-01    0.13625E-01
    0.53379E-01    0.12545E-01
    0.54457E-01    0.11526E-01
    0.55557E-01    0.10587E-01
    0.56680E-01    0.97529E-02
    0.57825E-01    0.90350E-02
    0.58993E-01    0.84030E-02
    0.60184E-01    0.78027E-02
    0.61400E-01    0.72004E-02
    0.62641E-01    0.66110E-02
    0.63906E-01    0.60709E-02
    0.65197E-01    0.55872E-02
    0.66514E-01    0.51299E-02
    0.67858E-01    0.46784E-02
    0.69229E-01    0.42518E-02
    0.70627E-01    0.38760E-02
    0.72054E-01    0.35419E-02
    0.73510E-01    0.32210E-02
    0.74994E-01    0.29108E-02
    0.76509E-01    0.26318E-02
    0.78055E-01    0.23870E-02
    0.79632E-01    0.21585E-02
    0.81241E-01    0.19392E-02
    0.82882E-01    0.17382E-02
    0.84556E-01    0.15618E-02
    0.86264E-01    0.14072E-02
    0.88007E-01    0.12657E-02
    0.89785E-01    0.11319E-02
    0.91598E-01    0.10139E-02
    0.93449E-01    0.91653E-03
    0.95337E-01    0.82793E-03
    0.97263E-01    0.74525E-03
    0.99227E-01    0.67645E-03
    0.10123E+00    0.61419E-03
    0.10328E+00    0.55514E-03
    0.10536E+00    0.50781E-03
    0.10749E+00    0.46519E-03
    0.10966E+00    0.42238E-03
    0.11188E+00    0.38676E-03
    0.11414E+00    0.35541E-03
    0.11644E+00    0.32402E-03
    0.11880E+00    0.29486E-03
    0.12120E+00    0.26909E-03
    0.12365E+00    0.24417E-03
    0.12614E+00    0.22055E-03
    0.12869E+00    0.19921E-03
    0.13129E+00    0.17789E-03
    0.13394E+00    0.16014E-03
    0.13665E+00    0.14198E-03
    0.13941E+00    0.12619E-03
    0.14223E+00    0.11248E-03
    0.14510E+00    0.99280E-04
    0.14803E+00    0.88474E-04
    0.15102E+00    0.78665E-04
    0.15407E+00    0.70240E-04
    0.15718E+00    0.62954E-04
    0.16036E+00    0.56692E-04
    0.16360E+00    0.51283E-04
    0.16690E+00    0.46392E-04
    0.17028E+00    0.42287E-04
    0.17371E+00    0.38288E-04
    0.17722E+00    0.34784E-04
    0.18080E+00    0.31477E-04
    0.18446E+00    0.28293E-04
    0.18818E+00    0.25383E-04
    0.19198E+00    0.22547E-04
    0.19586E+00    0.20135E-04
    0.19982E+00    0.17695E-04
    0.20386E+00    0.15743E-04
    0.20797E+00    0.13883E-04
    0.21218E+00    0.12284E-04
    0.21646E+00    0.11012E-04
    0.22083E+00    0.97881E-05
    0.22530E+00    0.88640E-05
    0.22985E+00    0.79834E-05
    0.23449E+00    0.71808E-05
    0.23923E+00    0.64646E-05
    0.24406E+00    0.58145E-05
    0.24899E+00    0.51908E-05
    0.25402E+00    0.45926E-05
    0.25915E+00    0.40849E-05
    0.26439E+00    0.36150E-05
    0.26973E+00    0.31918E-05
    0.27518E+00    0.28148E-05
    0.28074E+00    0.25167E-05
    0.28641E+00    0.22660E-05
    0.29219E+00    0.20115E-05
    0.29810E+00    0.18090E-05
    0.30412E+00    0.16254E-05
    0.31026E+00    0.14407E-05
    0.31653E+00    0.12805E-05
    0.32292E+00    0.11332E-05
    0.32945E+00    0.99306E-06
    0.33610E+00    0.88396E-06
    0.34289E+00    0.79145E-06
    0.34982E+00    0.70358E-06
    0.35689E+00    0.62604E-06
    0.36409E+00    0.55980E-06
    0.37145E+00    0.49675E-06
    0.37895E+00    0.43890E-06
    0.38661E+00    0.38827E-06
    0.39442E+00    0.34701E-06
    0.40239E+00    0.30838E-06
    0.41052E+00    0.27225E-06
    0.41881E+00    0.24143E-06
    0.42727E+00    0.21415E-06
    0.43590E+00    0.19026E-06
    0.44471E+00    0.16805E-06
    0.45369E+00    0.14881E-06
    0.46286E+00    0.13173E-06
    0.47221E+00    0.11638E-06
    0.48174E+00    0.10434E-06
    0.49148E+00    0.92599E-07
    0.50141E+00    0.81487E-07
    0.51153E+00    0.71932E-07
    0.52187E+00    0.63801E-07
    0.53241E+00    0.56763E-07
    0.54317E+00    0.50285E-07
    0.55414E+00    0.44589E-07
    0.56533E+00    0.39726E-07
    0.57675E+00    0.34963E-07
    0.58840E+00    0.31053E-07
    0.60029E+00    0.27532E-07
    0.61242E+00    0.24373E-07
    0.62479E+00    0.21550E-07
    0.63741E+00    0.19036E-07
    0.65029E+00    0.16804E-07
    0.66342E+00    0.14827E-07
    0.67683E+00    0.13081E-07
    0.69050E+00    0.11542E-07
    0.70445E+00    0.10187E-07
    0.71868E+00    0.89940E-08
    0.73320E+00    0.79425E-08
    0.74801E+00    0.70152E-08
    0.76312E+00    0.61968E-08
    0.77854E+00    0.54742E-08
    0.79426E+00    0.48359E-08
    0.81031E+00    0.42717E-08
    0.82668E+00    0.37728E-08
    0.84338E+00    0.33316E-08
    0.86041E+00    0.29414E-08
    0.87780E+00    0.25963E-08
    0.89553E+00    0.22912E-08
    0.91362E+00    0.20215E-08
    0.93208E+00    0.17833E-08
    0.95091E+00    0.15729E-08
    0.97011E+00    0.13872E-08
    0.98971E+00    0.12232E-08
    0.10097E+01    0.10785E-08
    0.10301E+01    0.95081E-09
    0.10509E+01    0.83817E-09
    0.10721E+01    0.73881E-09
    0.10938E+01    0.65119E-09
    0.11159E+01    0.57392E-09
    0.11384E+01    0.50579E-09
    0.11614E+01    0.44572E-09
    0.11849E+01    0.39276E-09
    0.12088E+01    0.34608E-09
    0.12333E+01    0.30494E-09
    0.12582E+01    0.26867E-09
    0.12836E+01    0.23671E-09
    0.13095E+01    0.20855E-09
    0.13360E+01    0.18373E-09
    0.13630E+01    0.16187E-09
    0.13905E+01    0.14261E-09
    0.14186E+01    0.12564E-09
    0.14472E+01    0.11069E-09
    0.14765E+01    0.97523E-10
    0.15063E+01    0.85924E-10
    0.15367E+01    0.75708E-10
    0.15678E+01    0.66708E-10
    0.15994E+01    0.58778E-10
    0.16318E+01    0.51787E-10
    0.16647E+01    0.45622E-10
    0.16984E+01    0.40184E-10
    0.17327E+01    0.35387E-10
    0.17677E+01    0.31154E-10
    0.18034E+01    0.27418E-10
    0.18398E+01    0.24122E-10
    0.18770E+01    0.21213E-10
    0.19149E+01    0.18646E-10
    0.19536E+01    0.16383E-10
    0.19930E+01    0.14391E-10
    0.20333E+01    0.12637E-10
    0.20744E+01    0.11096E-10
    0.21163E+01    0.97415E-11
    0.21590E+01    0.85522E-11
    0.22026E+01    0.75084E-11
    0.22471E+01    0.65928E-11
    0.22925E+01    0.57900E-11
    0.23388E+01    0.50862E-11
    0.23861E+01    0.44689E-11
    0.24343E+01    0.39274E-11
    0.24835E+01    0.34522E-11
    0.25336E+01    0.30349E-11
    0.25848E+01    0.26684E-11
    0.26370E+01    0.23465E-11
    0.26903E+01    0.20635E-11
    0.27447E+01    0.18148E-11
    0.28001E+01    0.15962E-11
    0.28567E+01    0.14039E-11
    0.29144E+01    0.12348E-11
    0.29733E+01    0.10859E-11
    0.30333E+01    0.95498E-12
    0.30946E+01    0.83970E-12
    0.31571E+01    0.73822E-12
    0.32209E+01    0.64888E-12
    0.32860E+01    0.57023E-12
    0.33523E+01    0.50097E-12
    0.34201E+01    0.44000E-12
    0.34892E+01    0.38633E-12
    0.35596E+01    0.33911E-12
    0.36316E+01    0.29760E-12
    0.37049E+01    0.26113E-12
    0.37798E+01    0.22910E-12
    0.38561E+01    0.20099E-12
    0.39340E+01    0.17633E-12
    0.40135E+01    0.15471E-12
    0.40946E+01    0.13575E-12
    0.41773E+01    0.11913E-12
    0.42617E+01    0.10456E-12
    0.43478E+01    0.91793E-13
    0.44356E+01    0.80588E-13
    0.45252E+01    0.70752E-13
    0.46166E+01    0.62114E-13
    0.47099E+01    0.54524E-13
    0.48050E+01    0.47855E-13
    0.49021E+01    0.41991E-13
    0.50011E+01    0.36836E-13
    0.51021E+01    0.32302E-13
    0.52052E+01    0.28316E-13
    0.53104E+01    0.24814E-13
    0.54176E+01    0.21740E-13
    0.55271E+01    0.19045E-13
    0.56387E+01    0.16683E-13
    0.57526E+01    0.14615E-13
    0.58689E+01    0.12804E-13
    0.59874E+01    0.11221E-13
    0.61084E+01    0.98356E-14
    0.62318E+01    0.86248E-14
    0.63577E+01    0.75663E-14
    0.64861E+01    0.66405E-14
    0.66171E+01    0.58301E-14
    0.67508E+01    0.51203E-14
    0.68872E+01    0.44982E-14
    0.70263E+01    0.39526E-14
    0.71682E+01    0.34740E-14
    0.73130E+01    0.30538E-14
    0.74608E+01    0.26848E-14
    0.76115E+01    0.23606E-14
    0.77653E+01    0.20756E-14
    0.79221E+01    0.18248E-14
    0.80822E+01    0.16040E-14
