#           k/h    P           
    0.10000E-03    0.37216E+00
    0.10202E-03    0.37949E+00
    0.10408E-03    0.38697E+00
    0.10618E-03    0.39459E+00
    0.10833E-03    0.40236E+00
    0.11052E-03    0.41029E+00
    0.11275E-03    0.41837E+00
    0.11503E-03    0.42660E+00
    0.11735E-03    0.43500E+00
    0.11972E-03    0.44356E+00
    0.12214E-03    0.45229E+00
    0.12461E-03    0.46119E+00
    0.12712E-03    0.47026E+00
    0.12969E-03    0.47951E+00
    0.13231E-03    0.48893E+00
    0.13499E-03    0.49854E+00
    0.13771E-03    0.50834E+00
    0.14049E-03    0.51833E+00
    0.14333E-03    0.52851E+00
    0.14623E-03    0.53889E+00
    0.14918E-03    0.54946E+00
    0.15220E-03    0.56025E+00
    0.15527E-03    0.57124E+00
    0.15841E-03    0.58244E+00
    0.16161E-03    0.59386E+00
    0.16487E-03    0.60550E+00
    0.16820E-03    0.61736E+00
    0.17160E-03    0.62945E+00
    0.17507E-03    0.64177E+00
    0.17860E-03    0.65433E+00
    0.18221E-03    0.66713E+00
    0.18589E-03    0.68017E+00
    0.18965E-03    0.69347E+00
    0.19348E-03    0.70701E+00
    0.19739E-03    0.72081E+00
    0.20138E-03    0.73488E+00
    0.20544E-03    0.74921E+00
    0.20959E-03    0.76381E+00
    0.21383E-03    0.77869E+00
    0.21815E-03    0.79385E+00
    0.22255E-03    0.80929E+00
    0.22705E-03    0.82503E+00
    0.23164E-03    0.84106E+00
    0.23632E-03    0.85738E+00
    0.24109E-03    0.87402E+00
    0.24596E-03    0.89096E+00
    0.25093E-03    0.90822E+00
    0.25600E-03    0.92579E+00
    0.26117E-03    0.94369E+00
    0.26645E-03    0.96192E+00
    0.27183E-03    0.98048E+00
    0.27732E-03    0.99939E+00
    0.28292E-03    0.10186E+01
    0.28864E-03    0.10382E+01
    0.29447E-03    0.10582E+01
    0.30042E-03    0.10785E+01
    0.30649E-03    0.10992E+01
    0.31268E-03    0.11202E+01
    0.31899E-03    0.11416E+01
    0.32544E-03    0.11634E+01
    0.33201E-03    0.11856E+01
    0.33872E-03    0.12082E+01
    0.34556E-03    0.12311E+01
    0.35254E-03    0.12545E+01
    0.35966E-03    0.12783E+01
    0.36693E-03    0.13024E+01
    0.37434E-03    0.13270E+01
    0.38190E-03    0.13520E+01
    0.38962E-03    0.13774E+01
    0.39749E-03    0.14033E+01
    0.40552E-03    0.14295E+01
    0.41371E-03    0.14562E+01
    0.42207E-03    0.14833E+01
    0.43060E-03    0.15109E+01
    0.43929E-03    0.15389E+01
    0.44817E-03    0.15673E+01
    0.45722E-03    0.15962E+01
    0.46646E-03    0.16256E+01
    0.47588E-03    0.16553E+01
    0.48550E-03    0.16856E+01
    0.49530E-03    0.17162E+01
    0.50531E-03    0.17474E+01
    0.51552E-03    0.17789E+01
    0.52593E-03    0.18110E+01
    0.53656E-03    0.18434E+01
    0.54739E-03    0.18763E+01
    0.55845E-03    0.19097E+01
    0.56973E-03    0.19434E+01
    0.58124E-03    0.19777E+01
    0.59299E-03    0.20123E+01
    0.60496E-03    0.20474E+01
    0.61719E-03    0.20828E+01
    0.62965E-03    0.21187E+01
    0.64237E-03    0.21550E+01
    0.65535E-03    0.21917E+01
    0.66859E-03    0.22287E+01
    0.68210E-03    0.22662E+01
    0.69588E-03    0.23039E+01
    0.70993E-03    0.23420E+01
    0.72427E-03    0.23805E+01
    0.73891E-03    0.24192E+01
    0.75383E-03    0.24582E+01
    0.76906E-03    0.24975E+01
    0.78460E-03    0.25370E+01
    0.80045E-03    0.25768E+01
    0.81662E-03    0.26167E+01
    0.83311E-03    0.26568E+01
    0.84994E-03    0.26971E+01
    0.86711E-03    0.27374E+01
    0.88463E-03    0.27778E+01
    0.90250E-03    0.28183E+01
    0.92073E-03    0.28587E+01
    0.93933E-03    0.28991E+01
    0.95831E-03    0.29394E+01
    0.97767E-03    0.29795E+01
    0.99742E-03    0.30195E+01
    0.10176E-02    0.30592E+01
    0.10381E-02    0.30986E+01
    0.10591E-02    0.31376E+01
    0.10805E-02    0.31763E+01
    0.11023E-02    0.32144E+01
    0.11246E-02    0.32520E+01
    0.11473E-02    0.32890E+01
    0.11705E-02    0.33252E+01
    0.11941E-02    0.33607E+01
    0.12182E-02    0.33954E+01
    0.12429E-02    0.34291E+01
    0.12680E-02    0.34617E+01
    0.12936E-02    0.34933E+01
    0.13197E-02    0.35236E+01
    0.13464E-02    0.35526E+01
    0.13736E-02    0.35802E+01
    0.14013E-02    0.36063E+01
    0.14296E-02    0.36308E+01
