#    L    TT             EE             BB             TE          
   318    0.34868E+04    0.12882E+02    0.33802E-01    0.11990E+03
   319    0.34531E+04    0.13073E+02    0.33939E-01    0.11948E+03
   320    0.34196E+04    0.13263E+02    0.34075E-01    0.11904E+03
   321    0.33862E+04    0.13455E+02    0.34211E-01    0.11855E+03
   322    0.33529E+04    0.13644E+02    0.34346E-01    0.11803E+03
   323    0.33198E+04    0.13834E+02    0.34480E-01    0.11746E+03
   324    0.32869E+04    0.14024E+02    0.34614E-01    0.11685E+03
   325    0.32542E+04    0.14212E+02    0.34747E-01    0.11622E+03
   326    0.32216E+04    0.14400E+02    0.34880E-01    0.11553E+03
   327    0.31892E+04    0.14588E+02    0.35011E-01    0.11482E+03
   328    0.31571E+04    0.14774E+02    0.35142E-01    0.11407E+03
   329    0.31251E+04    0.14960E+02    0.35273E-01    0.11328E+03
   330    0.30934E+04    0.15144E+02    0.35403E-01    0.11245E+03
   331    0.30620E+04    0.15327E+02    0.35532E-01    0.11158E+03
   332    0.30308E+04    0.15511E+02    0.35661E-01    0.11069E+03
   333    0.29998E+04    0.15692E+02    0.35789E-01    0.10976E+03
   334    0.29692E+04    0.15873E+02    0.35917E-01    0.10880E+03
   335    0.29387E+04    0.16051E+02    0.36044E-01    0.10779E+03
   336    0.29085E+04    0.16229E+02    0.36171E-01    0.10676E+03
   337    0.28786E+04    0.16405E+02    0.36297E-01    0.10568E+03
   338    0.28490E+04    0.16579E+02    0.36423E-01    0.10457E+03
   339    0.28198E+04    0.16753E+02    0.36548E-01    0.10343E+03
   340    0.27908E+04    0.16925E+02    0.36673E-01    0.10227E+03
   341    0.27620E+04    0.17094E+02    0.36798E-01    0.10106E+03
   342    0.27337E+04    0.17263E+02    0.36922E-01    0.99824E+02
   343    0.27057E+04    0.17429E+02    0.37046E-01    0.98556E+02
   344    0.26780E+04    0.17593E+02    0.37169E-01    0.97258E+02
   345    0.26506E+04    0.17755E+02    0.37292E-01    0.95929E+02
   346    0.26236E+04    0.17916E+02    0.37415E-01    0.94578E+02
   347    0.25970E+04    0.18073E+02    0.37538E-01    0.93190E+02
   348    0.25707E+04    0.18228E+02    0.37660E-01    0.91772E+02
   349    0.25447E+04    0.18382E+02    0.37781E-01    0.90324E+02
   350    0.25192E+04    0.18532E+02    0.37903E-01    0.88854E+02
   351    0.24942E+04    0.18681E+02    0.38024E-01    0.87354E+02
   352    0.24693E+04    0.18827E+02    0.38146E-01    0.85824E+02
   353    0.24450E+04    0.18971E+02    0.38267E-01    0.84279E+02
   354    0.24209E+04    0.19111E+02    0.38387E-01    0.82697E+02
   355    0.23973E+04    0.19250E+02    0.38508E-01    0.81093E+02
   356    0.23741E+04    0.19385E+02    0.38629E-01    0.79474E+02
   357    0.23514E+04    0.19518E+02    0.38749E-01    0.77826E+02
   358    0.23290E+04    0.19647E+02    0.38870E-01    0.76163E+02
   359    0.23070E+04    0.19773E+02    0.38990E-01    0.74471E+02
   360    0.22855E+04    0.19897E+02    0.39111E-01    0.72760E+02
   361    0.22643E+04    0.20018E+02    0.39231E-01    0.71027E+02
   362    0.22436E+04    0.20136E+02    0.39352E-01    0.69274E+02
   363    0.22234E+04    0.20251E+02    0.39472E-01    0.67503E+02
   364    0.22035E+04    0.20362E+02    0.39593E-01    0.65712E+02
   365    0.21841E+04    0.20470E+02    0.39713E-01    0.63906E+02
   366    0.21651E+04    0.20575E+02    0.39834E-01    0.62081E+02
   367    0.21466E+04    0.20676E+02    0.39955E-01    0.60241E+02
   368    0.21284E+04    0.20774E+02    0.40076E-01    0.58387E+02
   369    0.21109E+04    0.20869E+02    0.40197E-01    0.56516E+02
   370    0.20937E+04    0.20960E+02    0.40319E-01    0.54635E+02
   371    0.20769E+04    0.21047E+02    0.40440E-01    0.52738E+02
   372    0.20606E+04    0.21131E+02    0.40562E-01    0.50831E+02
   373    0.20447E+04    0.21211E+02    0.40684E-01    0.48911E+02
   374    0.20293E+04    0.21289E+02    0.40807E-01    0.46982E+02
   375    0.20143E+04    0.21362E+02    0.40929E-01    0.45043E+02
   376    0.19999E+04    0.21432E+02    0.41052E-01    0.43094E+02
   377    0.19859E+04    0.21497E+02    0.41176E-01    0.41140E+02
   378    0.19722E+04    0.21559E+02    0.41300E-01    0.39176E+02
   379    0.19591E+04    0.21618E+02    0.41424E-01    0.37207E+02
   380    0.19464E+04    0.21673E+02    0.41549E-01    0.35231E+02
   381    0.19342E+04    0.21722E+02    0.41674E-01    0.33251E+02
   382    0.19224E+04    0.21769E+02    0.41800E-01    0.31268E+02
   383    0.19110E+04    0.21811E+02    0.41926E-01    0.29280E+02
   384    0.19003E+04    0.21849E+02    0.42053E-01    0.27291E+02
   385    0.18898E+04    0.21884E+02    0.42180E-01    0.25300E+02
   386    0.18798E+04    0.21915E+02    0.42308E-01    0.23308E+02
   387    0.18703E+04    0.21942E+02    0.42436E-01    0.21317E+02
   388    0.18612E+04    0.21964E+02    0.42565E-01    0.19327E+02
   389    0.18526E+04    0.21980E+02    0.42695E-01    0.17339E+02
   390    0.18444E+04    0.21996E+02    0.42825E-01    0.15354E+02
   391    0.18367E+04    0.22006E+02    0.42956E-01    0.13372E+02
   392    0.18294E+04    0.22014E+02    0.43087E-01    0.11395E+02
   393    0.18226E+04    0.22017E+02    0.43219E-01    0.94223E+01
