#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   334    0.29674E+04    0.11001E+03    0.16652E-06    0.11001E+03    0.15915E+02    0.36819E-08    0.16652E-06    0.36819E-08    0.29710E-12
   335    0.29366E+04    0.10900E+03    0.16455E-06    0.10900E+03    0.16096E+02    0.36872E-08    0.16455E-06    0.36872E-08    0.29424E-12
   336    0.29061E+04    0.10796E+03    0.16261E-06    0.10796E+03    0.16276E+02    0.36921E-08    0.16261E-06    0.36921E-08    0.29141E-12
   337    0.28759E+04    0.10688E+03    0.16070E-06    0.10688E+03    0.16454E+02    0.36966E-08    0.16070E-06    0.36966E-08    0.28862E-12
   338    0.28460E+04    0.10577E+03    0.15881E-06    0.10577E+03    0.16631E+02    0.37008E-08    0.15881E-06    0.37008E-08    0.28587E-12
   339    0.28165E+04    0.10463E+03    0.15694E-06    0.10463E+03    0.16807E+02    0.37045E-08    0.15694E-06    0.37045E-08    0.28315E-12
   340    0.27872E+04    0.10346E+03    0.15509E-06    0.10346E+03    0.16981E+02    0.37079E-08    0.15509E-06    0.37079E-08    0.28046E-12
   341    0.27581E+04    0.10225E+03    0.15326E-06    0.10225E+03    0.17153E+02    0.37109E-08    0.15326E-06    0.37109E-08    0.27780E-12
   342    0.27295E+04    0.10100E+03    0.15146E-06    0.10100E+03    0.17324E+02    0.37135E-08    0.15146E-06    0.37135E-08    0.27518E-12
   343    0.27011E+04    0.99729E+02    0.14967E-06    0.99729E+02    0.17492E+02    0.37158E-08    0.14967E-06    0.37158E-08    0.27259E-12
   344    0.26732E+04    0.98424E+02    0.14791E-06    0.98424E+02    0.17659E+02    0.37177E-08    0.14791E-06    0.37177E-08    0.27002E-12
   345    0.26455E+04    0.97088E+02    0.14617E-06    0.97088E+02    0.17823E+02    0.37192E-08    0.14617E-06    0.37192E-08    0.26749E-12
   346    0.26182E+04    0.95729E+02    0.14444E-06    0.95729E+02    0.17986E+02    0.37203E-08    0.14444E-06    0.37203E-08    0.26499E-12
   347    0.25912E+04    0.94332E+02    0.14274E-06    0.94332E+02    0.18147E+02    0.37211E-08    0.14274E-06    0.37211E-08    0.26251E-12
   348    0.25646E+04    0.92905E+02    0.14106E-06    0.92905E+02    0.18304E+02    0.37215E-08    0.14106E-06    0.37215E-08    0.26007E-12
   349    0.25383E+04    0.91447E+02    0.13940E-06    0.91447E+02    0.18460E+02    0.37215E-08    0.13940E-06    0.37215E-08    0.25765E-12
   350    0.25125E+04    0.89966E+02    0.13775E-06    0.89966E+02    0.18613E+02    0.37212E-08    0.13775E-06    0.37212E-08    0.25525E-12
   351    0.24872E+04    0.88454E+02    0.13613E-06    0.88454E+02    0.18764E+02    0.37206E-08    0.13613E-06    0.37206E-08    0.25289E-12
   352    0.24620E+04    0.86913E+02    0.13452E-06    0.86913E+02    0.18913E+02    0.37195E-08    0.13452E-06    0.37195E-08    0.25055E-12
   353    0.24373E+04    0.85356E+02    0.13293E-06    0.85356E+02    0.19058E+02    0.37182E-08    0.13293E-06    0.37182E-08    0.24823E-12
   354    0.24130E+04    0.83761E+02    0.13136E-06    0.83761E+02    0.19202E+02    0.37164E-08    0.13136E-06    0.37164E-08    0.24594E-12
   355    0.23891E+04    0.82143E+02    0.12980E-06    0.82143E+02    0.19342E+02    0.37144E-08    0.12980E-06    0.37144E-08    0.24368E-12
   356    0.23656E+04    0.80510E+02    0.12827E-06    0.80510E+02    0.19481E+02    0.37119E-08    0.12827E-06    0.37119E-08    0.24144E-12
   357    0.23426E+04    0.78847E+02    0.12675E-06    0.78847E+02    0.19616E+02    0.37092E-08    0.12675E-06    0.37092E-08    0.23922E-12
   358    0.23199E+04    0.77169E+02    0.12525E-06    0.77169E+02    0.19747E+02    0.37061E-08    0.12525E-06    0.37061E-08    0.23703E-12
   359    0.22977E+04    0.75461E+02    0.12377E-06    0.75461E+02    0.19876E+02    0.37027E-08    0.12377E-06    0.37027E-08    0.23486E-12
   360    0.22758E+04    0.73734E+02    0.12230E-06    0.73734E+02    0.20002E+02    0.36990E-08    0.12230E-06    0.36990E-08    0.23272E-12
   361    0.22544E+04    0.71984E+02    0.12085E-06    0.71984E+02    0.20125E+02    0.36949E-08    0.12085E-06    0.36949E-08    0.23060E-12
   362    0.22335E+04    0.70213E+02    0.11942E-06    0.70213E+02    0.20245E+02    0.36905E-08    0.11942E-06    0.36905E-08    0.22851E-12
   363    0.22129E+04    0.68425E+02    0.11801E-06    0.68425E+02    0.20363E+02    0.36858E-08    0.11801E-06    0.36858E-08    0.22643E-12
   364    0.21928E+04    0.66615E+02    0.11661E-06    0.66615E+02    0.20475E+02    0.36808E-08    0.11661E-06    0.36808E-08    0.22438E-12
   365    0.21731E+04    0.64789E+02    0.11523E-06    0.64789E+02    0.20586E+02    0.36754E-08    0.11523E-06    0.36754E-08    0.22236E-12
   366    0.21539E+04    0.62945E+02    0.11386E-06    0.62945E+02    0.20693E+02    0.36698E-08    0.11386E-06    0.36698E-08    0.22035E-12
   367    0.21351E+04    0.61084E+02    0.11251E-06    0.61084E+02    0.20796E+02    0.36639E-08    0.11251E-06    0.36639E-08    0.21837E-12
   368    0.21167E+04    0.59209E+02    0.11118E-06    0.59209E+02    0.20896E+02    0.36576E-08    0.11118E-06    0.36576E-08    0.21641E-12
   369    0.20989E+04    0.57317E+02    0.10986E-06    0.57317E+02    0.20993E+02    0.36511E-08    0.10986E-06    0.36511E-08    0.21447E-12
   370    0.20815E+04    0.55413E+02    0.10856E-06    0.55413E+02    0.21086E+02    0.36443E-08    0.10856E-06    0.36443E-08    0.21255E-12
   371    0.20644E+04    0.53494E+02    0.10727E-06    0.53494E+02    0.21176E+02    0.36372E-08    0.10727E-06    0.36372E-08    0.21066E-12
   372    0.20479E+04    0.51564E+02    0.10600E-06    0.51564E+02    0.21262E+02    0.36298E-08    0.10600E-06    0.36298E-08    0.20878E-12
   373    0.20318E+04    0.49620E+02    0.10474E-06    0.49620E+02    0.21344E+02    0.36221E-08    0.10474E-06    0.36221E-08    0.20693E-12
   374    0.20162E+04    0.47667E+02    0.10350E-06    0.47667E+02    0.21423E+02    0.36142E-08    0.10350E-06    0.36142E-08    0.20510E-12
   375    0.20009E+04    0.45703E+02    0.10227E-06    0.45703E+02    0.21498E+02    0.36059E-08    0.10227E-06    0.36059E-08    0.20328E-12
   376    0.19862E+04    0.43730E+02    0.10106E-06    0.43730E+02    0.21570E+02    0.35974E-08    0.10106E-06    0.35974E-08    0.20149E-12
   377    0.19720E+04    0.41749E+02    0.99861E-07    0.41749E+02    0.21637E+02    0.35887E-08    0.99861E-07    0.35887E-08    0.19971E-12
   378    0.19582E+04    0.39759E+02    0.98678E-07    0.39759E+02    0.21701E+02    0.35796E-08    0.98678E-07    0.35796E-08    0.19796E-12
   379    0.19448E+04    0.37764E+02    0.97508E-07    0.37764E+02    0.21761E+02    0.35703E-08    0.97508E-07    0.35703E-08    0.19622E-12
   380    0.19320E+04    0.35761E+02    0.96353E-07    0.35761E+02    0.21818E+02    0.35608E-08    0.96353E-07    0.35608E-08    0.19451E-12
   381    0.19196E+04    0.33754E+02    0.95211E-07    0.33754E+02    0.21868E+02    0.35510E-08    0.95211E-07    0.35510E-08    0.19281E-12
   382    0.19076E+04    0.31743E+02    0.94083E-07    0.31743E+02    0.21916E+02    0.35409E-08    0.94083E-07    0.35409E-08    0.19113E-12
   383    0.18961E+04    0.29727E+02    0.92969E-07    0.29727E+02    0.21960E+02    0.35306E-08    0.92969E-07    0.35306E-08    0.18947E-12
   384    0.18851E+04    0.27709E+02    0.91868E-07    0.27709E+02    0.22000E+02    0.35201E-08    0.91868E-07    0.35201E-08    0.18783E-12
   385    0.18745E+04    0.25689E+02    0.90780E-07    0.25689E+02    0.22036E+02    0.35093E-08    0.90780E-07    0.35093E-08    0.18620E-12
   386    0.18644E+04    0.23669E+02    0.89706E-07    0.23669E+02    0.22069E+02    0.34983E-08    0.89706E-07    0.34983E-08    0.18460E-12
   387    0.18547E+04    0.21648E+02    0.88644E-07    0.21648E+02    0.22096E+02    0.34870E-08    0.88644E-07    0.34870E-08    0.18301E-12
   388    0.18455E+04    0.19628E+02    0.87595E-07    0.19628E+02    0.22120E+02    0.34756E-08    0.87595E-07    0.34756E-08    0.18143E-12
   389    0.18367E+04    0.17609E+02    0.86558E-07    0.17609E+02    0.22137E+02    0.34639E-08    0.86558E-07    0.34639E-08    0.17988E-12
   390    0.18284E+04    0.15594E+02    0.85534E-07    0.15594E+02    0.22154E+02    0.34519E-08    0.85534E-07    0.34519E-08    0.17834E-12
   391    0.18206E+04    0.13580E+02    0.84523E-07    0.13580E+02    0.22165E+02    0.34398E-08    0.84523E-07    0.34398E-08    0.17681E-12
   392    0.18131E+04    0.11572E+02    0.83523E-07    0.11572E+02    0.22174E+02    0.34274E-08    0.83523E-07    0.34274E-08    0.17531E-12
   393    0.18062E+04    0.95677E+01    0.82535E-07    0.95677E+01    0.22177E+02    0.34149E-08    0.82535E-07    0.34149E-08    0.17382E-12
   394    0.17997E+04    0.75703E+01    0.81559E-07    0.75703E+01    0.22176E+02    0.34021E-08    0.81559E-07    0.34021E-08    0.17234E-12
   395    0.17936E+04    0.55779E+01    0.80595E-07    0.55779E+01    0.22171E+02    0.33891E-08    0.80595E-07    0.33891E-08    0.17088E-12
   396    0.17880E+04    0.35943E+01    0.79642E-07    0.35943E+01    0.22162E+02    0.33759E-08    0.79642E-07    0.33759E-08    0.16944E-12
   397    0.17827E+04    0.16182E+01    0.78701E-07    0.16182E+01    0.22149E+02    0.33626E-08    0.78701E-07    0.33626E-08    0.16801E-12
   398    0.17780E+04   -0.34903E+00    0.77771E-07   -0.34903E+00    0.22132E+02    0.33490E-08    0.77771E-07    0.33490E-08    0.16659E-12
   399    0.17737E+04   -0.23065E+01    0.76851E-07   -0.23065E+01    0.22110E+02    0.33352E-08    0.76851E-07    0.33352E-08    0.16519E-12
   400    0.17697E+04   -0.42533E+01    0.75943E-07   -0.42533E+01    0.22085E+02    0.33213E-08    0.75943E-07    0.33213E-08    0.16380E-12
   401    0.17662E+04   -0.61887E+01    0.75045E-07   -0.61887E+01    0.22055E+02    0.33071E-08    0.75045E-07    0.33071E-08    0.16243E-12
   402    0.17632E+04   -0.81118E+01    0.74158E-07   -0.81118E+01    0.22020E+02    0.32928E-08    0.74158E-07    0.32928E-08    0.16107E-12
   403    0.17606E+04   -0.10022E+02    0.73281E-07   -0.10022E+02    0.21982E+02    0.32784E-08    0.73281E-07    0.32784E-08    0.15972E-12
   404    0.17583E+04   -0.11918E+02    0.72415E-07   -0.11918E+02    0.21940E+02    0.32637E-08    0.72415E-07    0.32637E-08    0.15839E-12
   405    0.17565E+04   -0.13800E+02    0.71559E-07   -0.13800E+02    0.21893E+02    0.32489E-08    0.71559E-07    0.32489E-08    0.15707E-12
   406    0.17551E+04   -0.15666E+02    0.70713E-07   -0.15666E+02    0.21842E+02    0.32338E-08    0.70713E-07    0.32338E-08    0.15577E-12
   407    0.17541E+04   -0.17518E+02    0.69878E-07   -0.17518E+02    0.21788E+02    0.32187E-08    0.69878E-07    0.32187E-08    0.15447E-12
   408    0.17534E+04   -0.19351E+02    0.69052E-07   -0.19351E+02    0.21729E+02    0.32033E-08    0.69052E-07    0.32033E-08    0.15319E-12
   409    0.17533E+04   -0.21167E+02    0.68237E-07   -0.21167E+02    0.21667E+02    0.31878E-08    0.68237E-07    0.31878E-08    0.15193E-12
   410    0.17534E+04   -0.22966E+02    0.67432E-07   -0.22966E+02    0.21600E+02    0.31722E-08    0.67432E-07    0.31722E-08    0.15067E-12
   411    0.17540E+04   -0.24745E+02    0.66636E-07   -0.24745E+02    0.21530E+02    0.31563E-08    0.66636E-07    0.31563E-08    0.14943E-12
   412    0.17549E+04   -0.26506E+02    0.65850E-07   -0.26506E+02    0.21456E+02    0.31404E-08    0.65850E-07    0.31404E-08    0.14821E-12
   413    0.17562E+04   -0.28246E+02    0.65074E-07   -0.28246E+02    0.21378E+02    0.31242E-08    0.65074E-07    0.31242E-08    0.14699E-12
   414    0.17579E+04   -0.29965E+02    0.64307E-07   -0.29965E+02    0.21297E+02    0.31080E-08    0.64307E-07    0.31080E-08    0.14579E-12
   415    0.17599E+04   -0.31662E+02    0.63550E-07   -0.31662E+02    0.21212E+02    0.30915E-08    0.63550E-07    0.30915E-08    0.14459E-12
   416    0.17623E+04   -0.33338E+02    0.62802E-07   -0.33338E+02    0.21123E+02    0.30749E-08    0.62802E-07    0.30749E-08    0.14341E-12
   417    0.17650E+04   -0.34991E+02    0.62063E-07   -0.34991E+02    0.21030E+02    0.30582E-08    0.62063E-07    0.30582E-08    0.14225E-12
   418    0.17680E+04   -0.36620E+02    0.61334E-07   -0.36620E+02    0.20933E+02    0.30414E-08    0.61334E-07    0.30414E-08    0.14109E-12
   419    0.17715E+04   -0.38225E+02    0.60614E-07   -0.38225E+02    0.20833E+02    0.30244E-08    0.60614E-07    0.30244E-08    0.13995E-12
   420    0.17752E+04   -0.39805E+02    0.59903E-07   -0.39805E+02    0.20730E+02    0.30072E-08    0.59903E-07    0.30072E-08    0.13881E-12
   421    0.17794E+04   -0.41360E+02    0.59200E-07   -0.41360E+02    0.20623E+02    0.29900E-08    0.59200E-07    0.29900E-08    0.13769E-12
   422    0.17838E+04   -0.42890E+02    0.58507E-07   -0.42890E+02    0.20513E+02    0.29726E-08    0.58507E-07    0.29726E-08    0.13658E-12
   423    0.17885E+04   -0.44392E+02    0.57823E-07   -0.44392E+02    0.20398E+02    0.29551E-08    0.57823E-07    0.29551E-08    0.13548E-12
   424    0.17934E+04   -0.45868E+02    0.57147E-07   -0.45868E+02    0.20281E+02    0.29374E-08    0.57147E-07    0.29374E-08    0.13439E-12
   425    0.17988E+04   -0.47316E+02    0.56480E-07   -0.47316E+02    0.20160E+02    0.29196E-08    0.56480E-07    0.29196E-08    0.13332E-12
   426    0.18044E+04   -0.48735E+02    0.55821E-07   -0.48735E+02    0.20037E+02    0.29017E-08    0.55821E-07    0.29017E-08    0.13225E-12
   427    0.18103E+04   -0.50127E+02    0.55171E-07   -0.50127E+02    0.19910E+02    0.28837E-08    0.55171E-07    0.28837E-08    0.13120E-12
   428    0.18165E+04   -0.51488E+02    0.54529E-07   -0.51488E+02    0.19780E+02    0.28656E-08    0.54529E-07    0.28656E-08    0.13015E-12
   429    0.18229E+04   -0.52820E+02    0.53895E-07   -0.52820E+02    0.19647E+02    0.28474E-08    0.53895E-07    0.28474E-08    0.12912E-12
   430    0.18297E+04   -0.54122E+02    0.53270E-07   -0.54122E+02    0.19512E+02    0.28290E-08    0.53270E-07    0.28290E-08    0.12809E-12
   431    0.18367E+04   -0.55394E+02    0.52653E-07   -0.55394E+02    0.19373E+02    0.28106E-08    0.52653E-07    0.28106E-08    0.12708E-12
   432    0.18438E+04   -0.56635E+02    0.52043E-07   -0.56635E+02    0.19231E+02    0.27920E-08    0.52043E-07    0.27920E-08    0.12607E-12
   433    0.18514E+04   -0.57843E+02    0.51442E-07   -0.57843E+02    0.19087E+02    0.27733E-08    0.51442E-07    0.27733E-08    0.12508E-12
   434    0.18591E+04   -0.59020E+02    0.50849E-07   -0.59020E+02    0.18940E+02    0.27546E-08    0.50849E-07    0.27546E-08    0.12409E-12
   435    0.18670E+04   -0.60165E+02    0.50263E-07   -0.60165E+02    0.18792E+02    0.27357E-08    0.50263E-07    0.27357E-08    0.12312E-12
   436    0.18752E+04   -0.61278E+02    0.49685E-07   -0.61278E+02    0.18640E+02    0.27167E-08    0.49685E-07    0.27167E-08    0.12215E-12
   437    0.18836E+04   -0.62356E+02    0.49114E-07   -0.62356E+02    0.18486E+02    0.26977E-08    0.49114E-07    0.26977E-08    0.12120E-12
   438    0.18922E+04   -0.63400E+02    0.48551E-07   -0.63400E+02    0.18329E+02    0.26785E-08    0.48551E-07    0.26785E-08    0.12025E-12
   439    0.19011E+04   -0.64412E+02    0.47996E-07   -0.64412E+02    0.18171E+02    0.26593E-08    0.47996E-07    0.26593E-08    0.11931E-12
   440    0.19101E+04   -0.65389E+02    0.47448E-07   -0.65389E+02    0.18010E+02    0.26400E-08    0.47448E-07    0.26400E-08    0.11839E-12
   441    0.19193E+04   -0.66332E+02    0.46907E-07   -0.66332E+02    0.17847E+02    0.26206E-08    0.46907E-07    0.26206E-08    0.11747E-12
   442    0.19286E+04   -0.67239E+02    0.46373E-07   -0.67239E+02    0.17682E+02    0.26011E-08    0.46373E-07    0.26011E-08    0.11656E-12
   443    0.19383E+04   -0.68112E+02    0.45846E-07   -0.68112E+02    0.17515E+02    0.25815E-08    0.45846E-07    0.25815E-08    0.11565E-12
   444    0.19480E+04   -0.68948E+02    0.45327E-07   -0.68948E+02    0.17347E+02    0.25619E-08    0.45327E-07    0.25619E-08    0.11476E-12
   445    0.19579E+04   -0.69749E+02    0.44814E-07   -0.69749E+02    0.17175E+02    0.25422E-08    0.44814E-07    0.25422E-08    0.11387E-12
   446    0.19679E+04   -0.70513E+02    0.44308E-07   -0.70513E+02    0.17003E+02    0.25224E-08    0.44308E-07    0.25224E-08    0.11300E-12
   447    0.19781E+04   -0.71241E+02    0.43808E-07   -0.71241E+02    0.16830E+02    0.25025E-08    0.43808E-07    0.25025E-08    0.11213E-12
   448    0.19884E+04   -0.71934E+02    0.43316E-07   -0.71934E+02    0.16654E+02    0.24826E-08    0.43316E-07    0.24826E-08    0.11127E-12
   449    0.19988E+04   -0.72589E+02    0.42830E-07   -0.72589E+02    0.16478E+02    0.24626E-08    0.42830E-07    0.24626E-08    0.11042E-12
   450    0.20095E+04   -0.73208E+02    0.42350E-07   -0.73208E+02    0.16300E+02    0.24426E-08    0.42350E-07    0.24426E-08    0.10957E-12
   451    0.20202E+04   -0.73789E+02    0.41877E-07   -0.73789E+02    0.16121E+02    0.24225E-08    0.41877E-07    0.24225E-08    0.10873E-12
   452    0.20309E+04   -0.74334E+02    0.41410E-07   -0.74334E+02    0.15941E+02    0.24024E-08    0.41410E-07    0.24024E-08    0.10790E-12
   453    0.20419E+04   -0.74842E+02    0.40949E-07   -0.74842E+02    0.15760E+02    0.23821E-08    0.40949E-07    0.23821E-08    0.10708E-12
   454    0.20529E+04   -0.75314E+02    0.40495E-07   -0.75314E+02    0.15579E+02    0.23619E-08    0.40495E-07    0.23619E-08    0.10627E-12
   455    0.20639E+04   -0.75749E+02    0.40047E-07   -0.75749E+02    0.15396E+02    0.23416E-08    0.40047E-07    0.23416E-08    0.10546E-12
   456    0.20751E+04   -0.76141E+02    0.39605E-07   -0.76141E+02    0.15212E+02    0.23212E-08    0.39605E-07    0.23212E-08    0.10466E-12
   457    0.20863E+04   -0.76505E+02    0.39169E-07   -0.76505E+02    0.15028E+02    0.23008E-08    0.39169E-07    0.23008E-08    0.10387E-12
   458    0.20976E+04   -0.76822E+02    0.38739E-07   -0.76822E+02    0.14844E+02    0.22803E-08    0.38739E-07    0.22803E-08    0.10308E-12
   459    0.21090E+04   -0.77107E+02    0.38315E-07   -0.77107E+02    0.14660E+02    0.22598E-08    0.38315E-07    0.22598E-08    0.10230E-12
   460    0.21204E+04   -0.77354E+02    0.37897E-07   -0.77354E+02    0.14474E+02    0.22392E-08    0.37897E-07    0.22392E-08    0.10153E-12
   461    0.21319E+04   -0.77565E+02    0.37485E-07   -0.77565E+02    0.14289E+02    0.22186E-08    0.37485E-07    0.22186E-08    0.10077E-12
   462    0.21434E+04   -0.77734E+02    0.37079E-07   -0.77734E+02    0.14103E+02    0.21979E-08    0.37079E-07    0.21979E-08    0.10001E-12
   463    0.21548E+04   -0.77878E+02    0.36679E-07   -0.77878E+02    0.13918E+02    0.21773E-08    0.36679E-07    0.21773E-08    0.99261E-13
   464    0.21663E+04   -0.77969E+02    0.36284E-07   -0.77969E+02    0.13734E+02    0.21565E-08    0.36284E-07    0.21565E-08    0.98518E-13
   465    0.21778E+04   -0.78036E+02    0.35896E-07   -0.78036E+02    0.13549E+02    0.21357E-08    0.35896E-07    0.21357E-08    0.97781E-13
   466    0.21893E+04   -0.78056E+02    0.35513E-07   -0.78056E+02    0.13364E+02    0.21149E-08    0.35513E-07    0.21149E-08    0.97051E-13
   467    0.22009E+04   -0.78046E+02    0.35135E-07   -0.78046E+02    0.13180E+02    0.20941E-08    0.35135E-07    0.20941E-08    0.96328E-13
   468    0.22124E+04   -0.77997E+02    0.34764E-07   -0.77997E+02    0.12996E+02    0.20732E-08    0.34764E-07    0.20732E-08    0.95612E-13
   469    0.22239E+04   -0.77917E+02    0.34397E-07   -0.77917E+02    0.12813E+02    0.20523E-08    0.34397E-07    0.20523E-08    0.94901E-13
   470    0.22355E+04   -0.77798E+02    0.34037E-07   -0.77798E+02    0.12631E+02    0.20313E-08    0.34037E-07    0.20313E-08    0.94198E-13
   471    0.22468E+04   -0.77641E+02    0.33681E-07   -0.77641E+02    0.12450E+02    0.20103E-08    0.33681E-07    0.20103E-08    0.93501E-13
   472    0.22583E+04   -0.77453E+02    0.33332E-07   -0.77453E+02    0.12270E+02    0.19893E-08    0.33332E-07    0.19893E-08    0.92810E-13
   473    0.22697E+04   -0.77227E+02    0.32987E-07   -0.77227E+02    0.12091E+02    0.19683E-08    0.32987E-07    0.19683E-08    0.92126E-13
   474    0.22811E+04   -0.76970E+02    0.32648E-07   -0.76970E+02    0.11914E+02    0.19472E-08    0.32648E-07    0.19472E-08    0.91447E-13
   475    0.22924E+04   -0.76674E+02    0.32314E-07   -0.76674E+02    0.11736E+02    0.19261E-08    0.32314E-07    0.19261E-08    0.90775E-13
   476    0.23036E+04   -0.76343E+02    0.31985E-07   -0.76343E+02    0.11562E+02    0.19050E-08    0.31985E-07    0.19050E-08    0.90109E-13
   477    0.23147E+04   -0.75985E+02    0.31662E-07   -0.75985E+02    0.11388E+02    0.18838E-08    0.31662E-07    0.18838E-08    0.89449E-13
   478    0.23258E+04   -0.75582E+02    0.31344E-07   -0.75582E+02    0.11215E+02    0.18626E-08    0.31344E-07    0.18626E-08    0.88795E-13
   479    0.23368E+04   -0.75159E+02    0.31030E-07   -0.75159E+02    0.11045E+02    0.18414E-08    0.31030E-07    0.18414E-08    0.88147E-13
   480    0.23478E+04   -0.74697E+02    0.30722E-07   -0.74697E+02    0.10876E+02    0.18202E-08    0.30722E-07    0.18202E-08    0.87505E-13
   481    0.23586E+04   -0.74198E+02    0.30419E-07   -0.74198E+02    0.10710E+02    0.17990E-08    0.30419E-07    0.17990E-08    0.86869E-13
   482    0.23694E+04   -0.73671E+02    0.30121E-07   -0.73671E+02    0.10545E+02    0.17778E-08    0.30121E-07    0.17778E-08    0.86238E-13
   483    0.23800E+04   -0.73115E+02    0.29827E-07   -0.73115E+02    0.10383E+02    0.17565E-08    0.29827E-07    0.17565E-08    0.85613E-13
   484    0.23904E+04   -0.72526E+02    0.29539E-07   -0.72526E+02    0.10223E+02    0.17352E-08    0.29539E-07    0.17352E-08    0.84994E-13
   485    0.24009E+04   -0.71905E+02    0.29255E-07   -0.71905E+02    0.10065E+02    0.17139E-08    0.29255E-07    0.17139E-08    0.84380E-13
   486    0.24112E+04   -0.71255E+02    0.28976E-07   -0.71255E+02    0.99100E+01    0.16926E-08    0.28976E-07    0.16926E-08    0.83772E-13
   487    0.24214E+04   -0.70575E+02    0.28702E-07   -0.70575E+02    0.97577E+01    0.16713E-08    0.28702E-07    0.16713E-08    0.83169E-13
   488    0.24314E+04   -0.69865E+02    0.28433E-07   -0.69865E+02    0.96071E+01    0.16500E-08    0.28433E-07    0.16500E-08    0.82571E-13
   489    0.24412E+04   -0.69126E+02    0.28168E-07   -0.69126E+02    0.94598E+01    0.16286E-08    0.28168E-07    0.16286E-08    0.81979E-13
   490    0.24511E+04   -0.68358E+02    0.27907E-07   -0.68358E+02    0.93159E+01    0.16073E-08    0.27907E-07    0.16073E-08    0.81392E-13
   491    0.24606E+04   -0.67563E+02    0.27652E-07   -0.67563E+02    0.91744E+01    0.15860E-08    0.27652E-07    0.15860E-08    0.80810E-13
   492    0.24700E+04   -0.66741E+02    0.27400E-07   -0.66741E+02    0.90363E+01    0.15646E-08    0.27400E-07    0.15646E-08    0.80233E-13
   493    0.24793E+04   -0.65891E+02    0.27154E-07   -0.65891E+02    0.89000E+01    0.15433E-08    0.27154E-07    0.15433E-08    0.79662E-13
   494    0.24885E+04   -0.65016E+02    0.26911E-07   -0.65016E+02    0.87685E+01    0.15219E-08    0.26911E-07    0.15219E-08    0.79095E-13
   495    0.24974E+04   -0.64114E+02    0.26673E-07   -0.64114E+02    0.86395E+01    0.15006E-08    0.26673E-07    0.15006E-08    0.78533E-13
   496    0.25061E+04   -0.63188E+02    0.26439E-07   -0.63188E+02    0.85146E+01    0.14792E-08    0.26439E-07    0.14792E-08    0.77976E-13
   497    0.25147E+04   -0.62237E+02    0.26210E-07   -0.62237E+02    0.83931E+01    0.14579E-08    0.26210E-07    0.14579E-08    0.77424E-13
   498    0.25231E+04   -0.61263E+02    0.25985E-07   -0.61263E+02    0.82741E+01    0.14365E-08    0.25985E-07    0.14365E-08    0.76877E-13
   499    0.25315E+04   -0.60264E+02    0.25763E-07   -0.60264E+02    0.81600E+01    0.14152E-08    0.25763E-07    0.14152E-08    0.76334E-13
   500    0.25395E+04   -0.59244E+02    0.25546E-07   -0.59244E+02    0.80484E+01    0.13939E-08    0.25546E-07    0.13939E-08    0.75796E-13
   501    0.25473E+04   -0.58202E+02    0.25334E-07   -0.58202E+02    0.79417E+01    0.13726E-08    0.25334E-07    0.13726E-08    0.75262E-13
   502    0.25550E+04   -0.57138E+02    0.25125E-07   -0.57138E+02    0.78391E+01    0.13512E-08    0.25125E-07    0.13512E-08    0.74733E-13
   503    0.25625E+04   -0.56053E+02    0.24920E-07   -0.56053E+02    0.77398E+01    0.13299E-08    0.24920E-07    0.13299E-08    0.74209E-13
   504    0.25696E+04   -0.54948E+02    0.24719E-07   -0.54948E+02    0.76446E+01    0.13087E-08    0.24719E-07    0.13087E-08    0.73689E-13
   505    0.25768E+04   -0.53825E+02    0.24522E-07   -0.53825E+02    0.75542E+01    0.12874E-08    0.24522E-07    0.12874E-08    0.73173E-13
   506    0.25836E+04   -0.52682E+02    0.24328E-07   -0.52682E+02    0.74680E+01    0.12661E-08    0.24328E-07    0.12661E-08    0.72661E-13
   507    0.25903E+04   -0.51521E+02    0.24139E-07   -0.51521E+02    0.73858E+01    0.12449E-08    0.24139E-07    0.12449E-08    0.72154E-13
   508    0.25967E+04   -0.50343E+02    0.23953E-07   -0.50343E+02    0.73085E+01    0.12236E-08    0.23953E-07    0.12236E-08    0.71652E-13
   509    0.26029E+04   -0.49149E+02    0.23770E-07   -0.49149E+02    0.72352E+01    0.12024E-08    0.23770E-07    0.12024E-08    0.71153E-13
   510    0.26088E+04   -0.47939E+02    0.23592E-07   -0.47939E+02    0.71665E+01    0.11812E-08    0.23592E-07    0.11812E-08    0.70659E-13
   511    0.26146E+04   -0.46714E+02    0.23416E-07   -0.46714E+02    0.71022E+01    0.11600E-08    0.23416E-07    0.11600E-08    0.70169E-13
   512    0.26201E+04   -0.45474E+02    0.23245E-07   -0.45474E+02    0.70427E+01    0.11388E-08    0.23245E-07    0.11388E-08    0.69683E-13
   513    0.26254E+04   -0.44222E+02    0.23077E-07   -0.44222E+02    0.69878E+01    0.11177E-08    0.23077E-07    0.11177E-08    0.69202E-13
   514    0.26305E+04   -0.42957E+02    0.22912E-07   -0.42957E+02    0.69377E+01    0.10965E-08    0.22912E-07    0.10965E-08    0.68724E-13
   515    0.26353E+04   -0.41679E+02    0.22750E-07   -0.41679E+02    0.68925E+01    0.10754E-08    0.22750E-07    0.10754E-08    0.68250E-13
