#           k/h    P           
    0.10000E-03    0.16734E+00
    0.10202E-03    0.17065E+00
    0.10408E-03    0.17403E+00
    0.10618E-03    0.17747E+00
    0.10833E-03    0.18098E+00
    0.11052E-03    0.18455E+00
    0.11275E-03    0.18820E+00
    0.11503E-03    0.19192E+00
    0.11735E-03    0.19572E+00
    0.11972E-03    0.19959E+00
    0.12214E-03    0.20353E+00
    0.12461E-03    0.20756E+00
    0.12712E-03    0.21166E+00
    0.12969E-03    0.21584E+00
    0.13231E-03    0.22011E+00
    0.13499E-03    0.22446E+00
    0.13771E-03    0.22890E+00
    0.14049E-03    0.23342E+00
    0.14333E-03    0.23804E+00
    0.14623E-03    0.24274E+00
    0.14918E-03    0.24754E+00
    0.15220E-03    0.25243E+00
    0.15527E-03    0.25742E+00
    0.15841E-03    0.26251E+00
    0.16161E-03    0.26770E+00
    0.16487E-03    0.27299E+00
    0.16820E-03    0.27839E+00
    0.17160E-03    0.28389E+00
    0.17507E-03    0.28950E+00
    0.17860E-03    0.29523E+00
    0.18221E-03    0.30106E+00
    0.18589E-03    0.30701E+00
    0.18965E-03    0.31308E+00
    0.19348E-03    0.31927E+00
    0.19739E-03    0.32558E+00
    0.20138E-03    0.33201E+00
    0.20544E-03    0.33857E+00
    0.20959E-03    0.34526E+00
    0.21383E-03    0.35209E+00
    0.21815E-03    0.35904E+00
    0.22255E-03    0.36614E+00
    0.22705E-03    0.37337E+00
    0.23164E-03    0.38075E+00
    0.23632E-03    0.38828E+00
    0.24109E-03    0.39595E+00
    0.24596E-03    0.40377E+00
    0.25093E-03    0.41175E+00
    0.25600E-03    0.41988E+00
    0.26117E-03    0.42818E+00
    0.26645E-03    0.43664E+00
    0.27183E-03    0.44526E+00
    0.27732E-03    0.45406E+00
    0.28292E-03    0.46303E+00
    0.28864E-03    0.47218E+00
    0.29447E-03    0.48150E+00
    0.30042E-03    0.49101E+00
    0.30649E-03    0.50071E+00
    0.31268E-03    0.51060E+00
    0.31899E-03    0.52068E+00
    0.32544E-03    0.53096E+00
    0.33201E-03    0.54145E+00
    0.33872E-03    0.55214E+00
    0.34556E-03    0.56304E+00
    0.35254E-03    0.57416E+00
    0.35966E-03    0.58549E+00
    0.36693E-03    0.59705E+00
    0.37434E-03    0.60883E+00
    0.38190E-03    0.62085E+00
    0.38962E-03    0.63310E+00
    0.39749E-03    0.64560E+00
    0.40552E-03    0.65834E+00
    0.41371E-03    0.67133E+00
    0.42207E-03    0.68457E+00
    0.43060E-03    0.69808E+00
    0.43929E-03    0.71185E+00
    0.44817E-03    0.72589E+00
    0.45722E-03    0.74021E+00
    0.46646E-03    0.75481E+00
    0.47588E-03    0.76969E+00
    0.48550E-03    0.78486E+00
    0.49530E-03    0.80034E+00
    0.50531E-03    0.81611E+00
    0.51552E-03    0.83220E+00
    0.52593E-03    0.84860E+00
    0.53656E-03    0.86532E+00
    0.54739E-03    0.88236E+00
    0.55845E-03    0.89975E+00
    0.56973E-03    0.91747E+00
    0.58124E-03    0.93553E+00
    0.59299E-03    0.95395E+00
    0.60496E-03    0.97273E+00
    0.61719E-03    0.99188E+00
    0.62965E-03    0.10114E+01
    0.64237E-03    0.10313E+01
    0.65535E-03    0.10516E+01
    0.66859E-03    0.10723E+01
    0.68210E-03    0.10933E+01
    0.69588E-03    0.11148E+01
    0.70993E-03    0.11367E+01
    0.72427E-03    0.11591E+01
    0.73891E-03    0.11818E+01
    0.75383E-03    0.12050E+01
    0.76906E-03    0.12287E+01
    0.78460E-03    0.12528E+01
    0.80045E-03    0.12774E+01
    0.81662E-03    0.13025E+01
    0.83311E-03    0.13280E+01
    0.84994E-03    0.13540E+01
    0.86711E-03    0.13806E+01
    0.88463E-03    0.14076E+01
    0.90250E-03    0.14352E+01
    0.92073E-03    0.14632E+01
    0.93933E-03    0.14919E+01
    0.95831E-03    0.15210E+01
    0.97767E-03    0.15508E+01
    0.99742E-03    0.15811E+01
    0.10176E-02    0.16119E+01
    0.10381E-02    0.16434E+01
    0.10591E-02    0.16755E+01
    0.10805E-02    0.17081E+01
    0.11023E-02    0.17414E+01
    0.11246E-02    0.17753E+01
    0.11473E-02    0.18099E+01
    0.11705E-02    0.18451E+01
    0.11941E-02    0.18810E+01
    0.12182E-02    0.19175E+01
    0.12429E-02    0.19547E+01
    0.12680E-02    0.19926E+01
    0.12936E-02    0.20313E+01
    0.13197E-02    0.20706E+01
    0.13464E-02    0.21107E+01
    0.13736E-02    0.21515E+01
    0.14013E-02    0.21930E+01
    0.14296E-02    0.22354E+01
    0.14585E-02    0.22785E+01
    0.14880E-02    0.23223E+01
