#           k/h    P           
    0.10000E-03    0.21369E+00
    0.10202E-03    0.21792E+00
    0.10408E-03    0.22223E+00
    0.10618E-03    0.22662E+00
    0.10833E-03    0.23110E+00
    0.11052E-03    0.23567E+00
    0.11275E-03    0.24033E+00
    0.11503E-03    0.24508E+00
    0.11735E-03    0.24992E+00
    0.11972E-03    0.25486E+00
    0.12214E-03    0.25990E+00
    0.12461E-03    0.26504E+00
    0.12712E-03    0.27028E+00
    0.12969E-03    0.27562E+00
    0.13231E-03    0.28107E+00
    0.13499E-03    0.28662E+00
    0.13771E-03    0.29229E+00
    0.14049E-03    0.29807E+00
    0.14333E-03    0.30396E+00
    0.14623E-03    0.30997E+00
    0.14918E-03    0.31609E+00
    0.15220E-03    0.32234E+00
    0.15527E-03    0.32871E+00
    0.15841E-03    0.33521E+00
    0.16161E-03    0.34183E+00
    0.16487E-03    0.34859E+00
    0.16820E-03    0.35548E+00
    0.17160E-03    0.36250E+00
    0.17507E-03    0.36966E+00
    0.17860E-03    0.37697E+00
    0.18221E-03    0.38442E+00
    0.18589E-03    0.39202E+00
    0.18965E-03    0.39976E+00
    0.19348E-03    0.40766E+00
    0.19739E-03    0.41572E+00
    0.20138E-03    0.42393E+00
    0.20544E-03    0.43230E+00
    0.20959E-03    0.44085E+00
    0.21383E-03    0.44955E+00
    0.21815E-03    0.45844E+00
    0.22255E-03    0.46749E+00
    0.22705E-03    0.47673E+00
    0.23164E-03    0.48614E+00
    0.23632E-03    0.49575E+00
    0.24109E-03    0.50554E+00
    0.24596E-03    0.51552E+00
    0.25093E-03    0.52570E+00
    0.25600E-03    0.53609E+00
    0.26117E-03    0.54667E+00
    0.26645E-03    0.55747E+00
    0.27183E-03    0.56847E+00
    0.27732E-03    0.57970E+00
    0.28292E-03    0.59114E+00
    0.28864E-03    0.60281E+00
    0.29447E-03    0.61471E+00
    0.30042E-03    0.62685E+00
    0.30649E-03    0.63922E+00
    0.31268E-03    0.65184E+00
    0.31899E-03    0.66470E+00
    0.32544E-03    0.67782E+00
    0.33201E-03    0.69119E+00
    0.33872E-03    0.70483E+00
    0.34556E-03    0.71874E+00
    0.35254E-03    0.73291E+00
    0.35966E-03    0.74737E+00
    0.36693E-03    0.76211E+00
    0.37434E-03    0.77714E+00
    0.38190E-03    0.79247E+00
    0.38962E-03    0.80809E+00
    0.39749E-03    0.82402E+00
    0.40552E-03    0.84027E+00
    0.41371E-03    0.85683E+00
    0.42207E-03    0.87371E+00
    0.43060E-03    0.89093E+00
    0.43929E-03    0.90848E+00
    0.44817E-03    0.92638E+00
    0.45722E-03    0.94462E+00
    0.46646E-03    0.96323E+00
    0.47588E-03    0.98219E+00
    0.48550E-03    0.10015E+01
    0.49530E-03    0.10212E+01
    0.50531E-03    0.10413E+01
    0.51552E-03    0.10618E+01
    0.52593E-03    0.10827E+01
    0.53656E-03    0.11040E+01
    0.54739E-03    0.11257E+01
    0.55845E-03    0.11478E+01
    0.56973E-03    0.11704E+01
    0.58124E-03    0.11934E+01
    0.59299E-03    0.12168E+01
    0.60496E-03    0.12407E+01
    0.61719E-03    0.12651E+01
    0.62965E-03    0.12899E+01
    0.64237E-03    0.13152E+01
    0.65535E-03    0.13410E+01
    0.66859E-03    0.13673E+01
    0.68210E-03    0.13941E+01
    0.69588E-03    0.14215E+01
    0.70993E-03    0.14493E+01
    0.72427E-03    0.14777E+01
    0.73891E-03    0.15066E+01
    0.75383E-03    0.15361E+01
    0.76906E-03    0.15661E+01
    0.78460E-03    0.15967E+01
    0.80045E-03    0.16279E+01
    0.81662E-03    0.16597E+01
    0.83311E-03    0.16921E+01
    0.84994E-03    0.17251E+01
