#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
    62    0.17203E+04   -0.37337E+01    0.10108E-04   -0.37337E+01    0.27513E+00   -0.11879E-07    0.10108E-04   -0.11879E-07    0.32592E-10
    63    0.17444E+04   -0.41533E+01    0.97672E-05   -0.41533E+01    0.28794E+00   -0.12920E-07    0.97672E-05   -0.12920E-07    0.31368E-10
    64    0.17689E+04   -0.45895E+01    0.94417E-05   -0.45895E+01    0.30112E+00   -0.13925E-07    0.94417E-05   -0.13925E-07    0.30204E-10
    65    0.17935E+04   -0.50421E+01    0.91321E-05   -0.50421E+01    0.31467E+00   -0.14653E-07    0.91321E-05   -0.14653E-07    0.29094E-10
    66    0.18185E+04   -0.55086E+01    0.88381E-05   -0.55086E+01    0.32856E+00   -0.14921E-07    0.88381E-05   -0.14921E-07    0.28037E-10
    67    0.18437E+04   -0.59864E+01    0.85589E-05   -0.59864E+01    0.34274E+00   -0.14772E-07    0.85589E-05   -0.14772E-07    0.27029E-10
    68    0.18694E+04   -0.64743E+01    0.82934E-05   -0.64743E+01    0.35721E+00   -0.14308E-07    0.82934E-05   -0.14308E-07    0.26067E-10
    69    0.18955E+04   -0.69710E+01    0.80407E-05   -0.69710E+01    0.37185E+00   -0.13630E-07    0.80407E-05   -0.13630E-07    0.25148E-10
    70    0.19219E+04   -0.74785E+01    0.77995E-05   -0.74785E+01    0.38666E+00   -0.12841E-07    0.77995E-05   -0.12841E-07    0.24272E-10
    71    0.19487E+04   -0.79996E+01    0.75689E-05   -0.79996E+01    0.40160E+00   -0.12036E-07    0.75689E-05   -0.12036E-07    0.23433E-10
    72    0.19758E+04   -0.85360E+01    0.73479E-05   -0.85360E+01    0.41665E+00   -0.11298E-07    0.73479E-05   -0.11298E-07    0.22632E-10
    73    0.20031E+04   -0.90886E+01    0.71356E-05   -0.90886E+01    0.43182E+00   -0.10703E-07    0.71356E-05   -0.10703E-07    0.21866E-10
    74    0.20307E+04   -0.96568E+01    0.69309E-05   -0.96568E+01    0.44715E+00   -0.10328E-07    0.69309E-05   -0.10328E-07    0.21133E-10
    75    0.20585E+04   -0.10239E+02    0.67330E-05   -0.10239E+02    0.46270E+00   -0.10251E-07    0.67330E-05   -0.10251E-07    0.20430E-10
    76    0.20865E+04   -0.10835E+02    0.65411E-05   -0.10835E+02    0.47848E+00   -0.10511E-07    0.65411E-05   -0.10511E-07    0.19758E-10
    77    0.21147E+04   -0.11443E+02    0.63557E-05   -0.11443E+02    0.49445E+00   -0.11004E-07    0.63557E-05   -0.11004E-07    0.19113E-10
    78    0.21434E+04   -0.12062E+02    0.61771E-05   -0.12062E+02    0.51061E+00   -0.11590E-07    0.61771E-05   -0.11590E-07    0.18496E-10
    79    0.21723E+04   -0.12686E+02    0.60060E-05   -0.12686E+02    0.52684E+00   -0.12126E-07    0.60060E-05   -0.12126E-07    0.17903E-10
    80    0.22016E+04   -0.13315E+02    0.58431E-05   -0.13315E+02    0.54310E+00   -0.12471E-07    0.58431E-05   -0.12471E-07    0.17335E-10
    81    0.22312E+04   -0.13948E+02    0.56884E-05   -0.13948E+02    0.55931E+00   -0.12523E-07    0.56884E-05   -0.12523E-07    0.16789E-10
    82    0.22613E+04   -0.14585E+02    0.55413E-05   -0.14585E+02    0.57551E+00   -0.12328E-07    0.55413E-05   -0.12328E-07    0.16265E-10
    83    0.22916E+04   -0.15228E+02    0.54007E-05   -0.15228E+02    0.59171E+00   -0.11973E-07    0.54007E-05   -0.11973E-07    0.15762E-10
    84    0.23223E+04   -0.15879E+02    0.52654E-05   -0.15879E+02    0.60794E+00   -0.11542E-07    0.52654E-05   -0.11542E-07    0.15278E-10
    85    0.23532E+04   -0.16540E+02    0.51344E-05   -0.16540E+02    0.62421E+00   -0.11120E-07    0.51344E-05   -0.11120E-07    0.14814E-10
    86    0.23844E+04   -0.17213E+02    0.50068E-05   -0.17213E+02    0.64054E+00   -0.10777E-07    0.50068E-05   -0.10777E-07    0.14367E-10
    87    0.24160E+04   -0.17895E+02    0.48826E-05   -0.17895E+02    0.65690E+00   -0.10514E-07    0.48826E-05   -0.10514E-07    0.13938E-10
    88    0.24477E+04   -0.18585E+02    0.47617E-05   -0.18585E+02    0.67328E+00   -0.10316E-07    0.47617E-05   -0.10316E-07    0.13524E-10
    89    0.24798E+04   -0.19283E+02    0.46445E-05   -0.19283E+02    0.68962E+00   -0.10168E-07    0.46445E-05   -0.10168E-07    0.13126E-10
    90    0.25122E+04   -0.19985E+02    0.45311E-05   -0.19985E+02    0.70588E+00   -0.10055E-07    0.45311E-05   -0.10055E-07    0.12742E-10
    91    0.25448E+04   -0.20688E+02    0.44214E-05   -0.20688E+02    0.72201E+00   -0.99648E-08    0.44214E-05   -0.99648E-08    0.12372E-10
    92    0.25778E+04   -0.21394E+02    0.43156E-05   -0.21394E+02    0.73801E+00   -0.98931E-08    0.43156E-05   -0.98931E-08    0.12014E-10
    93    0.26111E+04   -0.22101E+02    0.42134E-05   -0.22101E+02    0.75385E+00   -0.98383E-08    0.42134E-05   -0.98383E-08    0.11670E-10
    94    0.26446E+04   -0.22809E+02    0.41147E-05   -0.22809E+02    0.76950E+00   -0.97985E-08    0.41147E-05   -0.97985E-08    0.11337E-10
    95    0.26783E+04   -0.23517E+02    0.40194E-05   -0.23517E+02    0.78497E+00   -0.97719E-08    0.40194E-05   -0.97719E-08    0.11017E-10
    96    0.27122E+04   -0.24224E+02    0.39274E-05   -0.24224E+02    0.80022E+00   -0.97569E-08    0.39274E-05   -0.97569E-08    0.10708E-10
    97    0.27465E+04   -0.24931E+02    0.38386E-05   -0.24931E+02    0.81526E+00   -0.97516E-08    0.38386E-05   -0.97516E-08    0.10410E-10
    98    0.27811E+04   -0.25635E+02    0.37529E-05   -0.25635E+02    0.83007E+00   -0.97543E-08    0.37529E-05   -0.97543E-08    0.10122E-10
    99    0.28158E+04   -0.26338E+02    0.36700E-05   -0.26338E+02    0.84460E+00   -0.97631E-08    0.36700E-05   -0.97631E-08    0.98454E-11
   100    0.28508E+04   -0.27037E+02    0.35900E-05   -0.27037E+02    0.85887E+00   -0.97765E-08    0.35900E-05   -0.97765E-08    0.95783E-11
   101    0.28860E+04   -0.27734E+02    0.35127E-05   -0.27734E+02    0.87292E+00   -0.97926E-08    0.35127E-05   -0.97926E-08    0.93207E-11
   102    0.29217E+04   -0.28426E+02    0.34380E-05   -0.28426E+02    0.88662E+00   -0.98095E-08    0.34380E-05   -0.98095E-08    0.90722E-11
   103    0.29574E+04   -0.29115E+02    0.33657E-05   -0.29115E+02    0.90002E+00   -0.98257E-08    0.33657E-05   -0.98257E-08    0.88325E-11
   104    0.29933E+04   -0.29797E+02    0.32957E-05   -0.29797E+02    0.91314E+00   -0.98393E-08    0.32957E-05   -0.98393E-08    0.86011E-11
   105    0.30294E+04   -0.30474E+02    0.32280E-05   -0.30474E+02    0.92588E+00   -0.98485E-08    0.32280E-05   -0.98485E-08    0.83776E-11
   106    0.30658E+04   -0.31145E+02    0.31624E-05   -0.31145E+02    0.93834E+00   -0.98516E-08    0.31624E-05   -0.98516E-08    0.81617E-11
   107    0.31021E+04   -0.31808E+02    0.30987E-05   -0.31808E+02    0.95036E+00   -0.98468E-08    0.30987E-05   -0.98468E-08    0.79530E-11
   108    0.31387E+04   -0.32465E+02    0.30369E-05   -0.32465E+02    0.96200E+00   -0.98324E-08    0.30369E-05   -0.98324E-08    0.77510E-11
   109    0.31755E+04   -0.33113E+02    0.29769E-05   -0.33113E+02    0.97320E+00   -0.98066E-08    0.29769E-05   -0.98066E-08    0.75554E-11
   110    0.32124E+04   -0.33751E+02    0.29184E-05   -0.33751E+02    0.98396E+00   -0.97677E-08    0.29184E-05   -0.97677E-08    0.73659E-11
   111    0.32494E+04   -0.34381E+02    0.28615E-05   -0.34381E+02    0.99434E+00   -0.97142E-08    0.28615E-05   -0.97142E-08    0.71819E-11
