#           k/h    P           
    0.10000E-03    0.25110E+00
    0.10202E-03    0.25606E+00
    0.10408E-03    0.26112E+00
    0.10618E-03    0.26629E+00
    0.10833E-03    0.27155E+00
    0.11052E-03    0.27692E+00
    0.11275E-03    0.28239E+00
    0.11503E-03    0.28797E+00
    0.11735E-03    0.29367E+00
    0.11972E-03    0.29947E+00
    0.12214E-03    0.30539E+00
    0.12461E-03    0.31143E+00
    0.12712E-03    0.31759E+00
    0.12969E-03    0.32386E+00
    0.13231E-03    0.33026E+00
    0.13499E-03    0.33679E+00
    0.13771E-03    0.34345E+00
    0.14049E-03    0.35024E+00
    0.14333E-03    0.35716E+00
    0.14623E-03    0.36422E+00
    0.14918E-03    0.37142E+00
    0.15220E-03    0.37876E+00
    0.15527E-03    0.38625E+00
    0.15841E-03    0.39388E+00
    0.16161E-03    0.40167E+00
    0.16487E-03    0.40960E+00
    0.16820E-03    0.41770E+00
    0.17160E-03    0.42595E+00
    0.17507E-03    0.43437E+00
    0.17860E-03    0.44296E+00
    0.18221E-03    0.45171E+00
    0.18589E-03    0.46064E+00
    0.18965E-03    0.46974E+00
    0.19348E-03    0.47902E+00
    0.19739E-03    0.48849E+00
    0.20138E-03    0.49814E+00
    0.20544E-03    0.50798E+00
    0.20959E-03    0.51802E+00
    0.21383E-03    0.52825E+00
    0.21815E-03    0.53869E+00
    0.22255E-03    0.54933E+00
    0.22705E-03    0.56018E+00
    0.23164E-03    0.57125E+00
    0.23632E-03    0.58253E+00
    0.24109E-03    0.59404E+00
    0.24596E-03    0.60577E+00
    0.25093E-03    0.61774E+00
    0.25600E-03    0.62994E+00
    0.26117E-03    0.64238E+00
    0.26645E-03    0.65507E+00
    0.27183E-03    0.66800E+00
    0.27732E-03    0.68119E+00
    0.28292E-03    0.69465E+00
    0.28864E-03    0.70836E+00
    0.29447E-03    0.72235E+00
    0.30042E-03    0.73661E+00
    0.30649E-03    0.75115E+00
    0.31268E-03    0.76598E+00
    0.31899E-03    0.78109E+00
    0.32544E-03    0.79651E+00
    0.33201E-03    0.81223E+00
    0.33872E-03    0.82826E+00
    0.34556E-03    0.84460E+00
    0.35254E-03    0.86127E+00
    0.35966E-03    0.87826E+00
    0.36693E-03    0.89558E+00
    0.37434E-03    0.91325E+00
    0.38190E-03    0.93126E+00
    0.38962E-03    0.94963E+00
    0.39749E-03    0.96835E+00
    0.40552E-03    0.98744E+00
    0.41371E-03    0.10069E+01
    0.42207E-03    0.10268E+01
    0.43060E-03    0.10470E+01
    0.43929E-03    0.10676E+01
    0.44817E-03    0.10887E+01
    0.45722E-03    0.11101E+01
    0.46646E-03    0.11320E+01
    0.47588E-03    0.11543E+01
    0.48550E-03    0.11770E+01
    0.49530E-03    0.12002E+01
    0.50531E-03    0.12238E+01
    0.51552E-03    0.12479E+01
    0.52593E-03    0.12725E+01
    0.53656E-03    0.12975E+01
    0.54739E-03    0.13230E+01
    0.55845E-03    0.13490E+01
    0.56973E-03    0.13756E+01
    0.58124E-03    0.14026E+01
    0.59299E-03    0.14302E+01
    0.60496E-03    0.14583E+01
    0.61719E-03    0.14869E+01
    0.62965E-03    0.15161E+01
    0.64237E-03    0.15459E+01
    0.65535E-03    0.15762E+01
    0.66859E-03    0.16071E+01
    0.68210E-03    0.16387E+01
    0.69588E-03    0.16708E+01
    0.70993E-03    0.17036E+01
    0.72427E-03    0.17369E+01
    0.73891E-03    0.17710E+01
    0.75383E-03    0.18056E+01
    0.76906E-03    0.18410E+01
    0.78460E-03    0.18770E+01
    0.80045E-03    0.19137E+01
    0.81662E-03    0.19511E+01
    0.83311E-03    0.19892E+01
    0.84994E-03    0.20281E+01
    0.86711E-03    0.20676E+01
    0.88463E-03    0.21080E+01
    0.90250E-03    0.21491E+01
    0.92073E-03    0.21910E+01
    0.93933E-03    0.22336E+01
    0.95831E-03    0.22771E+01
    0.97767E-03    0.23214E+01
    0.99742E-03    0.23665E+01
    0.10176E-02    0.24125E+01
    0.10381E-02    0.24593E+01
    0.10591E-02    0.25070E+01
    0.10805E-02    0.25556E+01
    0.11023E-02    0.26051E+01
    0.11246E-02    0.26555E+01
    0.11473E-02    0.27068E+01
    0.11705E-02    0.27591E+01
    0.11941E-02    0.28123E+01
    0.12182E-02    0.28665E+01
    0.12429E-02    0.29217E+01
    0.12680E-02    0.29779E+01
    0.12936E-02    0.30351E+01
    0.13197E-02    0.30934E+01
    0.13464E-02    0.31526E+01
    0.13736E-02    0.32130E+01
    0.14013E-02    0.32744E+01
    0.14296E-02    0.33369E+01
    0.14585E-02    0.34005E+01
    0.14880E-02    0.34653E+01
    0.15180E-02    0.35311E+01
    0.15487E-02    0.35981E+01
    0.15800E-02    0.36663E+01
    0.16119E-02    0.37356E+01
    0.16445E-02    0.38061E+01
    0.16777E-02    0.38779E+01
    0.17116E-02    0.39508E+01
    0.17462E-02    0.40249E+01
    0.17814E-02    0.41003E+01
    0.18174E-02    0.41769E+01
    0.18541E-02    0.42548E+01
    0.18916E-02    0.43339E+01
    0.19298E-02    0.44143E+01
    0.19688E-02    0.44960E+01
    0.20086E-02    0.45790E+01
    0.20491E-02    0.46633E+01
    0.20905E-02    0.47489E+01
    0.21328E-02    0.48358E+01
    0.21758E-02    0.49240E+01
    0.22198E-02    0.50135E+01
    0.22646E-02    0.51043E+01
    0.23104E-02    0.51965E+01
    0.23571E-02    0.52900E+01
    0.24047E-02    0.53848E+01
    0.24533E-02    0.54809E+01
    0.25028E-02    0.55783E+01
    0.25534E-02    0.56771E+01
    0.26050E-02    0.57771E+01
    0.26576E-02    0.58785E+01
    0.27113E-02    0.59811E+01
    0.27660E-02    0.60850E+01
    0.28219E-02    0.61901E+01
    0.28789E-02    0.62965E+01
    0.29371E-02    0.64041E+01
    0.29964E-02    0.65129E+01
    0.30569E-02    0.66229E+01
    0.31187E-02    0.67341E+01
    0.31817E-02    0.68464E+01
    0.32460E-02    0.69597E+01
    0.33115E-02    0.70742E+01
    0.33784E-02    0.71896E+01
    0.34467E-02    0.73061E+01
    0.35163E-02    0.74235E+01
    0.35874E-02    0.75418E+01
    0.36598E-02    0.76609E+01
    0.37338E-02    0.77809E+01
    0.38092E-02    0.79016E+01
    0.38861E-02    0.80230E+01
    0.39646E-02    0.81450E+01
    0.40447E-02    0.82676E+01
    0.41264E-02    0.83907E+01
    0.42098E-02    0.85142E+01
    0.42948E-02    0.86381E+01
    0.43816E-02    0.87622E+01
    0.44701E-02    0.88865E+01
    0.45604E-02    0.90110E+01
    0.46525E-02    0.91354E+01
    0.47465E-02    0.92597E+01
    0.48424E-02    0.93839E+01
    0.49402E-02    0.95077E+01
    0.50400E-02    0.96312E+01
    0.51419E-02    0.97541E+01
    0.52457E-02    0.98764E+01
    0.53517E-02    0.99980E+01
    0.54598E-02    0.10119E+02
    0.55701E-02    0.10238E+02
    0.56826E-02    0.10357E+02
    0.57974E-02    0.10474E+02
    0.59145E-02    0.10590E+02
    0.60340E-02    0.10704E+02
    0.61559E-02    0.10817E+02
    0.62803E-02    0.10928E+02
    0.64072E-02    0.11037E+02
    0.65366E-02    0.11143E+02
    0.66686E-02    0.11247E+02
    0.68033E-02    0.11349E+02
    0.69408E-02    0.11448E+02
    0.70810E-02    0.11544E+02
    0.72240E-02    0.11638E+02
    0.73700E-02    0.11728E+02
    0.75189E-02    0.11814E+02
    0.76708E-02    0.11897E+02
    0.78257E-02    0.11977E+02
    0.79838E-02    0.12052E+02
    0.81451E-02    0.12123E+02
    0.83096E-02    0.12190E+02
    0.84775E-02    0.12253E+02
    0.86488E-02    0.12311E+02
    0.88235E-02    0.12364E+02
    0.90017E-02    0.12412E+02
    0.91836E-02    0.12455E+02
    0.93691E-02    0.12492E+02
    0.95583E-02    0.12524E+02
    0.97514E-02    0.12550E+02
    0.99484E-02    0.12571E+02
    0.10149E-01    0.12585E+02
    0.10354E-01    0.12594E+02
    0.10564E-01    0.12596E+02
    0.10777E-01    0.12591E+02
    0.10995E-01    0.12581E+02
    0.11217E-01    0.12563E+02
    0.11443E-01    0.12539E+02
    0.11675E-01    0.12509E+02
    0.11910E-01    0.12471E+02
    0.12151E-01    0.12427E+02
    0.12397E-01    0.12376E+02
    0.12647E-01    0.12318E+02
    0.12902E-01    0.12254E+02
    0.13163E-01    0.12182E+02
    0.13429E-01    0.12104E+02
    0.13700E-01    0.12019E+02
    0.13977E-01    0.11927E+02
    0.14259E-01    0.11829E+02
    0.14547E-01    0.11725E+02
    0.14841E-01    0.11613E+02
    0.15141E-01    0.11496E+02
    0.15447E-01    0.11373E+02
    0.15759E-01    0.11243E+02
    0.16077E-01    0.11108E+02
    0.16402E-01    0.10967E+02
    0.16734E-01    0.10820E+02
    0.17072E-01    0.10668E+02
    0.17416E-01    0.10511E+02
    0.17768E-01    0.10349E+02
    0.18127E-01    0.10183E+02
    0.18493E-01    0.10012E+02
    0.18867E-01    0.98364E+01
    0.19248E-01    0.96572E+01
    0.19637E-01    0.94741E+01
    0.20034E-01    0.92876E+01
    0.20438E-01    0.90979E+01
    0.20851E-01    0.89052E+01
    0.21272E-01    0.87098E+01
    0.21702E-01    0.85120E+01
    0.22141E-01    0.83121E+01
    0.22588E-01    0.81104E+01
    0.23044E-01    0.79072E+01
    0.23510E-01    0.77029E+01
    0.23985E-01    0.74977E+01
    0.24469E-01    0.72920E+01
    0.24964E-01    0.70862E+01
    0.25468E-01    0.68805E+01
    0.25982E-01    0.66754E+01
    0.26507E-01    0.64711E+01
    0.27043E-01    0.62680E+01
    0.27589E-01    0.60664E+01
    0.28146E-01    0.58667E+01
    0.28715E-01    0.56692E+01
    0.29295E-01    0.54742E+01
    0.29887E-01    0.52818E+01
    0.30490E-01    0.50926E+01
    0.31106E-01    0.49065E+01
    0.31735E-01    0.47240E+01
    0.32376E-01    0.45452E+01
    0.33030E-01    0.43702E+01
    0.33697E-01    0.41993E+01
    0.34378E-01    0.40327E+01
    0.35072E-01    0.38704E+01
    0.35781E-01    0.37126E+01
    0.36504E-01    0.35596E+01
    0.37241E-01    0.34113E+01
    0.37993E-01    0.32679E+01
    0.38761E-01    0.31296E+01
    0.39544E-01    0.29964E+01
    0.40343E-01    0.28685E+01
    0.41158E-01    0.27459E+01
    0.41989E-01    0.26287E+01
    0.42838E-01    0.25167E+01
    0.43703E-01    0.24099E+01
    0.44586E-01    0.23082E+01
    0.45486E-01    0.22115E+01
    0.46405E-01    0.21193E+01
    0.47343E-01    0.20316E+01
    0.48299E-01    0.19480E+01
    0.49275E-01    0.18681E+01
    0.50270E-01    0.17916E+01
    0.51286E-01    0.17183E+01
    0.52322E-01    0.16479E+01
    0.53379E-01    0.15801E+01
    0.54457E-01    0.15148E+01
    0.55557E-01    0.14517E+01
    0.56680E-01    0.13908E+01
    0.57825E-01    0.13318E+01
    0.58993E-01    0.12747E+01
    0.60184E-01    0.12192E+01
    0.61400E-01    0.11652E+01
    0.62641E-01    0.11125E+01
    0.63906E-01    0.10610E+01
    0.65197E-01    0.10105E+01
    0.66514E-01    0.96102E+00
    0.67858E-01    0.91244E+00
    0.69229E-01    0.86478E+00
    0.70627E-01    0.81805E+00
    0.72054E-01    0.77232E+00
    0.73510E-01    0.72765E+00
    0.74994E-01    0.68404E+00
    0.76509E-01    0.64171E+00
    0.78055E-01    0.60069E+00
    0.79632E-01    0.56112E+00
    0.81241E-01    0.52313E+00
    0.82882E-01    0.48692E+00
    0.84556E-01    0.45262E+00
    0.86264E-01    0.42037E+00
    0.88007E-01    0.39024E+00
    0.89785E-01    0.36221E+00
    0.91598E-01    0.33625E+00
    0.93449E-01    0.31233E+00
    0.95337E-01    0.29041E+00
    0.97263E-01    0.27046E+00
    0.99227E-01    0.25243E+00
    0.10123E+00    0.23623E+00
    0.10328E+00    0.22165E+00
    0.10536E+00    0.20845E+00
    0.10749E+00    0.19635E+00
    0.10966E+00    0.18510E+00
    0.11188E+00    0.17454E+00
    0.11414E+00    0.16456E+00
    0.11644E+00    0.15506E+00
    0.11880E+00    0.14597E+00
    0.12120E+00    0.13716E+00
    0.12365E+00    0.12853E+00
    0.12614E+00    0.12002E+00
    0.12869E+00    0.11162E+00
    0.13129E+00    0.10334E+00
    0.13394E+00    0.95256E-01
    0.13665E+00    0.87437E-01
    0.13941E+00    0.80002E-01
    0.14223E+00    0.73066E-01
    0.14510E+00    0.66695E-01
    0.14803E+00    0.60897E-01
    0.15102E+00    0.55651E-01
