#    L    TT             EE             BB             TE          
   125    0.37807E+04    0.10918E+01    0.39144E-02   -0.41750E+02
   126    0.38187E+04    0.10947E+01    0.39810E-02   -0.42155E+02
   127    0.38567E+04    0.10970E+01    0.40482E-02   -0.42539E+02
   128    0.38946E+04    0.10988E+01    0.41163E-02   -0.42904E+02
   129    0.39326E+04    0.11000E+01    0.41850E-02   -0.43247E+02
   130    0.39704E+04    0.11006E+01    0.42545E-02   -0.43567E+02
   131    0.40082E+04    0.11007E+01    0.43247E-02   -0.43867E+02
   132    0.40459E+04    0.11001E+01    0.43957E-02   -0.44142E+02
   133    0.40835E+04    0.10991E+01    0.44675E-02   -0.44396E+02
   134    0.41210E+04    0.10975E+01    0.45401E-02   -0.44624E+02
   135    0.41584E+04    0.10953E+01    0.46134E-02   -0.44828E+02
   136    0.41956E+04    0.10925E+01    0.46875E-02   -0.45006E+02
   137    0.42326E+04    0.10892E+01    0.47624E-02   -0.45160E+02
   138    0.42695E+04    0.10854E+01    0.48382E-02   -0.45287E+02
   139    0.43061E+04    0.10812E+01    0.49147E-02   -0.45388E+02
   140    0.43426E+04    0.10763E+01    0.49921E-02   -0.45463E+02
   141    0.43788E+04    0.10709E+01    0.50703E-02   -0.45510E+02
   142    0.44148E+04    0.10651E+01    0.51493E-02   -0.45529E+02
   143    0.44507E+04    0.10588E+01    0.52292E-02   -0.45521E+02
   144    0.44862E+04    0.10521E+01    0.53098E-02   -0.45485E+02
   145    0.45214E+04    0.10449E+01    0.53914E-02   -0.45420E+02
   146    0.45565E+04    0.10372E+01    0.54737E-02   -0.45327E+02
   147    0.45912E+04    0.10292E+01    0.55569E-02   -0.45203E+02
   148    0.46256E+04    0.10207E+01    0.56409E-02   -0.45051E+02
   149    0.46597E+04    0.10119E+01    0.57257E-02   -0.44869E+02
   150    0.46934E+04    0.10027E+01    0.58113E-02   -0.44654E+02
   151    0.47268E+04    0.99316E+00    0.58978E-02   -0.44410E+02
   152    0.47597E+04    0.98319E+00    0.59851E-02   -0.44136E+02
   153    0.47924E+04    0.97296E+00    0.60733E-02   -0.43828E+02
   154    0.48246E+04    0.96247E+00    0.61623E-02   -0.43491E+02
   155    0.48565E+04    0.95174E+00    0.62521E-02   -0.43122E+02
   156    0.48878E+04    0.94078E+00    0.63428E-02   -0.42723E+02
   157    0.49189E+04    0.92960E+00    0.64344E-02   -0.42291E+02
   158    0.49495E+04    0.91829E+00    0.65268E-02   -0.41829E+02
   159    0.49796E+04    0.90672E+00    0.66201E-02   -0.41335E+02
   160    0.50093E+04    0.89503E+00    0.67142E-02   -0.40809E+02
   161    0.50386E+04    0.88333E+00    0.68092E-02   -0.40253E+02
   162    0.50675E+04    0.87147E+00    0.69050E-02   -0.39665E+02
   163    0.50959E+04    0.85954E+00    0.70017E-02   -0.39046E+02
   164    0.51238E+04    0.84763E+00    0.70993E-02   -0.38396E+02
   165    0.51513E+04    0.83568E+00    0.71977E-02   -0.37714E+02
   166    0.51783E+04    0.82384E+00    0.72969E-02   -0.37002E+02
   167    0.52049E+04    0.81190E+00    0.73970E-02   -0.36259E+02
   168    0.52308E+04    0.80026E+00    0.74979E-02   -0.35485E+02
   169    0.52562E+04    0.78862E+00    0.75996E-02   -0.34679E+02
   170    0.52811E+04    0.77722E+00    0.77021E-02   -0.33843E+02
   171    0.53054E+04    0.76607E+00    0.78054E-02   -0.32974E+02
   172    0.53291E+04    0.75511E+00    0.79095E-02   -0.32075E+02
   173    0.53521E+04    0.74435E+00    0.80145E-02   -0.31146E+02
   174    0.53745E+04    0.73410E+00    0.81202E-02   -0.30186E+02
   175    0.53964E+04    0.72408E+00    0.82266E-02   -0.29195E+02
   176    0.54175E+04    0.71452E+00    0.83339E-02   -0.28174E+02
   177    0.54381E+04    0.70537E+00    0.84419E-02   -0.27124E+02
   178    0.54579E+04    0.69685E+00    0.85508E-02   -0.26044E+02
   179    0.54771E+04    0.68869E+00    0.86603E-02   -0.24934E+02
   180    0.54958E+04    0.68113E+00    0.87707E-02   -0.23797E+02
   181    0.55137E+04    0.67418E+00    0.88818E-02   -0.22632E+02
   182    0.55310E+04    0.66792E+00    0.89936E-02   -0.21438E+02
   183    0.55475E+04    0.66231E+00    0.91062E-02   -0.20217E+02
   184    0.55634E+04    0.65742E+00    0.92196E-02   -0.18970E+02
   185    0.55787E+04    0.65343E+00    0.93336E-02   -0.17697E+02
   186    0.55929E+04    0.65020E+00    0.94483E-02   -0.16397E+02
   187    0.56067E+04    0.64790E+00    0.95638E-02   -0.15072E+02
   188    0.56199E+04    0.64651E+00    0.96799E-02   -0.13723E+02
   189    0.56322E+04    0.64610E+00    0.97966E-02   -0.12349E+02
   190    0.56441E+04    0.64673E+00    0.99140E-02   -0.10953E+02
   191    0.56550E+04    0.64844E+00    0.10032E-01   -0.95315E+01
   192    0.56653E+04    0.65126E+00    0.10151E-01   -0.80880E+01
   193    0.56748E+04    0.65525E+00    0.10270E-01   -0.66240E+01
   194    0.56837E+04    0.66046E+00    0.10390E-01   -0.51376E+01
   195    0.56918E+04    0.66694E+00    0.10510E-01   -0.36313E+01
   196    0.56991E+04    0.67475E+00    0.10631E-01   -0.21047E+01
   197    0.57057E+04    0.68393E+00    0.10753E-01   -0.55970E+00
