#    L    TT             EE             TE             PP             TP          
   123    0.37028E+04    0.10818E+01   -0.40952E+02    0.37553E+07    0.47699E+04
   124    0.37409E+04    0.10857E+01   -0.41396E+02    0.37287E+07    0.47237E+04
   125    0.37790E+04    0.10891E+01   -0.41822E+02    0.37024E+07    0.46783E+04
   126    0.38171E+04    0.10920E+01   -0.42230E+02    0.36763E+07    0.46336E+04
   127    0.38551E+04    0.10942E+01   -0.42617E+02    0.36504E+07    0.45897E+04
   128    0.38931E+04    0.10960E+01   -0.42984E+02    0.36247E+07    0.45465E+04
   129    0.39311E+04    0.10971E+01   -0.43330E+02    0.35993E+07    0.45039E+04
   130    0.39690E+04    0.10976E+01   -0.43653E+02    0.35742E+07    0.44621E+04
   131    0.40068E+04    0.10976E+01   -0.43956E+02    0.35492E+07    0.44208E+04
   132    0.40446E+04    0.10970E+01   -0.44234E+02    0.35245E+07    0.43803E+04
   133    0.40823E+04    0.10958E+01   -0.44491E+02    0.35000E+07    0.43403E+04
   134    0.41198E+04    0.10941E+01   -0.44721E+02    0.34757E+07    0.43009E+04
   135    0.41573E+04    0.10918E+01   -0.44929E+02    0.34516E+07    0.42622E+04
   136    0.41945E+04    0.10890E+01   -0.45110E+02    0.34278E+07    0.42240E+04
   137    0.42317E+04    0.10856E+01   -0.45266E+02    0.34042E+07    0.41863E+04
   138    0.42686E+04    0.10817E+01   -0.45396E+02    0.33808E+07    0.41492E+04
   139    0.43052E+04    0.10774E+01   -0.45500E+02    0.33576E+07    0.41126E+04
   140    0.43418E+04    0.10724E+01   -0.45578E+02    0.33346E+07    0.40765E+04
   141    0.43781E+04    0.10669E+01   -0.45627E+02    0.33118E+07    0.40408E+04
   142    0.44142E+04    0.10610E+01   -0.45650E+02    0.32893E+07    0.40057E+04
   143    0.44502E+04    0.10546E+01   -0.45645E+02    0.32670E+07    0.39710E+04
   144    0.44858E+04    0.10476E+01   -0.45611E+02    0.32448E+07    0.39367E+04
   145    0.45211E+04    0.10404E+01   -0.45549E+02    0.32229E+07    0.39029E+04
   146    0.45563E+04    0.10326E+01   -0.45459E+02    0.32012E+07    0.38695E+04
   147    0.45911E+04    0.10244E+01   -0.45338E+02    0.31796E+07    0.38364E+04
   148    0.46255E+04    0.10158E+01   -0.45188E+02    0.31583E+07    0.38037E+04
   149    0.46598E+04    0.10067E+01   -0.45009E+02    0.31372E+07    0.37714E+04
   150    0.46936E+04    0.99742E+00   -0.44797E+02    0.31163E+07    0.37394E+04
   151    0.47271E+04    0.98772E+00   -0.44555E+02    0.30955E+07    0.37077E+04
   152    0.47601E+04    0.97758E+00   -0.44283E+02    0.30750E+07    0.36763E+04
   153    0.47928E+04    0.96717E+00   -0.43979E+02    0.30547E+07    0.36453E+04
   154    0.48252E+04    0.95650E+00   -0.43643E+02    0.30345E+07    0.36145E+04
   155    0.48572E+04    0.94559E+00   -0.43277E+02    0.30145E+07    0.35841E+04
   156    0.48886E+04    0.93443E+00   -0.42880E+02    0.29948E+07    0.35540E+04
   157    0.49198E+04    0.92306E+00   -0.42451E+02    0.29752E+07    0.35241E+04
   158    0.49505E+04    0.91154E+00   -0.41991E+02    0.29558E+07    0.34946E+04
   159    0.49808E+04    0.89976E+00   -0.41499E+02    0.29365E+07    0.34654E+04
   160    0.50106E+04    0.88786E+00   -0.40975E+02    0.29175E+07    0.34365E+04
   161    0.50400E+04    0.87593E+00   -0.40420E+02    0.28986E+07    0.34078E+04
   162    0.50690E+04    0.86384E+00   -0.39835E+02    0.28799E+07    0.33795E+04
   163    0.50976E+04    0.85168E+00   -0.39217E+02    0.28614E+07    0.33515E+04
   164    0.51256E+04    0.83952E+00   -0.38569E+02    0.28431E+07    0.33237E+04
   165    0.51532E+04    0.82732E+00   -0.37889E+02    0.28249E+07    0.32963E+04
   166    0.51803E+04    0.81523E+00   -0.37178E+02    0.28069E+07    0.32691E+04
   167    0.52071E+04    0.80303E+00   -0.36436E+02    0.27891E+07    0.32422E+04
   168    0.52331E+04    0.79112E+00   -0.35663E+02    0.27714E+07    0.32155E+04
   169    0.52587E+04    0.77920E+00   -0.34858E+02    0.27539E+07    0.31892E+04
   170    0.52837E+04    0.76752E+00   -0.34023E+02    0.27366E+07    0.31631E+04
   171    0.53081E+04    0.75609E+00   -0.33155E+02    0.27194E+07    0.31373E+04
   172    0.53319E+04    0.74484E+00   -0.32257E+02    0.27024E+07    0.31118E+04
   173    0.53551E+04    0.73378E+00   -0.31328E+02    0.26855E+07    0.30866E+04
   174    0.53777E+04    0.72323E+00   -0.30369E+02    0.26688E+07    0.30616E+04
   175    0.53997E+04    0.71290E+00   -0.29378E+02    0.26522E+07    0.30368E+04
   176    0.54210E+04    0.70302E+00   -0.28357E+02    0.26359E+07    0.30124E+04
   177    0.54417E+04    0.69354E+00   -0.27307E+02    0.26196E+07    0.29882E+04
   178    0.54617E+04    0.68470E+00   -0.26227E+02    0.26035E+07    0.29642E+04
   179    0.54810E+04    0.67621E+00   -0.25117E+02    0.25876E+07    0.29405E+04
   180    0.54998E+04    0.66830E+00   -0.23978E+02    0.25718E+07    0.29170E+04
   181    0.55179E+04    0.66100E+00   -0.22813E+02    0.25561E+07    0.28938E+04
   182    0.55353E+04    0.65440E+00   -0.21618E+02    0.25406E+07    0.28708E+04
   183    0.55519E+04    0.64843E+00   -0.20396E+02    0.25252E+07    0.28481E+04
   184    0.55680E+04    0.64318E+00   -0.19147E+02    0.25100E+07    0.28255E+04
   185    0.55834E+04    0.63882E+00   -0.17873E+02    0.24949E+07    0.28032E+04
   186    0.55978E+04    0.63522E+00   -0.16571E+02    0.24799E+07    0.27811E+04
   187    0.56118E+04    0.63254E+00   -0.15244E+02    0.24651E+07    0.27592E+04
   188    0.56250E+04    0.63078E+00   -0.13893E+02    0.24504E+07    0.27375E+04
   189    0.56375E+04    0.62999E+00   -0.12517E+02    0.24359E+07    0.27160E+04
   190    0.56496E+04    0.63023E+00   -0.11118E+02    0.24214E+07    0.26948E+04
   191    0.56606E+04    0.63155E+00   -0.96942E+01    0.24072E+07    0.26737E+04
   192    0.56711E+04    0.63397E+00   -0.82479E+01    0.23930E+07    0.26528E+04
   193    0.56807E+04    0.63757E+00   -0.67808E+01    0.23790E+07    0.26321E+04
   194    0.56897E+04    0.64239E+00   -0.52911E+01    0.23650E+07    0.26115E+04
   195    0.56980E+04    0.64847E+00   -0.37813E+01    0.23512E+07    0.25912E+04
   196    0.57054E+04    0.65587E+00   -0.22510E+01    0.23376E+07    0.25710E+04
   197    0.57122E+04    0.66465E+00   -0.70204E+00    0.23240E+07    0.25509E+04
   198    0.57183E+04    0.67484E+00    0.86598E+00    0.23106E+07    0.25311E+04
   199    0.57237E+04    0.68651E+00    0.24520E+01    0.22973E+07    0.25114E+04
   200    0.57283E+04    0.69968E+00    0.40550E+01    0.22841E+07    0.24918E+04
   201    0.57322E+04    0.71444E+00    0.56753E+01    0.22710E+07    0.24724E+04
