#    L    TT             EE             BB             TE          
   180    0.50927E+04    0.81506E+00    0.11391E-01   -0.35612E+02
   181    0.51137E+04    0.80369E+00    0.11532E-01   -0.34840E+02
   182    0.51343E+04    0.79254E+00    0.11674E-01   -0.34041E+02
   183    0.51543E+04    0.78153E+00    0.11817E-01   -0.33216E+02
   184    0.51739E+04    0.77073E+00    0.11961E-01   -0.32364E+02
   185    0.51930E+04    0.76031E+00    0.12106E-01   -0.31487E+02
   186    0.52112E+04    0.75012E+00    0.12252E-01   -0.30584E+02
   187    0.52293E+04    0.74029E+00    0.12399E-01   -0.29654E+02
   188    0.52468E+04    0.73081E+00    0.12547E-01   -0.28699E+02
   189    0.52636E+04    0.72173E+00    0.12696E-01   -0.27719E+02
   190    0.52803E+04    0.71309E+00    0.12846E-01   -0.26716E+02
   191    0.52961E+04    0.70491E+00    0.12997E-01   -0.25686E+02
   192    0.53114E+04    0.69722E+00    0.13148E-01   -0.24632E+02
   193    0.53262E+04    0.69007E+00    0.13301E-01   -0.23555E+02
   194    0.53405E+04    0.68348E+00    0.13454E-01   -0.22453E+02
   195    0.53542E+04    0.67749E+00    0.13608E-01   -0.21328E+02
   196    0.53673E+04    0.67213E+00    0.13763E-01   -0.20180E+02
   197    0.53799E+04    0.66746E+00    0.13919E-01   -0.19011E+02
   198    0.53920E+04    0.66349E+00    0.14076E-01   -0.17819E+02
   199    0.54035E+04    0.66027E+00    0.14233E-01   -0.16605E+02
   200    0.54144E+04    0.65782E+00    0.14392E-01   -0.15370E+02
   201    0.54248E+04    0.65619E+00    0.14551E-01   -0.14114E+02
   202    0.54346E+04    0.65541E+00    0.14711E-01   -0.12837E+02
   203    0.54438E+04    0.65552E+00    0.14871E-01   -0.11540E+02
   204    0.54523E+04    0.65654E+00    0.15033E-01   -0.10225E+02
   205    0.54602E+04    0.65852E+00    0.15195E-01   -0.88900E+01
   206    0.54675E+04    0.66149E+00    0.15358E-01   -0.75361E+01
   207    0.54742E+04    0.66547E+00    0.15522E-01   -0.61640E+01
   208    0.54802E+04    0.67051E+00    0.15686E-01   -0.47741E+01
   209    0.54855E+04    0.67662E+00    0.15851E-01   -0.33668E+01
   210    0.54903E+04    0.68387E+00    0.16017E-01   -0.19432E+01
   211    0.54944E+04    0.69228E+00    0.16184E-01   -0.50314E+00
   212    0.54978E+04    0.70187E+00    0.16351E-01    0.95228E+00
   213    0.55006E+04    0.71268E+00    0.16518E-01    0.24231E+01
   214    0.55027E+04    0.72472E+00    0.16687E-01    0.39081E+01
   215    0.55043E+04    0.73815E+00    0.16855E-01    0.54066E+01
   216    0.55051E+04    0.75281E+00    0.17025E-01    0.69189E+01
   217    0.55055E+04    0.76884E+00    0.17195E-01    0.84432E+01
   218    0.55051E+04    0.78624E+00    0.17365E-01    0.99796E+01
   219    0.55042E+04    0.80500E+00    0.17536E-01    0.11529E+02
   220    0.55026E+04    0.82528E+00    0.17707E-01    0.13087E+02
   221    0.55004E+04    0.84700E+00    0.17879E-01    0.14656E+02
   222    0.54977E+04    0.87030E+00    0.18051E-01    0.16234E+02
   223    0.54942E+04    0.89510E+00    0.18224E-01    0.17821E+02
   224    0.54902E+04    0.92141E+00    0.18397E-01    0.19416E+02
   225    0.54855E+04    0.94936E+00    0.18570E-01    0.21019E+02
   226    0.54803E+04    0.97897E+00    0.18744E-01    0.22628E+02
   227    0.54744E+04    0.10102E+01    0.18918E-01    0.24243E+02
   228    0.54679E+04    0.10431E+01    0.19093E-01    0.25864E+02
   229    0.54609E+04    0.10777E+01    0.19267E-01    0.27489E+02
   230    0.54531E+04    0.11140E+01    0.19443E-01    0.29119E+02
   231    0.54448E+04    0.11521E+01    0.19618E-01    0.30753E+02
   232    0.54358E+04    0.11919E+01    0.19794E-01    0.32388E+02
   233    0.54263E+04    0.12336E+01    0.19970E-01    0.34025E+02
   234    0.54161E+04    0.12771E+01    0.20146E-01    0.35663E+02
   235    0.54053E+04    0.13225E+01    0.20322E-01    0.37302E+02
   236    0.53939E+04    0.13696E+01    0.20498E-01    0.38940E+02
   237    0.53819E+04    0.14187E+01    0.20675E-01    0.40577E+02
   238    0.53693E+04    0.14698E+01    0.20851E-01    0.42213E+02
   239    0.53561E+04    0.15227E+01    0.21028E-01    0.43846E+02
   240    0.53423E+04    0.15776E+01    0.21205E-01    0.45475E+02
   241    0.53280E+04    0.16345E+01    0.21381E-01    0.47100E+02
   242    0.53131E+04    0.16932E+01    0.21558E-01    0.48721E+02
   243    0.52976E+04    0.17541E+01    0.21735E-01    0.50336E+02
   244    0.52815E+04    0.18168E+01    0.21912E-01    0.51945E+02
   245    0.52649E+04    0.18817E+01    0.22088E-01    0.53546E+02
   246    0.52477E+04    0.19486E+01    0.22265E-01    0.55140E+02
   247    0.52300E+04    0.20174E+01    0.22442E-01    0.56725E+02
   248    0.52118E+04    0.20886E+01    0.22618E-01    0.58302E+02
   249    0.51931E+04    0.21615E+01    0.22795E-01    0.59868E+02
   250    0.51738E+04    0.22368E+01    0.22971E-01    0.61423E+02
   251    0.51541E+04    0.23139E+01    0.23147E-01    0.62967E+02
   252    0.51337E+04    0.23933E+01    0.23323E-01    0.64500E+02
   253    0.51131E+04    0.24746E+01    0.23499E-01    0.66019E+02
   254    0.50918E+04    0.25581E+01    0.23675E-01    0.67524E+02
   255    0.50701E+04    0.26436E+01    0.23850E-01    0.69016E+02
   256    0.50479E+04    0.27313E+01    0.24026E-01    0.70495E+02
   257    0.50253E+04    0.28209E+01    0.24201E-01    0.71952E+02
   258    0.50022E+04    0.29128E+01    0.24375E-01    0.73400E+02
   259    0.49787E+04    0.30066E+01    0.24549E-01    0.74825E+02
   260    0.49548E+04    0.31026E+01    0.24723E-01    0.76240E+02
   261    0.49305E+04    0.32005E+01    0.24897E-01    0.77625E+02
   262    0.49056E+04    0.33006E+01    0.25070E-01    0.79001E+02
   263    0.48806E+04    0.34028E+01    0.25243E-01    0.80361E+02
   264    0.48550E+04    0.35069E+01    0.25415E-01    0.81698E+02
   265    0.48290E+04    0.36130E+01    0.25587E-01    0.83003E+02
   266    0.48026E+04    0.37213E+01    0.25759E-01    0.84300E+02
   267    0.47758E+04    0.38314E+01    0.25930E-01    0.85566E+02
   268    0.47486E+04    0.39437E+01    0.26101E-01    0.86817E+02
   269    0.47209E+04    0.40578E+01    0.26271E-01    0.88044E+02
   270    0.46930E+04    0.41739E+01    0.26441E-01    0.89247E+02
   271    0.46647E+04    0.42919E+01    0.26610E-01    0.90428E+02
   272    0.46362E+04    0.44120E+01    0.26779E-01    0.91578E+02
   273    0.46073E+04    0.45337E+01    0.26947E-01    0.92712E+02
   274    0.45781E+04    0.46575E+01    0.27115E-01    0.93808E+02
   275    0.45486E+04    0.47829E+01    0.27282E-01    0.94888E+02
   276    0.45189E+04    0.49102E+01    0.27449E-01    0.95931E+02
   277    0.44887E+04    0.50394E+01    0.27615E-01    0.96958E+02
   278    0.44584E+04    0.51703E+01    0.27780E-01    0.97947E+02
   279    0.44278E+04    0.53028E+01    0.27945E-01    0.98906E+02
   280    0.43970E+04    0.54371E+01    0.28109E-01    0.99849E+02
   281    0.43660E+04    0.55731E+01    0.28273E-01    0.10076E+03
   282    0.43346E+04    0.57106E+01    0.28436E-01    0.10163E+03
   283    0.43031E+04    0.58497E+01    0.28598E-01    0.10248E+03
   284    0.42714E+04    0.59904E+01    0.28760E-01    0.10329E+03
   285    0.42395E+04    0.61327E+01    0.28921E-01    0.10408E+03
   286    0.42074E+04    0.62764E+01    0.29081E-01    0.10482E+03
   287    0.41751E+04    0.64215E+01    0.29241E-01    0.10555E+03
   288    0.41427E+04    0.65681E+01    0.29400E-01    0.10624E+03
   289    0.41100E+04    0.67160E+01    0.29558E-01    0.10689E+03
   290    0.40773E+04    0.68652E+01    0.29716E-01    0.10752E+03
   291    0.40445E+04    0.70162E+01    0.29873E-01    0.10810E+03
   292    0.40112E+04    0.71681E+01    0.30029E-01    0.10867E+03
