#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.658153E-04   0.177743E+08   0.177742E+08   0.232212E+08   0.232071E+08   0.000000E+00   0.177743E+08   0.177743E+08   0.177803E+08  -0.473662E+00   0.941181E+07   0.941180E+07   0.310929E+02
   0.680458E-04   0.177742E+08   0.177742E+08   0.231886E+08   0.231735E+08   0.000000E+00   0.177742E+08   0.177742E+08   0.177802E+08  -0.473660E+00   0.941178E+07   0.941177E+07   0.321347E+02
   0.703519E-04   0.177741E+08   0.177741E+08   0.231537E+08   0.231376E+08   0.000000E+00   0.177741E+08   0.177741E+08   0.177802E+08  -0.473657E+00   0.941175E+07   0.941174E+07   0.332106E+02
   0.727362E-04   0.177741E+08   0.177741E+08   0.231164E+08   0.230992E+08   0.000000E+00   0.177741E+08   0.177741E+08   0.177801E+08  -0.473655E+00   0.941171E+07   0.941170E+07   0.343215E+02
   0.752012E-04   0.177740E+08   0.177740E+08   0.230767E+08   0.230583E+08   0.000000E+00   0.177740E+08   0.177740E+08   0.177800E+08  -0.473653E+00   0.941167E+07   0.941166E+07   0.354686E+02
   0.777498E-04   0.177739E+08   0.177739E+08   0.230343E+08   0.230147E+08   0.000000E+00   0.177739E+08   0.177739E+08   0.177799E+08  -0.473650E+00   0.941163E+07   0.941162E+07   0.366528E+02
   0.803848E-04   0.177738E+08   0.177738E+08   0.229890E+08   0.229681E+08   0.000000E+00   0.177738E+08   0.177738E+08   0.177798E+08  -0.473647E+00   0.941159E+07   0.941158E+07   0.378754E+02
   0.831090E-04   0.177738E+08   0.177737E+08   0.229407E+08   0.229184E+08   0.000000E+00   0.177738E+08   0.177738E+08   0.177797E+08  -0.473644E+00   0.941154E+07   0.941153E+07   0.391373E+02
   0.859256E-04   0.177737E+08   0.177736E+08   0.228892E+08   0.228654E+08   0.000000E+00   0.177737E+08   0.177737E+08   0.177796E+08  -0.473641E+00   0.941149E+07   0.941148E+07   0.404397E+02
   0.888377E-04   0.177736E+08   0.177735E+08   0.228343E+08   0.228089E+08   0.000000E+00   0.177736E+08   0.177736E+08   0.177795E+08  -0.473638E+00   0.941144E+07   0.941142E+07   0.417838E+02
   0.918484E-04   0.177735E+08   0.177734E+08   0.227757E+08   0.227486E+08   0.000000E+00   0.177735E+08   0.177735E+08   0.177794E+08  -0.473634E+00   0.941138E+07   0.941137E+07   0.431706E+02
   0.949611E-04   0.177733E+08   0.177733E+08   0.227132E+08   0.226843E+08   0.000000E+00   0.177733E+08   0.177733E+08   0.177793E+08  -0.473630E+00   0.941132E+07   0.941130E+07   0.446014E+02
   0.981794E-04   0.177732E+08   0.177732E+08   0.226466E+08   0.226158E+08   0.000000E+00   0.177732E+08   0.177732E+08   0.177791E+08  -0.473626E+00   0.941125E+07   0.941124E+07   0.460774E+02
   0.101507E-03   0.177731E+08   0.177730E+08   0.225756E+08   0.225427E+08   0.000000E+00   0.177731E+08   0.177731E+08   0.177790E+08  -0.473622E+00   0.941118E+07   0.941116E+07   0.475997E+02
   0.104947E-03   0.177730E+08   0.177729E+08   0.224999E+08   0.224649E+08   0.000000E+00   0.177729E+08   0.177729E+08   0.177788E+08  -0.473617E+00   0.941111E+07   0.941109E+07   0.491695E+02
   0.108504E-03   0.177728E+08   0.177728E+08   0.224193E+08   0.223819E+08   0.000000E+00   0.177728E+08   0.177728E+08   0.177786E+08  -0.473612E+00   0.941102E+07   0.941101E+07   0.507880E+02
   0.112181E-03   0.177726E+08   0.177726E+08   0.223334E+08   0.222936E+08   0.000000E+00   0.177726E+08   0.177726E+08   0.177785E+08  -0.473607E+00   0.941094E+07   0.941092E+07   0.524564E+02
   0.115983E-03   0.177725E+08   0.177724E+08   0.222419E+08   0.221995E+08   0.000000E+00   0.177725E+08   0.177725E+08   0.177783E+08  -0.473601E+00   0.941085E+07   0.941083E+07   0.541758E+02
   0.119913E-03   0.177723E+08   0.177722E+08   0.221445E+08   0.220994E+08   0.000000E+00   0.177723E+08   0.177723E+08   0.177781E+08  -0.473595E+00   0.941075E+07   0.941073E+07   0.559475E+02
   0.123977E-03   0.177721E+08   0.177720E+08   0.220408E+08   0.219927E+08   0.000000E+00   0.177721E+08   0.177721E+08   0.177778E+08  -0.473589E+00   0.941065E+07   0.941062E+07   0.577727E+02
   0.128179E-03   0.177719E+08   0.177718E+08   0.219305E+08   0.218793E+08   0.000000E+00   0.177719E+08   0.177719E+08   0.177776E+08  -0.473582E+00   0.941054E+07   0.941051E+07   0.596523E+02
   0.132523E-03   0.177717E+08   0.177716E+08   0.218131E+08   0.217586E+08   0.000000E+00   0.177717E+08   0.177717E+08   0.177773E+08  -0.473574E+00   0.941042E+07   0.941039E+07   0.615876E+02
   0.137014E-03   0.177714E+08   0.177714E+08   0.216883E+08   0.216303E+08   0.000000E+00   0.177714E+08   0.177714E+08   0.177771E+08  -0.473566E+00   0.941029E+07   0.941026E+07   0.635796E+02
   0.141657E-03   0.177712E+08   0.177711E+08   0.215556E+08   0.214940E+08   0.000000E+00   0.177712E+08   0.177712E+08   0.177768E+08  -0.473558E+00   0.941015E+07   0.941012E+07   0.656293E+02
   0.146458E-03   0.177709E+08   0.177708E+08   0.214146E+08   0.213491E+08   0.000000E+00   0.177709E+08   0.177709E+08   0.177765E+08  -0.473549E+00   0.941001E+07   0.940998E+07   0.677378E+02
   0.151422E-03   0.177706E+08   0.177705E+08   0.212648E+08   0.211952E+08   0.000000E+00   0.177706E+08   0.177706E+08   0.177761E+08  -0.473539E+00   0.940985E+07   0.940982E+07   0.699058E+02
   0.156553E-03   0.177703E+08   0.177702E+08   0.211057E+08   0.210318E+08   0.000000E+00   0.177703E+08   0.177703E+08   0.177758E+08  -0.473529E+00   0.940969E+07   0.940965E+07   0.721343E+02
   0.161859E-03   0.177700E+08   0.177699E+08   0.209370E+08   0.208584E+08   0.000000E+00   0.177700E+08   0.177700E+08   0.177754E+08  -0.473518E+00   0.940951E+07   0.940948E+07   0.744240E+02
