#    L    TT             EE             TE             PP             TP          
   205    0.48218E+04    0.72078E+00    0.83026E+01    0.25558E+07    0.21472E+04
   206    0.48217E+04    0.74010E+00    0.97958E+01    0.25383E+07    0.21285E+04
   207    0.48211E+04    0.76102E+00    0.11300E+02    0.25209E+07    0.21099E+04
   208    0.48196E+04    0.78358E+00    0.12814E+02    0.25037E+07    0.20916E+04
   209    0.48175E+04    0.80780E+00    0.14337E+02    0.24866E+07    0.20734E+04
   210    0.48147E+04    0.83370E+00    0.15870E+02    0.24697E+07    0.20554E+04
   211    0.48113E+04    0.86131E+00    0.17410E+02    0.24529E+07    0.20376E+04
   212    0.48072E+04    0.89065E+00    0.18957E+02    0.24363E+07    0.20199E+04
   213    0.48024E+04    0.92174E+00    0.20512E+02    0.24198E+07    0.20025E+04
   214    0.47970E+04    0.95457E+00    0.22072E+02    0.24034E+07    0.19852E+04
   215    0.47910E+04    0.98931E+00    0.23636E+02    0.23872E+07    0.19680E+04
   216    0.47842E+04    0.10258E+01    0.25206E+02    0.23711E+07    0.19511E+04
   217    0.47770E+04    0.10641E+01    0.26778E+02    0.23552E+07    0.19343E+04
   218    0.47690E+04    0.11042E+01    0.28353E+02    0.23394E+07    0.19176E+04
   219    0.47605E+04    0.11462E+01    0.29932E+02    0.23237E+07    0.19011E+04
   220    0.47514E+04    0.11902E+01    0.31510E+02    0.23082E+07    0.18848E+04
   221    0.47416E+04    0.12360E+01    0.33088E+02    0.22928E+07    0.18686E+04
   222    0.47313E+04    0.12839E+01    0.34666E+02    0.22775E+07    0.18526E+04
   223    0.47203E+04    0.13337E+01    0.36244E+02    0.22624E+07    0.18367E+04
   224    0.47088E+04    0.13854E+01    0.37818E+02    0.22473E+07    0.18210E+04
   225    0.46967E+04    0.14392E+01    0.39390E+02    0.22325E+07    0.18054E+04
   226    0.46840E+04    0.14950E+01    0.40958E+02    0.22177E+07    0.17900E+04
   227    0.46706E+04    0.15528E+01    0.42521E+02    0.22031E+07    0.17747E+04
   228    0.46568E+04    0.16127E+01    0.44079E+02    0.21885E+07    0.17595E+04
   229    0.46424E+04    0.16746E+01    0.45630E+02    0.21741E+07    0.17445E+04
   230    0.46275E+04    0.17386E+01    0.47173E+02    0.21599E+07    0.17296E+04
   231    0.46118E+04    0.18047E+01    0.48710E+02    0.21457E+07    0.17148E+04
   232    0.45957E+04    0.18728E+01    0.50237E+02    0.21317E+07    0.17001E+04
   233    0.45791E+04    0.19432E+01    0.51753E+02    0.21178E+07    0.16856E+04
   234    0.45618E+04    0.20157E+01    0.53259E+02    0.21040E+07    0.16712E+04
   235    0.45441E+04    0.20903E+01    0.54752E+02    0.20903E+07    0.16569E+04
   236    0.45257E+04    0.21671E+01    0.56234E+02    0.20767E+07    0.16428E+04
   237    0.45068E+04    0.22460E+01    0.57701E+02    0.20633E+07    0.16287E+04
   238    0.44874E+04    0.23272E+01    0.59154E+02    0.20499E+07    0.16148E+04
   239    0.44676E+04    0.24105E+01    0.60593E+02    0.20367E+07    0.16010E+04
   240    0.44471E+04    0.24960E+01    0.62013E+02    0.20235E+07    0.15872E+04
   241    0.44263E+04    0.25837E+01    0.63417E+02    0.20105E+07    0.15736E+04
