#    L    TT             EE             BB             TE          
   329    0.19847E+04    0.14667E+02    0.22688E-01    0.63668E+02
   330    0.19646E+04    0.14772E+02    0.22764E-01    0.62214E+02
   331    0.19450E+04    0.14875E+02    0.22839E-01    0.60744E+02
   332    0.19258E+04    0.14975E+02    0.22914E-01    0.59260E+02
   333    0.19069E+04    0.15073E+02    0.22990E-01    0.57754E+02
   334    0.18885E+04    0.15168E+02    0.23065E-01    0.56226E+02
   335    0.18705E+04    0.15259E+02    0.23141E-01    0.54678E+02
   336    0.18529E+04    0.15347E+02    0.23217E-01    0.53117E+02
   337    0.18358E+04    0.15433E+02    0.23293E-01    0.51529E+02
   338    0.18191E+04    0.15515E+02    0.23370E-01    0.49937E+02
   339    0.18029E+04    0.15595E+02    0.23446E-01    0.48327E+02
   340    0.17871E+04    0.15671E+02    0.23523E-01    0.46713E+02
   341    0.17717E+04    0.15743E+02    0.23601E-01    0.45074E+02
   342    0.17568E+04    0.15814E+02    0.23678E-01    0.43426E+02
   343    0.17423E+04    0.15879E+02    0.23756E-01    0.41769E+02
   344    0.17284E+04    0.15942E+02    0.23835E-01    0.40104E+02
   345    0.17149E+04    0.16000E+02    0.23914E-01    0.38430E+02
   346    0.17018E+04    0.16056E+02    0.23993E-01    0.36756E+02
   347    0.16892E+04    0.16107E+02    0.24072E-01    0.35069E+02
   348    0.16771E+04    0.16154E+02    0.24153E-01    0.33374E+02
   349    0.16654E+04    0.16198E+02    0.24233E-01    0.31674E+02
   350    0.16542E+04    0.16238E+02    0.24314E-01    0.29976E+02
   351    0.16437E+04    0.16274E+02    0.24396E-01    0.28273E+02
   352    0.16334E+04    0.16306E+02    0.24478E-01    0.26565E+02
   353    0.16237E+04    0.16334E+02    0.24561E-01    0.24868E+02
   354    0.16144E+04    0.16358E+02    0.24645E-01    0.23158E+02
   355    0.16056E+04    0.16378E+02    0.24729E-01    0.21450E+02
   356    0.15973E+04    0.16395E+02    0.24814E-01    0.19753E+02
   357    0.15894E+04    0.16408E+02    0.24899E-01    0.18051E+02
   358    0.15821E+04    0.16416E+02    0.24985E-01    0.16359E+02
   359    0.15751E+04    0.16420E+02    0.25072E-01    0.14662E+02
   360    0.15686E+04    0.16421E+02    0.25160E-01    0.12972E+02
   361    0.15626E+04    0.16418E+02    0.25248E-01    0.11284E+02
   362    0.15570E+04    0.16411E+02    0.25337E-01    0.96003E+01
   363    0.15519E+04    0.16402E+02    0.25427E-01    0.79241E+01
   364    0.15472E+04    0.16387E+02    0.25518E-01    0.62514E+01
   365    0.15430E+04    0.16369E+02    0.25609E-01    0.45882E+01
   366    0.15392E+04    0.16348E+02    0.25702E-01    0.29315E+01
   367    0.15359E+04    0.16321E+02    0.25795E-01    0.12835E+01
   368    0.15328E+04    0.16293E+02    0.25889E-01   -0.35432E+00
   369    0.15304E+04    0.16260E+02    0.25984E-01   -0.19841E+01
   370    0.15284E+04    0.16224E+02    0.26080E-01   -0.36007E+01
   371    0.15267E+04    0.16184E+02    0.26176E-01   -0.52078E+01
   372    0.15254E+04    0.16141E+02    0.26274E-01   -0.68010E+01
   373    0.15245E+04    0.16093E+02    0.26373E-01   -0.83833E+01
   374    0.15241E+04    0.16044E+02    0.26472E-01   -0.99509E+01
   375    0.15240E+04    0.15990E+02    0.26573E-01   -0.11504E+02
   376    0.15243E+04    0.15934E+02    0.26674E-01   -0.13042E+02
   377    0.15251E+04    0.15873E+02    0.26777E-01   -0.14563E+02
   378    0.15262E+04    0.15809E+02    0.26880E-01   -0.16069E+02
   379    0.15276E+04    0.15742E+02    0.26984E-01   -0.17555E+02
   380    0.15295E+04    0.15673E+02    0.27090E-01   -0.19025E+02
   381    0.15317E+04    0.15598E+02    0.27196E-01   -0.20476E+02
   382    0.15342E+04    0.15522E+02    0.27304E-01   -0.21905E+02
   383    0.15371E+04    0.15443E+02    0.27412E-01   -0.23315E+02
   384    0.15404E+04    0.15359E+02    0.27522E-01   -0.24703E+02
