#           k/h    P           
    0.10000E-03    0.25205E+00
    0.10202E-03    0.25703E+00
    0.10408E-03    0.26212E+00
    0.10618E-03    0.26730E+00
    0.10833E-03    0.27258E+00
    0.11052E-03    0.27797E+00
    0.11275E-03    0.28347E+00
    0.11503E-03    0.28907E+00
    0.11735E-03    0.29478E+00
    0.11972E-03    0.30061E+00
    0.12214E-03    0.30655E+00
    0.12461E-03    0.31261E+00
    0.12712E-03    0.31879E+00
    0.12969E-03    0.32509E+00
    0.13231E-03    0.33152E+00
    0.13499E-03    0.33807E+00
    0.13771E-03    0.34476E+00
    0.14049E-03    0.35157E+00
    0.14333E-03    0.35852E+00
    0.14623E-03    0.36561E+00
    0.14918E-03    0.37283E+00
    0.15220E-03    0.38020E+00
    0.15527E-03    0.38772E+00
    0.15841E-03    0.39538E+00
    0.16161E-03    0.40319E+00
    0.16487E-03    0.41116E+00
    0.16820E-03    0.41929E+00
    0.17160E-03    0.42757E+00
    0.17507E-03    0.43602E+00
    0.17860E-03    0.44464E+00
    0.18221E-03    0.45343E+00
    0.18589E-03    0.46239E+00
    0.18965E-03    0.47153E+00
    0.19348E-03    0.48084E+00
    0.19739E-03    0.49034E+00
    0.20138E-03    0.50003E+00
    0.20544E-03    0.50991E+00
    0.20959E-03    0.51999E+00
    0.21383E-03    0.53026E+00
    0.21815E-03    0.54074E+00
    0.22255E-03    0.55142E+00
    0.22705E-03    0.56231E+00
    0.23164E-03    0.57342E+00
    0.23632E-03    0.58475E+00
    0.24109E-03    0.59630E+00
    0.24596E-03    0.60808E+00
    0.25093E-03    0.62009E+00
    0.25600E-03    0.63234E+00
    0.26117E-03    0.64482E+00
    0.26645E-03    0.65756E+00
    0.27183E-03    0.67054E+00
    0.27732E-03    0.68378E+00
    0.28292E-03    0.69729E+00
    0.28864E-03    0.71105E+00
    0.29447E-03    0.72509E+00
    0.30042E-03    0.73941E+00
    0.30649E-03    0.75400E+00
    0.31268E-03    0.76889E+00
    0.31899E-03    0.78406E+00
    0.32544E-03    0.79954E+00
    0.33201E-03    0.81532E+00
    0.33872E-03    0.83141E+00
    0.34556E-03    0.84781E+00
    0.35254E-03    0.86454E+00
    0.35966E-03    0.88160E+00
    0.36693E-03    0.89899E+00
    0.37434E-03    0.91672E+00
    0.38190E-03    0.93480E+00
    0.38962E-03    0.95324E+00
    0.39749E-03    0.97203E+00
    0.40552E-03    0.99120E+00
    0.41371E-03    0.10107E+01
    0.42207E-03    0.10307E+01
    0.43060E-03    0.10510E+01
    0.43929E-03    0.10717E+01
    0.44817E-03    0.10928E+01
    0.45722E-03    0.11143E+01
    0.46646E-03    0.11363E+01
    0.47588E-03    0.11587E+01
    0.48550E-03    0.11815E+01
    0.49530E-03    0.12047E+01
    0.50531E-03    0.12285E+01
    0.51552E-03    0.12526E+01
    0.52593E-03    0.12773E+01
    0.53656E-03    0.13024E+01
    0.54739E-03    0.13280E+01
    0.55845E-03    0.13542E+01
    0.56973E-03    0.13808E+01
    0.58124E-03    0.14079E+01
    0.59299E-03    0.14356E+01
    0.60496E-03    0.14638E+01
    0.61719E-03    0.14926E+01
    0.62965E-03    0.15219E+01
    0.64237E-03    0.15518E+01
    0.65535E-03    0.15822E+01
    0.66859E-03    0.16133E+01
    0.68210E-03    0.16449E+01
    0.69588E-03    0.16772E+01
    0.70993E-03    0.17100E+01
    0.72427E-03    0.17435E+01
    0.73891E-03    0.17777E+01
    0.75383E-03    0.18125E+01
    0.76906E-03    0.18480E+01
    0.78460E-03    0.18841E+01
    0.80045E-03    0.19210E+01
    0.81662E-03    0.19585E+01
    0.83311E-03    0.19968E+01
    0.84994E-03    0.20358E+01
    0.86711E-03    0.20755E+01
    0.88463E-03    0.21160E+01
    0.90250E-03    0.21573E+01
    0.92073E-03    0.21993E+01
    0.93933E-03    0.22421E+01
    0.95831E-03    0.22858E+01
    0.97767E-03    0.23302E+01
    0.99742E-03    0.23755E+01
    0.10176E-02    0.24216E+01
    0.10381E-02    0.24686E+01
    0.10591E-02    0.25165E+01
    0.10805E-02    0.25653E+01
    0.11023E-02    0.26150E+01
    0.11246E-02    0.26656E+01
    0.11473E-02    0.27171E+01
    0.11705E-02    0.27696E+01
    0.11941E-02    0.28230E+01
    0.12182E-02    0.28774E+01
    0.12429E-02    0.29328E+01
    0.12680E-02    0.29892E+01
    0.12936E-02    0.30466E+01
    0.13197E-02    0.31051E+01
    0.13464E-02    0.31646E+01
    0.13736E-02    0.32252E+01
    0.14013E-02    0.32868E+01
    0.14296E-02    0.33496E+01
