#           k/h    P           
    0.10000E-03    0.22043E+00
    0.10202E-03    0.22479E+00
    0.10408E-03    0.22923E+00
    0.10618E-03    0.23376E+00
    0.10833E-03    0.23838E+00
    0.11052E-03    0.24310E+00
    0.11275E-03    0.24790E+00
    0.11503E-03    0.25280E+00
    0.11735E-03    0.25780E+00
    0.11972E-03    0.26290E+00
    0.12214E-03    0.26810E+00
    0.12461E-03    0.27340E+00
    0.12712E-03    0.27880E+00
    0.12969E-03    0.28431E+00
    0.13231E-03    0.28993E+00
    0.13499E-03    0.29566E+00
    0.13771E-03    0.30151E+00
    0.14049E-03    0.30747E+00
    0.14333E-03    0.31355E+00
    0.14623E-03    0.31975E+00
    0.14918E-03    0.32607E+00
    0.15220E-03    0.33251E+00
    0.15527E-03    0.33908E+00
    0.15841E-03    0.34579E+00
    0.16161E-03    0.35262E+00
    0.16487E-03    0.35959E+00
    0.16820E-03    0.36670E+00
    0.17160E-03    0.37395E+00
    0.17507E-03    0.38134E+00
    0.17860E-03    0.38888E+00
    0.18221E-03    0.39656E+00
    0.18589E-03    0.40440E+00
    0.18965E-03    0.41239E+00
    0.19348E-03    0.42054E+00
    0.19739E-03    0.42885E+00
    0.20138E-03    0.43733E+00
    0.20544E-03    0.44597E+00
    0.20959E-03    0.45479E+00
    0.21383E-03    0.46377E+00
    0.21815E-03    0.47294E+00
    0.22255E-03    0.48228E+00
    0.22705E-03    0.49181E+00
    0.23164E-03    0.50153E+00
    0.23632E-03    0.51144E+00
    0.24109E-03    0.52155E+00
    0.24596E-03    0.53185E+00
    0.25093E-03    0.54236E+00
    0.25600E-03    0.55307E+00
    0.26117E-03    0.56400E+00
    0.26645E-03    0.57514E+00
    0.27183E-03    0.58650E+00
    0.27732E-03    0.59809E+00
    0.28292E-03    0.60990E+00
    0.28864E-03    0.62195E+00
    0.29447E-03    0.63424E+00
    0.30042E-03    0.64676E+00
    0.30649E-03    0.65954E+00
    0.31268E-03    0.67256E+00
    0.31899E-03    0.68584E+00
    0.32544E-03    0.69939E+00
    0.33201E-03    0.71320E+00
    0.33872E-03    0.72728E+00
    0.34556E-03    0.74164E+00
    0.35254E-03    0.75628E+00
    0.35966E-03    0.77121E+00
    0.36693E-03    0.78643E+00
    0.37434E-03    0.80196E+00
    0.38190E-03    0.81778E+00
    0.38962E-03    0.83392E+00
    0.39749E-03    0.85038E+00
    0.40552E-03    0.86716E+00
    0.41371E-03    0.88427E+00
    0.42207E-03    0.90172E+00
    0.43060E-03    0.91950E+00
    0.43929E-03    0.93764E+00
