#           k/h    P           
    0.10000E-03    0.17269E+00
    0.10202E-03    0.17611E+00
    0.10408E-03    0.17959E+00
    0.10618E-03    0.18314E+00
    0.10833E-03    0.18676E+00
    0.11052E-03    0.19045E+00
    0.11275E-03    0.19422E+00
    0.11503E-03    0.19806E+00
    0.11735E-03    0.20198E+00
    0.11972E-03    0.20597E+00
    0.12214E-03    0.21004E+00
    0.12461E-03    0.21419E+00
    0.12712E-03    0.21843E+00
    0.12969E-03    0.22275E+00
    0.13231E-03    0.22715E+00
    0.13499E-03    0.23164E+00
    0.13771E-03    0.23622E+00
    0.14049E-03    0.24089E+00
    0.14333E-03    0.24565E+00
    0.14623E-03    0.25051E+00
    0.14918E-03    0.25546E+00
    0.15220E-03    0.26051E+00
    0.15527E-03    0.26566E+00
    0.15841E-03    0.27091E+00
    0.16161E-03    0.27627E+00
    0.16487E-03    0.28173E+00
    0.16820E-03    0.28730E+00
    0.17160E-03    0.29298E+00
    0.17507E-03    0.29877E+00
    0.17860E-03    0.30467E+00
    0.18221E-03    0.31070E+00
    0.18589E-03    0.31684E+00
    0.18965E-03    0.32310E+00
    0.19348E-03    0.32949E+00
    0.19739E-03    0.33600E+00
    0.20138E-03    0.34264E+00
    0.20544E-03    0.34941E+00
    0.20959E-03    0.35632E+00
    0.21383E-03    0.36336E+00
    0.21815E-03    0.37054E+00
    0.22255E-03    0.37787E+00
    0.22705E-03    0.38533E+00
    0.23164E-03    0.39295E+00
    0.23632E-03    0.40072E+00
    0.24109E-03    0.40863E+00
    0.24596E-03    0.41671E+00
    0.25093E-03    0.42494E+00
    0.25600E-03    0.43334E+00
    0.26117E-03    0.44190E+00
    0.26645E-03    0.45064E+00
    0.27183E-03    0.45954E+00
    0.27732E-03    0.46862E+00
    0.28292E-03    0.47788E+00
    0.28864E-03    0.48732E+00
    0.29447E-03    0.49695E+00
    0.30042E-03    0.50677E+00
    0.30649E-03    0.51678E+00
    0.31268E-03    0.52699E+00
    0.31899E-03    0.53740E+00
    0.32544E-03    0.54801E+00
    0.33201E-03    0.55884E+00
    0.33872E-03    0.56988E+00
    0.34556E-03    0.58113E+00
    0.35254E-03    0.59261E+00
    0.35966E-03    0.60431E+00
    0.36693E-03    0.61625E+00
    0.37434E-03    0.62841E+00
    0.38190E-03    0.64082E+00
    0.38962E-03    0.65348E+00
    0.39749E-03    0.66638E+00
    0.40552E-03    0.67953E+00
    0.41371E-03    0.69295E+00
    0.42207E-03    0.70663E+00
    0.43060E-03    0.72058E+00
    0.43929E-03    0.73480E+00
    0.44817E-03    0.74930E+00
    0.45722E-03    0.76409E+00
    0.46646E-03    0.77916E+00
    0.47588E-03    0.79454E+00
    0.48550E-03    0.81021E+00
    0.49530E-03    0.82620E+00
    0.50531E-03    0.84249E+00
    0.51552E-03    0.85911E+00
    0.52593E-03    0.87605E+00
    0.53656E-03    0.89333E+00
    0.54739E-03    0.91094E+00
    0.55845E-03    0.92890E+00
    0.56973E-03    0.94721E+00
    0.58124E-03    0.96588E+00
    0.59299E-03    0.98492E+00
    0.60496E-03    0.10043E+01
    0.61719E-03    0.10241E+01
    0.62965E-03    0.10443E+01
    0.64237E-03    0.10649E+01
    0.65535E-03    0.10858E+01
    0.66859E-03    0.11072E+01
    0.68210E-03    0.11290E+01
    0.69588E-03    0.11512E+01
    0.70993E-03    0.11739E+01
    0.72427E-03    0.11970E+01
    0.73891E-03    0.12205E+01
    0.75383E-03    0.12445E+01
    0.76906E-03    0.12690E+01
    0.78460E-03    0.12940E+01
    0.80045E-03    0.13194E+01
    0.81662E-03    0.13453E+01
    0.83311E-03    0.13717E+01
    0.84994E-03    0.13987E+01
    0.86711E-03    0.14261E+01
    0.88463E-03    0.14541E+01
    0.90250E-03    0.14827E+01
    0.92073E-03    0.15118E+01
    0.93933E-03    0.15414E+01
    0.95831E-03    0.15716E+01
    0.97767E-03    0.16024E+01
