#    L    TT             EE             BB             TE          
   300    0.43490E+04    0.10013E+02    0.27341E-01    0.13036E+03
   301    0.43109E+04    0.10203E+02    0.27473E-01    0.13063E+03
   302    0.42729E+04    0.10393E+02    0.27604E-01    0.13087E+03
   303    0.42348E+04    0.10585E+02    0.27734E-01    0.13106E+03
   304    0.41967E+04    0.10778E+02    0.27864E-01    0.13120E+03
   305    0.41586E+04    0.10970E+02    0.27993E-01    0.13131E+03
   306    0.41205E+04    0.11164E+02    0.28121E-01    0.13137E+03
   307    0.40823E+04    0.11358E+02    0.28248E-01    0.13139E+03
   308    0.40443E+04    0.11554E+02    0.28375E-01    0.13138E+03
   309    0.40063E+04    0.11749E+02    0.28501E-01    0.13131E+03
   310    0.39683E+04    0.11944E+02    0.28627E-01    0.13121E+03
   311    0.39304E+04    0.12141E+02    0.28751E-01    0.13106E+03
   312    0.38926E+04    0.12337E+02    0.28875E-01    0.13087E+03
   313    0.38548E+04    0.12533E+02    0.28999E-01    0.13064E+03
   314    0.38171E+04    0.12730E+02    0.29122E-01    0.13037E+03
   315    0.37796E+04    0.12926E+02    0.29244E-01    0.13005E+03
   316    0.37422E+04    0.13123E+02    0.29365E-01    0.12969E+03
   317    0.37048E+04    0.13319E+02    0.29486E-01    0.12930E+03
   318    0.36676E+04    0.13515E+02    0.29606E-01    0.12886E+03
   319    0.36306E+04    0.13711E+02    0.29726E-01    0.12838E+03
   320    0.35938E+04    0.13907E+02    0.29845E-01    0.12786E+03
   321    0.35571E+04    0.14103E+02    0.29963E-01    0.12730E+03
   322    0.35206E+04    0.14297E+02    0.30081E-01    0.12670E+03
   323    0.34843E+04    0.14491E+02    0.30198E-01    0.12605E+03
   324    0.34482E+04    0.14685E+02    0.30314E-01    0.12536E+03
   325    0.34124E+04    0.14877E+02    0.30430E-01    0.12465E+03
   326    0.33767E+04    0.15069E+02    0.30546E-01    0.12388E+03
   327    0.33412E+04    0.15260E+02    0.30660E-01    0.12307E+03
   328    0.33061E+04    0.15450E+02    0.30775E-01    0.12224E+03
   329    0.32711E+04    0.15639E+02    0.30888E-01    0.12135E+03
   330    0.32364E+04    0.15826E+02    0.31001E-01    0.12043E+03
   331    0.32021E+04    0.16012E+02    0.31114E-01    0.11947E+03
   332    0.31680E+04    0.16198E+02    0.31226E-01    0.11848E+03
   333    0.31341E+04    0.16382E+02    0.31338E-01    0.11745E+03
   334    0.31006E+04    0.16565E+02    0.31449E-01    0.11639E+03
   335    0.30673E+04    0.16745E+02    0.31560E-01    0.11528E+03
   336    0.30344E+04    0.16924E+02    0.31670E-01    0.11414E+03
   337    0.30019E+04    0.17102E+02    0.31780E-01    0.11295E+03
   338    0.29696E+04    0.17277E+02    0.31889E-01    0.11174E+03
   339    0.29377E+04    0.17452E+02    0.31999E-01    0.11049E+03
   340    0.29062E+04    0.17624E+02    0.32107E-01    0.10922E+03
   341    0.28749E+04    0.17794E+02    0.32216E-01    0.10790E+03
   342    0.28441E+04    0.17963E+02    0.32324E-01    0.10655E+03
   343    0.28136E+04    0.18129E+02    0.32432E-01    0.10517E+03
   344    0.27836E+04    0.18293E+02    0.32539E-01    0.10375E+03
   345    0.27538E+04    0.18454E+02    0.32646E-01    0.10231E+03
   346    0.27245E+04    0.18614E+02    0.32753E-01    0.10084E+03
   347    0.26956E+04    0.18770E+02    0.32860E-01    0.99329E+02
   348    0.26671E+04    0.18924E+02    0.32966E-01    0.97790E+02
   349    0.26390E+04    0.19076E+02    0.33072E-01    0.96220E+02
   350    0.26114E+04    0.19224E+02    0.33178E-01    0.94627E+02
   351    0.25843E+04    0.19371E+02    0.33284E-01    0.93003E+02
   352    0.25575E+04    0.19514E+02    0.33389E-01    0.91349E+02
   353    0.25312E+04    0.19654E+02    0.33495E-01    0.89679E+02
   354    0.25052E+04    0.19792E+02    0.33600E-01    0.87971E+02
   355    0.24798E+04    0.19927E+02    0.33705E-01    0.86240E+02
   356    0.24548E+04    0.20059E+02    0.33810E-01    0.84494E+02
   357    0.24303E+04    0.20187E+02    0.33916E-01    0.82718E+02
   358    0.24062E+04    0.20312E+02    0.34021E-01    0.80927E+02
   359    0.23826E+04    0.20434E+02    0.34126E-01    0.79106E+02
   360    0.23594E+04    0.20553E+02    0.34231E-01    0.77266E+02
   361    0.23367E+04    0.20668E+02    0.34336E-01    0.75404E+02
   362    0.23146E+04    0.20781E+02    0.34441E-01    0.73521E+02
   363    0.22928E+04    0.20890E+02    0.34546E-01    0.71622E+02
   364    0.22716E+04    0.20995E+02    0.34652E-01    0.69701E+02
   365    0.22508E+04    0.21097E+02    0.34757E-01    0.67765E+02
   366    0.22305E+04    0.21196E+02    0.34863E-01    0.65812E+02
   367    0.22107E+04    0.21289E+02    0.34968E-01    0.63843E+02
   368    0.21913E+04    0.21381E+02    0.35074E-01    0.61860E+02
   369    0.21726E+04    0.21468E+02    0.35180E-01    0.59861E+02
   370    0.21543E+04    0.21552E+02    0.35286E-01    0.57852E+02
   371    0.21364E+04    0.21632E+02    0.35392E-01    0.55828E+02
   372    0.21191E+04    0.21708E+02    0.35499E-01    0.53795E+02
   373    0.21022E+04    0.21780E+02    0.35606E-01    0.51749E+02
   374    0.20859E+04    0.21849E+02    0.35713E-01    0.49694E+02
   375    0.20699E+04    0.21913E+02    0.35820E-01    0.47630E+02
   376    0.20546E+04    0.21974E+02    0.35928E-01    0.45558E+02
   377    0.20398E+04    0.22031E+02    0.36036E-01    0.43481E+02
   378    0.20254E+04    0.22083E+02    0.36145E-01    0.41395E+02
   379    0.20115E+04    0.22132E+02    0.36253E-01    0.39306E+02
   380    0.19982E+04    0.22178E+02    0.36363E-01    0.37210E+02
   381    0.19853E+04    0.22217E+02    0.36473E-01    0.35112E+02
   382    0.19728E+04    0.22254E+02    0.36583E-01    0.33012E+02
   383    0.19609E+04    0.22286E+02    0.36694E-01    0.30909E+02
   384    0.19496E+04    0.22313E+02    0.36805E-01    0.28806E+02
   385    0.19387E+04    0.22338E+02    0.36916E-01    0.26702E+02
   386    0.19283E+04    0.22358E+02    0.37029E-01    0.24600E+02
   387    0.19183E+04    0.22373E+02    0.37141E-01    0.22500E+02
   388    0.19089E+04    0.22384E+02    0.37255E-01    0.20402E+02
   389    0.18999E+04    0.22389E+02    0.37369E-01    0.18308E+02
   390    0.18915E+04    0.22393E+02    0.37483E-01    0.16220E+02
   391    0.18835E+04    0.22392E+02    0.37598E-01    0.14136E+02
   392    0.18760E+04    0.22388E+02    0.37714E-01    0.12059E+02
   393    0.18690E+04    0.22378E+02    0.37830E-01    0.99888E+01
   394    0.18624E+04    0.22365E+02    0.37947E-01    0.79277E+01
