#    L    TT             EE             TE             PP             TP          
   272    0.48732E+04    0.50582E+01    0.99320E+02    0.21208E+07    0.16349E+04
   273    0.48437E+04    0.51969E+01    0.10050E+03    0.21121E+07    0.16214E+04
   274    0.48140E+04    0.53380E+01    0.10164E+03    0.21035E+07    0.16081E+04
   275    0.47840E+04    0.54809E+01    0.10276E+03    0.20949E+07    0.15948E+04
   276    0.47537E+04    0.56259E+01    0.10384E+03    0.20863E+07    0.15816E+04
   277    0.47230E+04    0.57729E+01    0.10490E+03    0.20778E+07    0.15685E+04
   278    0.46920E+04    0.59219E+01    0.10592E+03    0.20694E+07    0.15555E+04
   279    0.46608E+04    0.60728E+01    0.10691E+03    0.20610E+07    0.15426E+04
   280    0.46293E+04    0.62255E+01    0.10788E+03    0.20527E+07    0.15298E+04
   281    0.45977E+04    0.63803E+01    0.10882E+03    0.20444E+07    0.15171E+04
   282    0.45656E+04    0.65366E+01    0.10972E+03    0.20362E+07    0.15045E+04
   283    0.45335E+04    0.66949E+01    0.11058E+03    0.20280E+07    0.14920E+04
   284    0.45011E+04    0.68549E+01    0.11142E+03    0.20199E+07    0.14795E+04
   285    0.44685E+04    0.70167E+01    0.11222E+03    0.20118E+07    0.14672E+04
   286    0.44356E+04    0.71801E+01    0.11298E+03    0.20037E+07    0.14549E+04
   287    0.44026E+04    0.73452E+01    0.11372E+03    0.19958E+07    0.14427E+04
   288    0.43694E+04    0.75118E+01    0.11442E+03    0.19878E+07    0.14307E+04
   289    0.43360E+04    0.76800E+01    0.11508E+03    0.19799E+07    0.14187E+04
   290    0.43025E+04    0.78496E+01    0.11572E+03    0.19721E+07    0.14067E+04
   291    0.42688E+04    0.80213E+01    0.11630E+03    0.19643E+07    0.13949E+04
   292    0.42348E+04    0.81940E+01    0.11686E+03    0.19565E+07    0.13832E+04
   293    0.42009E+04    0.83673E+01    0.11737E+03    0.19488E+07    0.13715E+04
   294    0.41668E+04    0.85427E+01    0.11786E+03    0.19412E+07    0.13600E+04
   295    0.41327E+04    0.87186E+01    0.11830E+03    0.19336E+07    0.13485E+04
   296    0.40984E+04    0.88967E+01    0.11871E+03    0.19260E+07    0.13371E+04
   297    0.40641E+04    0.90747E+01    0.11908E+03    0.19185E+07    0.13258E+04
   298    0.40296E+04    0.92547E+01    0.11941E+03    0.19110E+07    0.13145E+04
   299    0.39951E+04    0.94360E+01    0.11970E+03    0.19035E+07    0.13034E+04
   300    0.39604E+04    0.96171E+01    0.11995E+03    0.18961E+07    0.12923E+04
   301    0.39258E+04    0.97996E+01    0.12016E+03    0.18888E+07    0.12813E+04
   302    0.38912E+04    0.99826E+01    0.12034E+03    0.18815E+07    0.12704E+04
   303    0.38565E+04    0.10167E+02    0.12048E+03    0.18742E+07    0.12595E+04
   304    0.38218E+04    0.10353E+02    0.12057E+03    0.18670E+07    0.12487E+04
   305    0.37872E+04    0.10538E+02    0.12062E+03    0.18598E+07    0.12381E+04
   306    0.37525E+04    0.10724E+02    0.12064E+03    0.18526E+07    0.12274E+04
   307    0.37178E+04    0.10910E+02    0.12061E+03    0.18455E+07    0.12169E+04
   308    0.36832E+04    0.11099E+02    0.12055E+03    0.18384E+07    0.12065E+04
   309    0.36487E+04    0.11287E+02    0.12044E+03    0.18314E+07    0.11961E+04
   310    0.36142E+04    0.11474E+02    0.12030E+03    0.18244E+07    0.11858E+04
   311    0.35798E+04    0.11663E+02    0.12011E+03    0.18174E+07    0.11755E+04
   312    0.35455E+04    0.11852E+02    0.11989E+03    0.18105E+07    0.11654E+04
   313    0.35112E+04    0.12040E+02    0.11963E+03    0.18036E+07    0.11553E+04
   314    0.34770E+04    0.12230E+02    0.11933E+03    0.17968E+07    0.11453E+04
   315    0.34430E+04    0.12418E+02    0.11899E+03    0.17900E+07    0.11354E+04
   316    0.34091E+04    0.12607E+02    0.11861E+03    0.17832E+07    0.11255E+04
   317    0.33752E+04    0.12795E+02    0.11819E+03    0.17765E+07    0.11157E+04
   318    0.33416E+04    0.12984E+02    0.11773E+03    0.17698E+07    0.11060E+04
   319    0.33080E+04    0.13172E+02    0.11723E+03    0.17631E+07    0.10964E+04
   320    0.32747E+04    0.13360E+02    0.11670E+03    0.17565E+07    0.10868E+04
