#    L    TT             EE             TE             PP             TP          
   120    0.33346E+04    0.10368E+01   -0.36147E+02    0.45634E+07    0.59677E+04
   121    0.33688E+04    0.10457E+01   -0.36707E+02    0.45370E+07    0.59067E+04
   122    0.34031E+04    0.10540E+01   -0.37257E+02    0.45107E+07    0.58467E+04
   123    0.34374E+04    0.10618E+01   -0.37795E+02    0.44845E+07    0.57877E+04
   124    0.34718E+04    0.10693E+01   -0.38318E+02    0.44586E+07    0.57295E+04
   125    0.35063E+04    0.10762E+01   -0.38830E+02    0.44328E+07    0.56723E+04
   126    0.35408E+04    0.10828E+01   -0.39329E+02    0.44072E+07    0.56159E+04
   127    0.35753E+04    0.10888E+01   -0.39814E+02    0.43818E+07    0.55604E+04
   128    0.36098E+04    0.10944E+01   -0.40285E+02    0.43565E+07    0.55057E+04
   129    0.36444E+04    0.10995E+01   -0.40741E+02    0.43314E+07    0.54519E+04
   130    0.36790E+04    0.11040E+01   -0.41180E+02    0.43065E+07    0.53988E+04
   131    0.37136E+04    0.11081E+01   -0.41605E+02    0.42818E+07    0.53466E+04
   132    0.37482E+04    0.11117E+01   -0.42012E+02    0.42572E+07    0.52950E+04
   133    0.37828E+04    0.11148E+01   -0.42404E+02    0.42329E+07    0.52443E+04
   134    0.38174E+04    0.11174E+01   -0.42776E+02    0.42087E+07    0.51942E+04
   135    0.38520E+04    0.11195E+01   -0.43132E+02    0.41846E+07    0.51449E+04
   136    0.38865E+04    0.11210E+01   -0.43467E+02    0.41608E+07    0.50962E+04
   137    0.39209E+04    0.11221E+01   -0.43783E+02    0.41371E+07    0.50482E+04
   138    0.39553E+04    0.11226E+01   -0.44080E+02    0.41136E+07    0.50009E+04
   139    0.39894E+04    0.11227E+01   -0.44356E+02    0.40903E+07    0.49542E+04
   140    0.40236E+04    0.11222E+01   -0.44613E+02    0.40671E+07    0.49081E+04
   141    0.40576E+04    0.11212E+01   -0.44847E+02    0.40441E+07    0.48626E+04
   142    0.40916E+04    0.11197E+01   -0.45061E+02    0.40213E+07    0.48177E+04
   143    0.41255E+04    0.11177E+01   -0.45253E+02    0.39986E+07    0.47734E+04
   144    0.41592E+04    0.11152E+01   -0.45423E+02    0.39762E+07    0.47296E+04
