#    L    TT             EE             BB             TE          
   305    0.41494E+04    0.10479E+02    0.31656E-01    0.12880E+03
   306    0.41120E+04    0.10667E+02    0.31802E-01    0.12893E+03
   307    0.40747E+04    0.10856E+02    0.31948E-01    0.12901E+03
   308    0.40373E+04    0.11047E+02    0.32093E-01    0.12906E+03
   309    0.40001E+04    0.11237E+02    0.32237E-01    0.12906E+03
   310    0.39627E+04    0.11427E+02    0.32381E-01    0.12902E+03
   311    0.39255E+04    0.11619E+02    0.32523E-01    0.12894E+03
   312    0.38884E+04    0.11811E+02    0.32666E-01    0.12883E+03
   313    0.38512E+04    0.12003E+02    0.32807E-01    0.12866E+03
   314    0.38142E+04    0.12195E+02    0.32948E-01    0.12847E+03
   315    0.37773E+04    0.12387E+02    0.33088E-01    0.12822E+03
   316    0.37404E+04    0.12579E+02    0.33227E-01    0.12794E+03
   317    0.37037E+04    0.12771E+02    0.33366E-01    0.12761E+03
   318    0.36670E+04    0.12963E+02    0.33504E-01    0.12725E+03
   319    0.36305E+04    0.13155E+02    0.33641E-01    0.12684E+03
   320    0.35942E+04    0.13347E+02    0.33777E-01    0.12641E+03
   321    0.35580E+04    0.13539E+02    0.33913E-01    0.12592E+03
   322    0.35220E+04    0.13730E+02    0.34049E-01    0.12540E+03
   323    0.34862E+04    0.13921E+02    0.34183E-01    0.12483E+03
   324    0.34505E+04    0.14112E+02    0.34317E-01    0.12422E+03
   325    0.34151E+04    0.14300E+02    0.34451E-01    0.12359E+03
   326    0.33798E+04    0.14489E+02    0.34583E-01    0.12289E+03
   327    0.33447E+04    0.14677E+02    0.34716E-01    0.12217E+03
   328    0.33099E+04    0.14864E+02    0.34847E-01    0.12142E+03
   329    0.32753E+04    0.15050E+02    0.34978E-01    0.12061E+03
   330    0.32409E+04    0.15235E+02    0.35108E-01    0.11977E+03
   331    0.32069E+04    0.15419E+02    0.35238E-01    0.11890E+03
   332    0.31731E+04    0.15602E+02    0.35368E-01    0.11799E+03
   333    0.31395E+04    0.15784E+02    0.35496E-01    0.11705E+03
   334    0.31062E+04    0.15965E+02    0.35625E-01    0.11606E+03
   335    0.30732E+04    0.16143E+02    0.35753E-01    0.11504E+03
   336    0.30405E+04    0.16321E+02    0.35880E-01    0.11398E+03
   337    0.30081E+04    0.16497E+02    0.36007E-01    0.11288E+03
   338    0.29760E+04    0.16671E+02    0.36134E-01    0.11175E+03
   339    0.29443E+04    0.16845E+02    0.36260E-01    0.11059E+03
   340    0.29128E+04    0.17016E+02    0.36386E-01    0.10940E+03
   341    0.28817E+04    0.17185E+02    0.36512E-01    0.10816E+03
   342    0.28509E+04    0.17353E+02    0.36637E-01    0.10689E+03
   343    0.28205E+04    0.17519E+02    0.36762E-01    0.10559E+03
   344    0.27905E+04    0.17682E+02    0.36886E-01    0.10426E+03
   345    0.27608E+04    0.17843E+02    0.37010E-01    0.10290E+03
   346    0.27315E+04    0.18003E+02    0.37134E-01    0.10151E+03
   347    0.27026E+04    0.18160E+02    0.37258E-01    0.10009E+03
   348    0.26741E+04    0.18314E+02    0.37381E-01    0.98629E+02
   349    0.26459E+04    0.18467E+02    0.37504E-01    0.97142E+02
   350    0.26182E+04    0.18616E+02    0.37627E-01    0.95630E+02
   351    0.25910E+04    0.18763E+02    0.37749E-01    0.94087E+02
   352    0.25641E+04    0.18908E+02    0.37872E-01    0.92514E+02
   353    0.25376E+04    0.19050E+02    0.37994E-01    0.90924E+02
   354    0.25115E+04    0.19189E+02    0.38116E-01    0.89295E+02
   355    0.24859E+04    0.19325E+02    0.38239E-01    0.87644E+02
