#    L    TT             EE             BB             TE             PP             TP             EP          
   186    0.58143E+04    0.78129E+00    0.00000E+00   -0.32438E+02    0.62391E-07    0.20583E-03   -0.58749E-06
   187    0.58359E+04    0.77154E+00    0.00000E+00   -0.31430E+02    0.62057E-07    0.20420E-03   -0.57359E-06
   188    0.58569E+04    0.76217E+00    0.00000E+00   -0.30396E+02    0.61726E-07    0.20259E-03   -0.55927E-06
   189    0.58772E+04    0.75323E+00    0.00000E+00   -0.29332E+02    0.61398E-07    0.20100E-03   -0.54456E-06
   190    0.58973E+04    0.74477E+00    0.00000E+00   -0.28242E+02    0.61073E-07    0.19941E-03   -0.52950E-06
   191    0.59164E+04    0.73681E+00    0.00000E+00   -0.27124E+02    0.60750E-07    0.19785E-03   -0.51413E-06
   192    0.59351E+04    0.72938E+00    0.00000E+00   -0.25978E+02    0.60430E-07    0.19630E-03   -0.49849E-06
   193    0.59531E+04    0.72254E+00    0.00000E+00   -0.24806E+02    0.60112E-07    0.19476E-03   -0.48260E-06
   194    0.59706E+04    0.71630E+00    0.00000E+00   -0.23607E+02    0.59797E-07    0.19324E-03   -0.46651E-06
   195    0.59875E+04    0.71072E+00    0.00000E+00   -0.22382E+02    0.59485E-07    0.19173E-03   -0.45024E-06
   196    0.60037E+04    0.70583E+00    0.00000E+00   -0.21131E+02    0.59175E-07    0.19023E-03   -0.43384E-06
   197    0.60194E+04    0.70167E+00    0.00000E+00   -0.19855E+02    0.58868E-07    0.18875E-03   -0.41734E-06
   198    0.60345E+04    0.69828E+00    0.00000E+00   -0.18554E+02    0.58563E-07    0.18728E-03   -0.40078E-06
   199    0.60489E+04    0.69569E+00    0.00000E+00   -0.17229E+02    0.58261E-07    0.18582E-03   -0.38418E-06
   200    0.60628E+04    0.69394E+00    0.00000E+00   -0.15879E+02    0.57961E-07    0.18438E-03   -0.36760E-06
   201    0.60760E+04    0.69308E+00    0.00000E+00   -0.14505E+02    0.57663E-07    0.18294E-03   -0.35104E-06
   202    0.60886E+04    0.69314E+00    0.00000E+00   -0.13108E+02    0.57368E-07    0.18152E-03   -0.33454E-06
   203    0.61005E+04    0.69416E+00    0.00000E+00   -0.11687E+02    0.57076E-07    0.18011E-03   -0.31807E-06
   204    0.61117E+04    0.69618E+00    0.00000E+00   -0.10245E+02    0.56785E-07    0.17871E-03   -0.30165E-06
   205    0.61223E+04    0.69923E+00    0.00000E+00   -0.87810E+01    0.56497E-07    0.17732E-03   -0.28527E-06
   206    0.61321E+04    0.70336E+00    0.00000E+00   -0.72952E+01    0.56212E-07    0.17595E-03   -0.26893E-06
   207    0.61413E+04    0.70860E+00    0.00000E+00   -0.57884E+01    0.55928E-07    0.17458E-03   -0.25264E-06
   208    0.61497E+04    0.71499E+00    0.00000E+00   -0.42612E+01    0.55647E-07    0.17323E-03   -0.23640E-06
   209    0.61575E+04    0.72257E+00    0.00000E+00   -0.27141E+01    0.55368E-07    0.17188E-03   -0.22020E-06
   210    0.61645E+04    0.73138E+00    0.00000E+00   -0.11481E+01    0.55092E-07    0.17055E-03   -0.20404E-06
   211    0.61709E+04    0.74145E+00    0.00000E+00    0.43683E+00    0.54817E-07    0.16923E-03   -0.18793E-06
   212    0.61765E+04    0.75283E+00    0.00000E+00    0.20396E+01    0.54545E-07    0.16792E-03   -0.17186E-06
   213    0.61815E+04    0.76555E+00    0.00000E+00    0.36601E+01    0.54275E-07    0.16662E-03   -0.15585E-06
   214    0.61857E+04    0.77960E+00    0.00000E+00    0.52972E+01    0.54007E-07    0.16532E-03   -0.13988E-06
   215    0.61893E+04    0.79520E+00    0.00000E+00    0.69499E+01    0.53741E-07    0.16404E-03   -0.12395E-06
   216    0.61921E+04    0.81214E+00    0.00000E+00    0.86189E+01    0.53477E-07    0.16277E-03   -0.10807E-06
   217    0.61943E+04    0.83059E+00    0.00000E+00    0.10302E+02    0.53216E-07    0.16151E-03   -0.92244E-07
   218    0.61958E+04    0.85055E+00    0.00000E+00    0.11999E+02    0.52956E-07    0.16026E-03   -0.76463E-07
   219    0.61966E+04    0.87203E+00    0.00000E+00    0.13712E+02    0.52699E-07    0.15902E-03   -0.60730E-07
   220    0.61967E+04    0.89516E+00    0.00000E+00    0.15435E+02    0.52443E-07    0.15779E-03   -0.45046E-07
   221    0.61962E+04    0.91989E+00    0.00000E+00    0.17170E+02    0.52190E-07    0.15657E-03   -0.29411E-07
   222    0.61950E+04    0.94636E+00    0.00000E+00    0.18917E+02    0.51938E-07    0.15536E-03   -0.13826E-07
   223    0.61930E+04    0.97450E+00    0.00000E+00    0.20676E+02    0.51689E-07    0.15416E-03    0.17099E-08
   224    0.61904E+04    0.10043E+01    0.00000E+00    0.22443E+02    0.51441E-07    0.15297E-03    0.17195E-07
   225    0.61871E+04    0.10359E+01    0.00000E+00    0.24221E+02    0.51195E-07    0.15179E-03    0.32630E-07
   226    0.61832E+04    0.10694E+01    0.00000E+00    0.26006E+02    0.50952E-07    0.15061E-03    0.48014E-07
   227    0.61785E+04    0.11047E+01    0.00000E+00    0.27800E+02    0.50710E-07    0.14945E-03    0.63346E-07
   228    0.61732E+04    0.11418E+01    0.00000E+00    0.29601E+02    0.50470E-07    0.14829E-03    0.78627E-07
   229    0.61673E+04    0.11808E+01    0.00000E+00    0.31407E+02    0.50232E-07    0.14715E-03    0.93856E-07
   230    0.61606E+04    0.12217E+01    0.00000E+00    0.33219E+02    0.49995E-07    0.14601E-03    0.10903E-06
