#    L    TT             EE             BB             TE             PP             TP             EP          
   112    0.31067E+04    0.95929E+00    0.00000E+00   -0.31692E+02    0.10358E-06    0.38782E-03   -0.89904E-06
   113    0.31405E+04    0.97115E+00    0.00000E+00   -0.32328E+02    0.10296E-06    0.38362E-03   -0.89924E-06
   114    0.31744E+04    0.98262E+00    0.00000E+00   -0.32957E+02    0.10234E-06    0.37948E-03   -0.89998E-06
   115    0.32085E+04    0.99384E+00    0.00000E+00   -0.33578E+02    0.10172E-06    0.37541E-03   -0.90116E-06
   116    0.32427E+04    0.10046E+01    0.00000E+00   -0.34192E+02    0.10111E-06    0.37141E-03   -0.90267E-06
   117    0.32771E+04    0.10149E+01    0.00000E+00   -0.34797E+02    0.10051E-06    0.36747E-03   -0.90440E-06
   118    0.33117E+04    0.10250E+01    0.00000E+00   -0.35393E+02    0.99906E-07    0.36360E-03   -0.90626E-06
   119    0.33463E+04    0.10347E+01    0.00000E+00   -0.35980E+02    0.99308E-07    0.35979E-03   -0.90814E-06
   120    0.33810E+04    0.10439E+01    0.00000E+00   -0.36556E+02    0.98715E-07    0.35604E-03   -0.90992E-06
   121    0.34158E+04    0.10528E+01    0.00000E+00   -0.37121E+02    0.98125E-07    0.35235E-03   -0.91152E-06
   122    0.34506E+04    0.10612E+01    0.00000E+00   -0.37675E+02    0.97540E-07    0.34872E-03   -0.91283E-06
   123    0.34855E+04    0.10691E+01    0.00000E+00   -0.38218E+02    0.96959E-07    0.34515E-03   -0.91374E-06
   124    0.35205E+04    0.10766E+01    0.00000E+00   -0.38747E+02    0.96382E-07    0.34163E-03   -0.91415E-06
   125    0.35555E+04    0.10836E+01    0.00000E+00   -0.39263E+02    0.95809E-07    0.33817E-03   -0.91395E-06
   126    0.35906E+04    0.10902E+01    0.00000E+00   -0.39766E+02    0.95241E-07    0.33476E-03   -0.91305E-06
   127    0.36256E+04    0.10962E+01    0.00000E+00   -0.40255E+02    0.94676E-07    0.33141E-03   -0.91133E-06
   128    0.36607E+04    0.11019E+01    0.00000E+00   -0.40730E+02    0.94116E-07    0.32811E-03   -0.90870E-06
   129    0.36958E+04    0.11070E+01    0.00000E+00   -0.41189E+02    0.93560E-07    0.32486E-03   -0.90505E-06
   130    0.37310E+04    0.11115E+01    0.00000E+00   -0.41632E+02    0.93008E-07    0.32165E-03   -0.90027E-06
   131    0.37661E+04    0.11157E+01    0.00000E+00   -0.42060E+02    0.92460E-07    0.31850E-03   -0.89431E-06
   132    0.38014E+04    0.11193E+01    0.00000E+00   -0.42471E+02    0.91916E-07    0.31539E-03   -0.88724E-06
   133    0.38365E+04    0.11224E+01    0.00000E+00   -0.42865E+02    0.91377E-07    0.31233E-03   -0.87917E-06
   134    0.38717E+04    0.11250E+01    0.00000E+00   -0.43240E+02    0.90842E-07    0.30931E-03   -0.87022E-06
   135    0.39068E+04    0.11271E+01    0.00000E+00   -0.43598E+02    0.90310E-07    0.30634E-03   -0.86050E-06
   136    0.39418E+04    0.11286E+01    0.00000E+00   -0.43935E+02    0.89783E-07    0.30341E-03   -0.85014E-06
   137    0.39768E+04    0.11297E+01    0.00000E+00   -0.44254E+02    0.89260E-07    0.30052E-03   -0.83924E-06
   138    0.40117E+04    0.11302E+01    0.00000E+00   -0.44552E+02    0.88740E-07    0.29767E-03   -0.82793E-06
   139    0.40464E+04    0.11303E+01    0.00000E+00   -0.44830E+02    0.88225E-07    0.29485E-03   -0.81631E-06
   140    0.40812E+04    0.11298E+01    0.00000E+00   -0.45088E+02    0.87714E-07    0.29208E-03   -0.80450E-06
   141    0.41157E+04    0.11288E+01    0.00000E+00   -0.45323E+02    0.87206E-07    0.28935E-03   -0.79262E-06
   142    0.41502E+04    0.11272E+01    0.00000E+00   -0.45537E+02    0.86703E-07    0.28664E-03   -0.78078E-06
   143    0.41847E+04    0.11252E+01    0.00000E+00   -0.45730E+02    0.86204E-07    0.28398E-03   -0.76909E-06
