#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   334    0.28297E+04    0.10526E+03    0.16828E-06    0.10526E+03    0.15910E+02    0.38195E-08    0.16828E-06    0.38195E-08    0.32095E-12
   335    0.27998E+04    0.10417E+03    0.16628E-06    0.10417E+03    0.16082E+02    0.38242E-08    0.16628E-06    0.38242E-08    0.31788E-12
   336    0.27702E+04    0.10305E+03    0.16431E-06    0.10305E+03    0.16254E+02    0.38285E-08    0.16431E-06    0.38285E-08    0.31484E-12
   337    0.27409E+04    0.10189E+03    0.16237E-06    0.10189E+03    0.16424E+02    0.38323E-08    0.16237E-06    0.38323E-08    0.31184E-12
   338    0.27119E+04    0.10071E+03    0.16044E-06    0.10071E+03    0.16592E+02    0.38357E-08    0.16044E-06    0.38357E-08    0.30888E-12
   339    0.26834E+04    0.99490E+02    0.15854E-06    0.99490E+02    0.16760E+02    0.38387E-08    0.15854E-06    0.38387E-08    0.30596E-12
   340    0.26551E+04    0.98248E+02    0.15667E-06    0.98248E+02    0.16925E+02    0.38413E-08    0.15667E-06    0.38413E-08    0.30306E-12
   341    0.26271E+04    0.96962E+02    0.15481E-06    0.96962E+02    0.17087E+02    0.38434E-08    0.15481E-06    0.38434E-08    0.30021E-12
   342    0.25995E+04    0.95647E+02    0.15297E-06    0.95647E+02    0.17249E+02    0.38451E-08    0.15297E-06    0.38451E-08    0.29739E-12
   343    0.25722E+04    0.94303E+02    0.15116E-06    0.94303E+02    0.17407E+02    0.38464E-08    0.15116E-06    0.38464E-08    0.29460E-12
   344    0.25454E+04    0.92930E+02    0.14937E-06    0.92930E+02    0.17564E+02    0.38473E-08    0.14937E-06    0.38473E-08    0.29184E-12
   345    0.25188E+04    0.91528E+02    0.14760E-06    0.91528E+02    0.17718E+02    0.38477E-08    0.14760E-06    0.38477E-08    0.28912E-12
   346    0.24926E+04    0.90105E+02    0.14584E-06    0.90105E+02    0.17871E+02    0.38478E-08    0.14584E-06    0.38478E-08    0.28643E-12
   347    0.24668E+04    0.88645E+02    0.14411E-06    0.88645E+02    0.18020E+02    0.38474E-08    0.14411E-06    0.38474E-08    0.28376E-12
   348    0.24414E+04    0.87157E+02    0.14240E-06    0.87157E+02    0.18167E+02    0.38466E-08    0.14240E-06    0.38466E-08    0.28113E-12
   349    0.24164E+04    0.85641E+02    0.14071E-06    0.85641E+02    0.18312E+02    0.38454E-08    0.14071E-06    0.38454E-08    0.27853E-12
   350    0.23918E+04    0.84103E+02    0.13904E-06    0.84103E+02    0.18454E+02    0.38438E-08    0.13904E-06    0.38438E-08    0.27596E-12
   351    0.23677E+04    0.82538E+02    0.13738E-06    0.82538E+02    0.18593E+02    0.38417E-08    0.13738E-06    0.38417E-08    0.27341E-12
   352    0.23438E+04    0.80943E+02    0.13575E-06    0.80943E+02    0.18730E+02    0.38393E-08    0.13575E-06    0.38393E-08    0.27089E-12
   353    0.23205E+04    0.79336E+02    0.13413E-06    0.79336E+02    0.18864E+02    0.38365E-08    0.13413E-06    0.38365E-08    0.26840E-12
   354    0.22974E+04    0.77693E+02    0.13253E-06    0.77693E+02    0.18994E+02    0.38332E-08    0.13253E-06    0.38332E-08    0.26594E-12
   355    0.22749E+04    0.76029E+02    0.13095E-06    0.76029E+02    0.19123E+02    0.38296E-08    0.13095E-06    0.38296E-08    0.26350E-12
   356    0.22528E+04    0.74352E+02    0.12939E-06    0.74352E+02    0.19248E+02    0.38256E-08    0.12939E-06    0.38256E-08    0.26109E-12
   357    0.22311E+04    0.72648E+02    0.12785E-06    0.72648E+02    0.19371E+02    0.38213E-08    0.12785E-06    0.38213E-08    0.25871E-12
   358    0.22098E+04    0.70930E+02    0.12632E-06    0.70930E+02    0.19489E+02    0.38165E-08    0.12632E-06    0.38165E-08    0.25635E-12
   359    0.21890E+04    0.69185E+02    0.12481E-06    0.69185E+02    0.19604E+02    0.38114E-08    0.12481E-06    0.38114E-08    0.25402E-12
   360    0.21686E+04    0.67422E+02    0.12332E-06    0.67422E+02    0.19717E+02    0.38060E-08    0.12332E-06    0.38060E-08    0.25171E-12
   361    0.21486E+04    0.65639E+02    0.12185E-06    0.65639E+02    0.19827E+02    0.38002E-08    0.12185E-06    0.38002E-08    0.24943E-12
   362    0.21291E+04    0.63838E+02    0.12039E-06    0.63838E+02    0.19933E+02    0.37940E-08    0.12039E-06    0.37940E-08    0.24717E-12
   363    0.21100E+04    0.62022E+02    0.11895E-06    0.62022E+02    0.20037E+02    0.37875E-08    0.11895E-06    0.37875E-08    0.24494E-12
   364    0.20914E+04    0.60186E+02    0.11753E-06    0.60186E+02    0.20136E+02    0.37807E-08    0.11753E-06    0.37807E-08    0.24274E-12
   365    0.20732E+04    0.58337E+02    0.11613E-06    0.58337E+02    0.20232E+02    0.37735E-08    0.11613E-06    0.37735E-08    0.24055E-12
   366    0.20555E+04    0.56472E+02    0.11474E-06    0.56472E+02    0.20325E+02    0.37660E-08    0.11474E-06    0.37660E-08    0.23840E-12
   367    0.20382E+04    0.54593E+02    0.11336E-06    0.54593E+02    0.20413E+02    0.37582E-08    0.11336E-06    0.37582E-08    0.23626E-12
   368    0.20213E+04    0.52701E+02    0.11201E-06    0.52701E+02    0.20499E+02    0.37501E-08    0.11201E-06    0.37501E-08    0.23415E-12
   369    0.20051E+04    0.50795E+02    0.11067E-06    0.50795E+02    0.20581E+02    0.37417E-08    0.11067E-06    0.37417E-08    0.23206E-12
   370    0.19892E+04    0.48880E+02    0.10934E-06    0.48880E+02    0.20660E+02    0.37329E-08    0.10934E-06    0.37329E-08    0.23000E-12
   371    0.19737E+04    0.46953E+02    0.10803E-06    0.46953E+02    0.20734E+02    0.37239E-08    0.10803E-06    0.37239E-08    0.22796E-12
   372    0.19587E+04    0.45016E+02    0.10674E-06    0.45016E+02    0.20805E+02    0.37146E-08    0.10674E-06    0.37146E-08    0.22594E-12
   373    0.19442E+04    0.43069E+02    0.10546E-06    0.43069E+02    0.20872E+02    0.37050E-08    0.10546E-06    0.37050E-08    0.22394E-12
   374    0.19302E+04    0.41114E+02    0.10420E-06    0.41114E+02    0.20936E+02    0.36951E-08    0.10420E-06    0.36951E-08    0.22197E-12
   375    0.19165E+04    0.39152E+02    0.10296E-06    0.39152E+02    0.20996E+02    0.36849E-08    0.10296E-06    0.36849E-08    0.22001E-12
   376    0.19034E+04    0.37183E+02    0.10172E-06    0.37183E+02    0.21053E+02    0.36745E-08    0.10172E-06    0.36745E-08    0.21808E-12
   377    0.18908E+04    0.35209E+02    0.10051E-06    0.35209E+02    0.21105E+02    0.36638E-08    0.10051E-06    0.36638E-08    0.21617E-12
   378    0.18786E+04    0.33229E+02    0.99306E-07    0.33229E+02    0.21152E+02    0.36529E-08    0.99306E-07    0.36529E-08    0.21428E-12
   379    0.18668E+04    0.31245E+02    0.98119E-07    0.31245E+02    0.21197E+02    0.36417E-08    0.98119E-07    0.36417E-08    0.21241E-12
   380    0.18556E+04    0.29257E+02    0.96946E-07    0.29257E+02    0.21239E+02    0.36303E-08    0.96946E-07    0.36303E-08    0.21056E-12
   381    0.18448E+04    0.27268E+02    0.95788E-07    0.27268E+02    0.21273E+02    0.36186E-08    0.95788E-07    0.36186E-08    0.20873E-12
   382    0.18343E+04    0.25277E+02    0.94643E-07    0.25277E+02    0.21306E+02    0.36067E-08    0.94643E-07    0.36067E-08    0.20693E-12
   383    0.18245E+04    0.23284E+02    0.93513E-07    0.23284E+02    0.21334E+02    0.35945E-08    0.93513E-07    0.35945E-08    0.20514E-12
   384    0.18151E+04    0.21292E+02    0.92397E-07    0.21292E+02    0.21358E+02    0.35822E-08    0.92397E-07    0.35822E-08    0.20337E-12
   385    0.18061E+04    0.19301E+02    0.91295E-07    0.19301E+02    0.21379E+02    0.35696E-08    0.91295E-07    0.35696E-08    0.20162E-12
   386    0.17976E+04    0.17312E+02    0.90206E-07    0.17312E+02    0.21396E+02    0.35568E-08    0.90206E-07    0.35568E-08    0.19988E-12
   387    0.17895E+04    0.15325E+02    0.89130E-07    0.15325E+02    0.21407E+02    0.35438E-08    0.89130E-07    0.35438E-08    0.19817E-12
   388    0.17819E+04    0.13342E+02    0.88068E-07    0.13342E+02    0.21415E+02    0.35306E-08    0.88068E-07    0.35306E-08    0.19648E-12
   389    0.17747E+04    0.11364E+02    0.87019E-07    0.11364E+02    0.21417E+02    0.35172E-08    0.87019E-07    0.35172E-08    0.19480E-12
   390    0.17680E+04    0.93914E+01    0.85983E-07    0.93914E+01    0.21418E+02    0.35036E-08    0.85983E-07    0.35036E-08    0.19314E-12
   391    0.17617E+04    0.74240E+01    0.84960E-07    0.74240E+01    0.21414E+02    0.34898E-08    0.84960E-07    0.34898E-08    0.19150E-12
   392    0.17558E+04    0.54645E+01    0.83949E-07    0.54645E+01    0.21407E+02    0.34759E-08    0.83949E-07    0.34759E-08    0.18987E-12
   393    0.17505E+04    0.35124E+01    0.82951E-07    0.35124E+01    0.21395E+02    0.34618E-08    0.82951E-07    0.34618E-08    0.18827E-12
   394    0.17456E+04    0.15699E+01    0.81965E-07    0.15699E+01    0.21379E+02    0.34475E-08    0.81965E-07    0.34475E-08    0.18668E-12
   395    0.17410E+04   -0.36444E+00    0.80992E-07   -0.36444E+00    0.21358E+02    0.34331E-08    0.80992E-07    0.34331E-08    0.18510E-12
   396    0.17369E+04   -0.22870E+01    0.80031E-07   -0.22870E+01    0.21333E+02    0.34184E-08    0.80031E-07    0.34184E-08    0.18354E-12
   397    0.17332E+04   -0.41989E+01    0.79081E-07   -0.41989E+01    0.21305E+02    0.34037E-08    0.79081E-07    0.34037E-08    0.18200E-12
   398    0.17300E+04   -0.60989E+01    0.78144E-07   -0.60989E+01    0.21272E+02    0.33888E-08    0.78144E-07    0.33888E-08    0.18047E-12
   399    0.17272E+04   -0.79860E+01    0.77218E-07   -0.79860E+01    0.21235E+02    0.33738E-08    0.77218E-07    0.33738E-08    0.17896E-12
   400    0.17247E+04   -0.98592E+01    0.76303E-07   -0.98592E+01    0.21195E+02    0.33586E-08    0.76303E-07    0.33586E-08    0.17747E-12
   401    0.17227E+04   -0.11718E+02    0.75400E-07   -0.11718E+02    0.21150E+02    0.33433E-08    0.75400E-07    0.33433E-08    0.17599E-12
   402    0.17212E+04   -0.13561E+02    0.74508E-07   -0.13561E+02    0.21100E+02    0.33279E-08    0.74508E-07    0.33279E-08    0.17452E-12
   403    0.17200E+04   -0.15389E+02    0.73627E-07   -0.15389E+02    0.21048E+02    0.33123E-08    0.73627E-07    0.33123E-08    0.17307E-12
   404    0.17192E+04   -0.17199E+02    0.72758E-07   -0.17199E+02    0.20990E+02    0.32967E-08    0.72758E-07    0.32967E-08    0.17163E-12
   405    0.17189E+04   -0.18992E+02    0.71899E-07   -0.18992E+02    0.20929E+02    0.32809E-08    0.71899E-07    0.32809E-08    0.17021E-12
   406    0.17188E+04   -0.20766E+02    0.71051E-07   -0.20766E+02    0.20864E+02    0.32649E-08    0.71051E-07    0.32649E-08    0.16880E-12
   407    0.17192E+04   -0.22524E+02    0.70213E-07   -0.22524E+02    0.20795E+02    0.32489E-08    0.70213E-07    0.32489E-08    0.16741E-12
   408    0.17200E+04   -0.24259E+02    0.69386E-07   -0.24259E+02    0.20722E+02    0.32327E-08    0.69386E-07    0.32327E-08    0.16603E-12
   409    0.17212E+04   -0.25976E+02    0.68570E-07   -0.25976E+02    0.20646E+02    0.32164E-08    0.68570E-07    0.32164E-08    0.16466E-12
   410    0.17227E+04   -0.27672E+02    0.67764E-07   -0.27672E+02    0.20565E+02    0.32000E-08    0.67764E-07    0.32000E-08    0.16331E-12
   411    0.17247E+04   -0.29346E+02    0.66969E-07   -0.29346E+02    0.20482E+02    0.31835E-08    0.66969E-07    0.31835E-08    0.16197E-12
   412    0.17269E+04   -0.30998E+02    0.66183E-07   -0.30998E+02    0.20394E+02    0.31668E-08    0.66183E-07    0.31668E-08    0.16065E-12
   413    0.17295E+04   -0.32628E+02    0.65408E-07   -0.32628E+02    0.20303E+02    0.31501E-08    0.65408E-07    0.31501E-08    0.15934E-12
   414    0.17324E+04   -0.34235E+02    0.64642E-07   -0.34235E+02    0.20208E+02    0.31332E-08    0.64642E-07    0.31332E-08    0.15804E-12
   415    0.17358E+04   -0.35817E+02    0.63887E-07   -0.35817E+02    0.20111E+02    0.31162E-08    0.63887E-07    0.31162E-08    0.15675E-12
   416    0.17394E+04   -0.37375E+02    0.63141E-07   -0.37375E+02    0.20009E+02    0.30990E-08    0.63141E-07    0.30990E-08    0.15548E-12
   417    0.17433E+04   -0.38909E+02    0.62405E-07   -0.38909E+02    0.19904E+02    0.30818E-08    0.62405E-07    0.30818E-08    0.15422E-12
   418    0.17476E+04   -0.40416E+02    0.61678E-07   -0.40416E+02    0.19794E+02    0.30644E-08    0.61678E-07    0.30644E-08    0.15297E-12
   419    0.17522E+04   -0.41896E+02    0.60961E-07   -0.41896E+02    0.19682E+02    0.30469E-08    0.60961E-07    0.30469E-08    0.15174E-12
   420    0.17572E+04   -0.43351E+02    0.60253E-07   -0.43351E+02    0.19568E+02    0.30294E-08    0.60253E-07    0.30294E-08    0.15052E-12
   421    0.17625E+04   -0.44777E+02    0.59554E-07   -0.44777E+02    0.19449E+02    0.30116E-08    0.59554E-07    0.30116E-08    0.14931E-12
   422    0.17680E+04   -0.46177E+02    0.58865E-07   -0.46177E+02    0.19328E+02    0.29938E-08    0.58865E-07    0.29938E-08    0.14811E-12
   423    0.17738E+04   -0.47547E+02    0.58184E-07   -0.47547E+02    0.19203E+02    0.29759E-08    0.58184E-07    0.29759E-08    0.14692E-12
   424    0.17799E+04   -0.48890E+02    0.57513E-07   -0.48890E+02    0.19075E+02    0.29578E-08    0.57513E-07    0.29578E-08    0.14575E-12
   425    0.17863E+04   -0.50201E+02    0.56850E-07   -0.50201E+02    0.18943E+02    0.29397E-08    0.56850E-07    0.29397E-08    0.14459E-12
   426    0.17930E+04   -0.51483E+02    0.56196E-07   -0.51483E+02    0.18810E+02    0.29214E-08    0.56196E-07    0.29214E-08    0.14343E-12
   427    0.17999E+04   -0.52737E+02    0.55550E-07   -0.52737E+02    0.18673E+02    0.29030E-08    0.55550E-07    0.29030E-08    0.14230E-12
   428    0.18071E+04   -0.53957E+02    0.54913E-07   -0.53957E+02    0.18534E+02    0.28845E-08    0.54913E-07    0.28845E-08    0.14117E-12
   429    0.18144E+04   -0.55147E+02    0.54285E-07   -0.55147E+02    0.18392E+02    0.28659E-08    0.54285E-07    0.28659E-08    0.14005E-12
   430    0.18222E+04   -0.56305E+02    0.53664E-07   -0.56305E+02    0.18248E+02    0.28472E-08    0.53664E-07    0.28472E-08    0.13894E-12
   431    0.18301E+04   -0.57431E+02    0.53052E-07   -0.57431E+02    0.18101E+02    0.28284E-08    0.53052E-07    0.28284E-08    0.13785E-12
   432    0.18382E+04   -0.58525E+02    0.52448E-07   -0.58525E+02    0.17951E+02    0.28095E-08    0.52448E-07    0.28095E-08    0.13677E-12
   433    0.18466E+04   -0.59585E+02    0.51852E-07   -0.59585E+02    0.17800E+02    0.27904E-08    0.51852E-07    0.27904E-08    0.13569E-12
   434    0.18551E+04   -0.60613E+02    0.51264E-07   -0.60613E+02    0.17645E+02    0.27713E-08    0.51264E-07    0.27713E-08    0.13463E-12
   435    0.18638E+04   -0.61608E+02    0.50683E-07   -0.61608E+02    0.17490E+02    0.27521E-08    0.50683E-07    0.27521E-08    0.13358E-12
   436    0.18728E+04   -0.62569E+02    0.50110E-07   -0.62569E+02    0.17332E+02    0.27327E-08    0.50110E-07    0.27327E-08    0.13254E-12
   437    0.18820E+04   -0.63494E+02    0.49545E-07   -0.63494E+02    0.17172E+02    0.27133E-08    0.49545E-07    0.27133E-08    0.13150E-12
   438    0.18913E+04   -0.64385E+02    0.48987E-07   -0.64385E+02    0.17009E+02    0.26937E-08    0.48987E-07    0.26937E-08    0.13048E-12
   439    0.19009E+04   -0.65242E+02    0.48437E-07   -0.65242E+02    0.16846E+02    0.26740E-08    0.48437E-07    0.26740E-08    0.12947E-12
   440    0.19106E+04   -0.66062E+02    0.47893E-07   -0.66062E+02    0.16680E+02    0.26543E-08    0.47893E-07    0.26543E-08    0.12847E-12
   441    0.19205E+04   -0.66849E+02    0.47357E-07   -0.66849E+02    0.16513E+02    0.26344E-08    0.47357E-07    0.26344E-08    0.12747E-12
   442    0.19304E+04   -0.67599E+02    0.46828E-07   -0.67599E+02    0.16343E+02    0.26144E-08    0.46828E-07    0.26144E-08    0.12649E-12
   443    0.19406E+04   -0.68313E+02    0.46306E-07   -0.68313E+02    0.16173E+02    0.25944E-08    0.46306E-07    0.25944E-08    0.12552E-12
   444    0.19510E+04   -0.68990E+02    0.45790E-07   -0.68990E+02    0.16002E+02    0.25742E-08    0.45790E-07    0.25742E-08    0.12455E-12
   445    0.19614E+04   -0.69632E+02    0.45281E-07   -0.69632E+02    0.15828E+02    0.25539E-08    0.45281E-07    0.25539E-08    0.12359E-12
   446    0.19719E+04   -0.70235E+02    0.44779E-07   -0.70235E+02    0.15654E+02    0.25336E-08    0.44779E-07    0.25336E-08    0.12265E-12
   447    0.19825E+04   -0.70803E+02    0.44284E-07   -0.70803E+02    0.15479E+02    0.25131E-08    0.44284E-07    0.25131E-08    0.12171E-12
   448    0.19932E+04   -0.71334E+02    0.43794E-07   -0.71334E+02    0.15302E+02    0.24925E-08    0.43794E-07    0.24925E-08    0.12078E-12
   449    0.20041E+04   -0.71827E+02    0.43311E-07   -0.71827E+02    0.15125E+02    0.24719E-08    0.43311E-07    0.24719E-08    0.11986E-12
   450    0.20151E+04   -0.72284E+02    0.42835E-07   -0.72284E+02    0.14948E+02    0.24511E-08    0.42835E-07    0.24511E-08    0.11895E-12
   451    0.20261E+04   -0.72703E+02    0.42364E-07   -0.72703E+02    0.14769E+02    0.24303E-08    0.42364E-07    0.24303E-08    0.11804E-12
   452    0.20371E+04   -0.73086E+02    0.41899E-07   -0.73086E+02    0.14590E+02    0.24093E-08    0.41899E-07    0.24093E-08    0.11715E-12
   453    0.20484E+04   -0.73431E+02    0.41440E-07   -0.73431E+02    0.14411E+02    0.23883E-08    0.41440E-07    0.23883E-08    0.11626E-12
   454    0.20596E+04   -0.73739E+02    0.40988E-07   -0.73739E+02    0.14231E+02    0.23672E-08    0.40988E-07    0.23672E-08    0.11538E-12
   455    0.20708E+04   -0.74012E+02    0.40541E-07   -0.74012E+02    0.14051E+02    0.23460E-08    0.40541E-07    0.23460E-08    0.11451E-12
   456    0.20822E+04   -0.74242E+02    0.40100E-07   -0.74242E+02    0.13871E+02    0.23247E-08    0.40100E-07    0.23247E-08    0.11364E-12
   457    0.20935E+04   -0.74443E+02    0.39665E-07   -0.74443E+02    0.13691E+02    0.23033E-08    0.39665E-07    0.23033E-08    0.11279E-12
   458    0.21049E+04   -0.74597E+02    0.39236E-07   -0.74597E+02    0.13510E+02    0.22819E-08    0.39236E-07    0.22819E-08    0.11194E-12
   459    0.21163E+04   -0.74721E+02    0.38812E-07   -0.74721E+02    0.13331E+02    0.22603E-08    0.38812E-07    0.22603E-08    0.11110E-12
   460    0.21278E+04   -0.74807E+02    0.38395E-07   -0.74807E+02    0.13151E+02    0.22387E-08    0.38395E-07    0.22387E-08    0.11026E-12
   461    0.21393E+04   -0.74857E+02    0.37983E-07   -0.74857E+02    0.12971E+02    0.22171E-08    0.37983E-07    0.22171E-08    0.10944E-12
   462    0.21507E+04   -0.74865E+02    0.37577E-07   -0.74865E+02    0.12791E+02    0.21953E-08    0.37577E-07    0.21953E-08    0.10862E-12
   463    0.21622E+04   -0.74850E+02    0.37176E-07   -0.74850E+02    0.12613E+02    0.21735E-08    0.37176E-07    0.21735E-08    0.10781E-12
   464    0.21735E+04   -0.74782E+02    0.36781E-07   -0.74782E+02    0.12435E+02    0.21516E-08    0.36781E-07    0.21516E-08    0.10701E-12
   465    0.21849E+04   -0.74691E+02    0.36392E-07   -0.74691E+02    0.12259E+02    0.21297E-08    0.36392E-07    0.21297E-08    0.10621E-12
   466    0.21963E+04   -0.74555E+02    0.36008E-07   -0.74555E+02    0.12082E+02    0.21077E-08    0.36008E-07    0.21077E-08    0.10542E-12
   467    0.22077E+04   -0.74389E+02    0.35630E-07   -0.74389E+02    0.11906E+02    0.20856E-08    0.35630E-07    0.20856E-08    0.10464E-12
   468    0.22190E+04   -0.74185E+02    0.35257E-07   -0.74185E+02    0.11732E+02    0.20635E-08    0.35257E-07    0.20635E-08    0.10386E-12
   469    0.22303E+04   -0.73951E+02    0.34889E-07   -0.73951E+02    0.11558E+02    0.20414E-08    0.34889E-07    0.20414E-08    0.10310E-12
   470    0.22416E+04   -0.73681E+02    0.34527E-07   -0.73681E+02    0.11386E+02    0.20192E-08    0.34527E-07    0.20192E-08    0.10234E-12
   471    0.22526E+04   -0.73373E+02    0.34171E-07   -0.73373E+02    0.11217E+02    0.19969E-08    0.34171E-07    0.19969E-08    0.10158E-12
   472    0.22638E+04   -0.73035E+02    0.33819E-07   -0.73035E+02    0.11048E+02    0.19746E-08    0.33819E-07    0.19746E-08    0.10084E-12
   473    0.22748E+04   -0.72661E+02    0.33473E-07   -0.72661E+02    0.10880E+02    0.19523E-08    0.33473E-07    0.19523E-08    0.10010E-12
   474    0.22858E+04   -0.72258E+02    0.33133E-07   -0.72258E+02    0.10715E+02    0.19299E-08    0.33133E-07    0.19299E-08    0.99364E-13
   475    0.22968E+04   -0.71818E+02    0.32797E-07   -0.71818E+02    0.10551E+02    0.19075E-08    0.32797E-07    0.19075E-08    0.98638E-13
   476    0.23076E+04   -0.71344E+02    0.32467E-07   -0.71344E+02    0.10389E+02    0.18850E-08    0.32467E-07    0.18850E-08    0.97918E-13
   477    0.23182E+04   -0.70846E+02    0.32142E-07   -0.70846E+02    0.10229E+02    0.18625E-08    0.32142E-07    0.18625E-08    0.97204E-13
   478    0.23289E+04   -0.70305E+02    0.31822E-07   -0.70305E+02    0.10071E+02    0.18400E-08    0.31822E-07    0.18400E-08    0.96497E-13
   479    0.23394E+04   -0.69745E+02    0.31507E-07   -0.69745E+02    0.99152E+01    0.18174E-08    0.31507E-07    0.18174E-08    0.95797E-13
   480    0.23498E+04   -0.69148E+02    0.31197E-07   -0.69148E+02    0.97619E+01    0.17948E-08    0.31197E-07    0.17948E-08    0.95103E-13
   481    0.23601E+04   -0.68518E+02    0.30892E-07   -0.68518E+02    0.96109E+01    0.17722E-08    0.30892E-07    0.17722E-08    0.94415E-13
   482    0.23703E+04   -0.67860E+02    0.30593E-07   -0.67860E+02    0.94628E+01    0.17496E-08    0.30593E-07    0.17496E-08    0.93733E-13
   483    0.23803E+04   -0.67178E+02    0.30298E-07   -0.67178E+02    0.93170E+01    0.17270E-08    0.30298E-07    0.17270E-08    0.93057E-13
   484    0.23901E+04   -0.66464E+02    0.30008E-07   -0.66464E+02    0.91743E+01    0.17043E-08    0.30008E-07    0.17043E-08    0.92387E-13
   485    0.23999E+04   -0.65721E+02    0.29723E-07   -0.65721E+02    0.90337E+01    0.16816E-08    0.29723E-07    0.16816E-08    0.91724E-13
   486    0.24096E+04   -0.64951E+02    0.29442E-07   -0.64951E+02    0.88970E+01    0.16590E-08    0.29442E-07    0.16590E-08    0.91066E-13
   487    0.24191E+04   -0.64154E+02    0.29167E-07   -0.64154E+02    0.87632E+01    0.16363E-08    0.29167E-07    0.16363E-08    0.90414E-13
   488    0.24283E+04   -0.63330E+02    0.28896E-07   -0.63330E+02    0.86317E+01    0.16136E-08    0.28896E-07    0.16136E-08    0.89768E-13
   489    0.24375E+04   -0.62480E+02    0.28630E-07   -0.62480E+02    0.85040E+01    0.15909E-08    0.28630E-07    0.15909E-08    0.89127E-13
   490    0.24466E+04   -0.61604E+02    0.28369E-07   -0.61604E+02    0.83800E+01    0.15682E-08    0.28369E-07    0.15682E-08    0.88493E-13
   491    0.24553E+04   -0.60704E+02    0.28113E-07   -0.60704E+02    0.82591E+01    0.15455E-08    0.28113E-07    0.15455E-08    0.87863E-13
   492    0.24640E+04   -0.59781E+02    0.27861E-07   -0.59781E+02    0.81419E+01    0.15228E-08    0.27861E-07    0.15228E-08    0.87240E-13
   493    0.24725E+04   -0.58832E+02    0.27614E-07   -0.58832E+02    0.80271E+01    0.15001E-08    0.27614E-07    0.15001E-08    0.86621E-13
   494    0.24808E+04   -0.57862E+02    0.27371E-07   -0.57862E+02    0.79175E+01    0.14774E-08    0.27371E-07    0.14774E-08    0.86008E-13
   495    0.24888E+04   -0.56869E+02    0.27133E-07   -0.56869E+02    0.78110E+01    0.14547E-08    0.27133E-07    0.14547E-08    0.85401E-13
   496    0.24967E+04   -0.55855E+02    0.26899E-07   -0.55855E+02    0.77089E+01    0.14320E-08    0.26899E-07    0.14320E-08    0.84798E-13
   497    0.25044E+04   -0.54819E+02    0.26670E-07   -0.54819E+02    0.76107E+01    0.14094E-08    0.26670E-07    0.14094E-08    0.84201E-13
   498    0.25119E+04   -0.53764E+02    0.26445E-07   -0.53764E+02    0.75156E+01    0.13867E-08    0.26445E-07    0.13867E-08    0.83609E-13
   499    0.25192E+04   -0.52688E+02    0.26225E-07   -0.52688E+02    0.74257E+01    0.13641E-08    0.26225E-07    0.13641E-08    0.83022E-13
   500    0.25264E+04   -0.51595E+02    0.26009E-07   -0.51595E+02    0.73389E+01    0.13415E-08    0.26009E-07    0.13415E-08    0.82440E-13
   501    0.25332E+04   -0.50484E+02    0.25797E-07   -0.50484E+02    0.72574E+01    0.13189E-08    0.25797E-07    0.13189E-08    0.81863E-13
   502    0.25399E+04   -0.49355E+02    0.25590E-07   -0.49355E+02    0.71804E+01    0.12964E-08    0.25590E-07    0.12964E-08    0.81290E-13
   503    0.25463E+04   -0.48209E+02    0.25386E-07   -0.48209E+02    0.71072E+01    0.12739E-08    0.25386E-07    0.12739E-08    0.80723E-13
   504    0.25525E+04   -0.47046E+02    0.25187E-07   -0.47046E+02    0.70385E+01    0.12514E-08    0.25187E-07    0.12514E-08    0.80160E-13
   505    0.25586E+04   -0.45870E+02    0.24992E-07   -0.45870E+02    0.69751E+01    0.12289E-08    0.24992E-07    0.12289E-08    0.79602E-13
   506    0.25644E+04   -0.44678E+02    0.24801E-07   -0.44678E+02    0.69162E+01    0.12065E-08    0.24801E-07    0.12065E-08    0.79049E-13
   507    0.25700E+04   -0.43472E+02    0.24614E-07   -0.43472E+02    0.68617E+01    0.11841E-08    0.24614E-07    0.11841E-08    0.78500E-13
   508    0.25753E+04   -0.42253E+02    0.24431E-07   -0.42253E+02    0.68124E+01    0.11617E-08    0.24431E-07    0.11617E-08    0.77957E-13
   509    0.25804E+04   -0.41022E+02    0.24252E-07   -0.41022E+02    0.67676E+01    0.11393E-08    0.24252E-07    0.11393E-08    0.77417E-13
   510    0.25852E+04   -0.39779E+02    0.24076E-07   -0.39779E+02    0.67277E+01    0.11170E-08    0.24076E-07    0.11170E-08    0.76883E-13
   511    0.25899E+04   -0.38525E+02    0.23904E-07   -0.38525E+02    0.66924E+01    0.10947E-08    0.23904E-07    0.10947E-08    0.76352E-13
   512    0.25943E+04   -0.37260E+02    0.23736E-07   -0.37260E+02    0.66623E+01    0.10725E-08    0.23736E-07    0.10725E-08    0.75827E-13
   513    0.25984E+04   -0.35987E+02    0.23572E-07   -0.35987E+02    0.66371E+01    0.10503E-08    0.23572E-07    0.10503E-08    0.75305E-13
   514    0.26024E+04   -0.34705E+02    0.23410E-07   -0.34705E+02    0.66170E+01    0.10281E-08    0.23410E-07    0.10281E-08    0.74788E-13
   515    0.26061E+04   -0.33414E+02    0.23253E-07   -0.33414E+02    0.66019E+01    0.10059E-08    0.23253E-07    0.10059E-08    0.74276E-13
