#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.144188E-04   0.471053E+06   0.471053E+06   0.628058E+06   0.628057E+06   0.508985E+06   0.471521E+06   0.471053E+06   0.476707E+06  -0.602530E+00   0.469544E+06   0.469544E+06   0.281428E+00
   0.149065E-04   0.471053E+06   0.471053E+06   0.628057E+06   0.628056E+06   0.508985E+06   0.471521E+06   0.471053E+06   0.476707E+06  -0.602530E+00   0.469544E+06   0.469544E+06   0.290946E+00
   0.154107E-04   0.471053E+06   0.471053E+06   0.628056E+06   0.628055E+06   0.508984E+06   0.471521E+06   0.471053E+06   0.476707E+06  -0.602530E+00   0.469544E+06   0.469544E+06   0.300787E+00
   0.159319E-04   0.471053E+06   0.471053E+06   0.628055E+06   0.628054E+06   0.508984E+06   0.471521E+06   0.471053E+06   0.476707E+06  -0.602530E+00   0.469544E+06   0.469544E+06   0.310960E+00
   0.164708E-04   0.471053E+06   0.471053E+06   0.628054E+06   0.628053E+06   0.508983E+06   0.471521E+06   0.471053E+06   0.476707E+06  -0.602530E+00   0.469544E+06   0.469544E+06   0.321478E+00
   0.170279E-04   0.471053E+06   0.471053E+06   0.628053E+06   0.628052E+06   0.508982E+06   0.471521E+06   0.471053E+06   0.476707E+06  -0.602530E+00   0.469544E+06   0.469544E+06   0.332351E+00
   0.176038E-04   0.471053E+06   0.471053E+06   0.628052E+06   0.628051E+06   0.508982E+06   0.471521E+06   0.471053E+06   0.476706E+06  -0.602530E+00   0.469544E+06   0.469544E+06   0.343592E+00
   0.181992E-04   0.471053E+06   0.471052E+06   0.628050E+06   0.628049E+06   0.508981E+06   0.471521E+06   0.471052E+06   0.476706E+06  -0.602530E+00   0.469544E+06   0.469544E+06   0.355213E+00
   0.188147E-04   0.471052E+06   0.471052E+06   0.628049E+06   0.628048E+06   0.508980E+06   0.471521E+06   0.471052E+06   0.476706E+06  -0.602529E+00   0.469544E+06   0.469544E+06   0.367227E+00
   0.194511E-04   0.471052E+06   0.471052E+06   0.628048E+06   0.628046E+06   0.508980E+06   0.471521E+06   0.471052E+06   0.476706E+06  -0.602529E+00   0.469544E+06   0.469544E+06   0.379648E+00
   0.201090E-04   0.471052E+06   0.471052E+06   0.628046E+06   0.628045E+06   0.508979E+06   0.471521E+06   0.471052E+06   0.476706E+06  -0.602529E+00   0.469544E+06   0.469544E+06   0.392488E+00
