#    L    TT             EE             BB             TE          
   175    0.52833E+04    0.78119E+00    0.84498E-02   -0.33013E+02
   176    0.53067E+04    0.77074E+00    0.85604E-02   -0.32139E+02
   177    0.53296E+04    0.76054E+00    0.86717E-02   -0.31237E+02
   178    0.53519E+04    0.75081E+00    0.87839E-02   -0.30304E+02
   179    0.53736E+04    0.74127E+00    0.88970E-02   -0.29342E+02
   180    0.53948E+04    0.73216E+00    0.90108E-02   -0.28353E+02
   181    0.54154E+04    0.72348E+00    0.91255E-02   -0.27335E+02
   182    0.54354E+04    0.71532E+00    0.92410E-02   -0.26289E+02
   183    0.54548E+04    0.70761E+00    0.93573E-02   -0.25215E+02
   184    0.54736E+04    0.70044E+00    0.94745E-02   -0.24113E+02
   185    0.54918E+04    0.69397E+00    0.95924E-02   -0.22986E+02
   186    0.55091E+04    0.68807E+00    0.97111E-02   -0.21830E+02
   187    0.55261E+04    0.68288E+00    0.98306E-02   -0.20648E+02
   188    0.55424E+04    0.67841E+00    0.99509E-02   -0.19441E+02
   189    0.55580E+04    0.67469E+00    0.10072E-01   -0.18208E+02
   190    0.55733E+04    0.67180E+00    0.10194E-01   -0.16951E+02
   191    0.55876E+04    0.66977E+00    0.10316E-01   -0.15668E+02
   192    0.56014E+04    0.66862E+00    0.10439E-01   -0.14360E+02
   193    0.56144E+04    0.66842E+00    0.10563E-01   -0.13031E+02
   194    0.56270E+04    0.66919E+00    0.10688E-01   -0.11676E+02
   195    0.56388E+04    0.67100E+00    0.10813E-01   -0.10300E+02
   196    0.56498E+04    0.67388E+00    0.10939E-01   -0.89013E+01
   197    0.56603E+04    0.67789E+00    0.11065E-01   -0.74816E+01
   198    0.56702E+04    0.68307E+00    0.11192E-01   -0.60405E+01
   199    0.56794E+04    0.68945E+00    0.11320E-01   -0.45789E+01
   200    0.56879E+04    0.69709E+00    0.11448E-01   -0.30979E+01
   201    0.56957E+04    0.70604E+00    0.11577E-01   -0.15967E+01
   202    0.57029E+04    0.71632E+00    0.11707E-01   -0.77166E-01
   203    0.57094E+04    0.72797E+00    0.11837E-01    0.14613E+01
   204    0.57150E+04    0.74102E+00    0.11968E-01    0.30156E+01
   205    0.57200E+04    0.75550E+00    0.12099E-01    0.45878E+01
   206    0.57243E+04    0.77146E+00    0.12231E-01    0.61763E+01
   207    0.57279E+04    0.78889E+00    0.12363E-01    0.77806E+01
   208    0.57306E+04    0.80787E+00    0.12496E-01    0.93999E+01
   209    0.57326E+04    0.82839E+00    0.12629E-01    0.11034E+02
   210    0.57340E+04    0.85051E+00    0.12763E-01    0.12681E+02
   211    0.57346E+04    0.87426E+00    0.12897E-01    0.14342E+02
   212    0.57344E+04    0.89966E+00    0.13032E-01    0.16014E+02
   213    0.57336E+04    0.92675E+00    0.13167E-01    0.17699E+02
   214    0.57320E+04    0.95551E+00    0.13302E-01    0.19394E+02
   215    0.57298E+04    0.98614E+00    0.13438E-01    0.21098E+02
   216    0.57268E+04    0.10185E+01    0.13574E-01    0.22813E+02
   217    0.57232E+04    0.10526E+01    0.13710E-01    0.24535E+02
   218    0.57188E+04    0.10885E+01    0.13847E-01    0.26265E+02
   219    0.57137E+04    0.11263E+01    0.13984E-01    0.28004E+02
   220    0.57080E+04    0.11661E+01    0.14122E-01    0.29747E+02
   221    0.57016E+04    0.12077E+01    0.14259E-01    0.31495E+02
   222    0.56946E+04    0.12513E+01    0.14397E-01    0.33248E+02
   223    0.56867E+04    0.12969E+01    0.14535E-01    0.35006E+02
   224    0.56784E+04    0.13445E+01    0.14674E-01    0.36765E+02
   225    0.56693E+04    0.13941E+01    0.14812E-01    0.38528E+02
   226    0.56595E+04    0.14458E+01    0.14951E-01    0.40290E+02
   227    0.56490E+04    0.14996E+01    0.15090E-01    0.42054E+02
   228    0.56380E+04    0.15555E+01    0.15229E-01    0.43817E+02
   229    0.56263E+04    0.16135E+01    0.15368E-01    0.45578E+02
   230    0.56139E+04    0.16737E+01    0.15507E-01    0.47337E+02
   231    0.56007E+04    0.17360E+01    0.15647E-01    0.49094E+02
   232    0.55870E+04    0.18005E+01    0.15786E-01    0.50847E+02
   233    0.55727E+04    0.18674E+01    0.15926E-01    0.52593E+02
   234    0.55576E+04    0.19364E+01    0.16065E-01    0.54335E+02
   235    0.55419E+04    0.20077E+01    0.16205E-01    0.56070E+02
   236    0.55256E+04    0.20813E+01    0.16344E-01    0.57797E+02
   237    0.55086E+04    0.21571E+01    0.16483E-01    0.59516E+02
   238    0.54910E+04    0.22354E+01    0.16623E-01    0.61226E+02
   239    0.54729E+04    0.23160E+01    0.16762E-01    0.62926E+02
   240    0.54540E+04    0.23988E+01    0.16901E-01    0.64613E+02
   241    0.54346E+04    0.24841E+01    0.17040E-01    0.66289E+02
   242    0.54146E+04    0.25717E+01    0.17179E-01    0.67952E+02
   243    0.53940E+04    0.26618E+01    0.17318E-01    0.69601E+02
   244    0.53729E+04    0.27542E+01    0.17457E-01    0.71236E+02
   245    0.53511E+04    0.28491E+01    0.17595E-01    0.72854E+02
   246    0.53288E+04    0.29464E+01    0.17733E-01    0.74457E+02
   247    0.53060E+04    0.30461E+01    0.17871E-01    0.76042E+02
   248    0.52825E+04    0.31484E+01    0.18009E-01    0.77608E+02
   249    0.52587E+04    0.32530E+01    0.18147E-01    0.79156E+02
   250    0.52342E+04    0.33602E+01    0.18284E-01    0.80682E+02
   251    0.52094E+04    0.34698E+01    0.18421E-01    0.82189E+02
   252    0.51838E+04    0.35819E+01    0.18558E-01    0.83674E+02
   253    0.51580E+04    0.36963E+01    0.18694E-01    0.85135E+02
   254    0.51316E+04    0.38132E+01    0.18830E-01    0.86575E+02
   255    0.51048E+04    0.39324E+01    0.18966E-01    0.87991E+02
   256    0.50775E+04    0.40541E+01    0.19101E-01    0.89384E+02
   257    0.50498E+04    0.41780E+01    0.19236E-01    0.90747E+02
   258    0.50216E+04    0.43043E+01    0.19371E-01    0.92092E+02
   259    0.49930E+04    0.44329E+01    0.19505E-01    0.93404E+02
   260    0.49640E+04    0.45638E+01    0.19639E-01    0.94698E+02
