#           k/h    P           
    0.10000E-03    0.24578E+00
    0.10202E-03    0.25064E+00
    0.10408E-03    0.25560E+00
    0.10618E-03    0.26065E+00
    0.10833E-03    0.26580E+00
    0.11052E-03    0.27105E+00
    0.11275E-03    0.27641E+00
    0.11503E-03    0.28188E+00
    0.11735E-03    0.28745E+00
    0.11972E-03    0.29313E+00
    0.12214E-03    0.29892E+00
    0.12461E-03    0.30483E+00
    0.12712E-03    0.31085E+00
    0.12969E-03    0.31700E+00
    0.13231E-03    0.32326E+00
    0.13499E-03    0.32965E+00
    0.13771E-03    0.33616E+00
    0.14049E-03    0.34281E+00
    0.14333E-03    0.34958E+00
    0.14623E-03    0.35649E+00
    0.14918E-03    0.36353E+00
    0.15220E-03    0.37072E+00
    0.15527E-03    0.37804E+00
    0.15841E-03    0.38551E+00
    0.16161E-03    0.39313E+00
    0.16487E-03    0.40090E+00
    0.16820E-03    0.40882E+00
    0.17160E-03    0.41689E+00
    0.17507E-03    0.42513E+00
    0.17860E-03    0.43353E+00
    0.18221E-03    0.44209E+00
    0.18589E-03    0.45082E+00
    0.18965E-03    0.45973E+00
    0.19348E-03    0.46881E+00
    0.19739E-03    0.47807E+00
    0.20138E-03    0.48751E+00
    0.20544E-03    0.49714E+00
    0.20959E-03    0.50695E+00
    0.21383E-03    0.51696E+00
    0.21815E-03    0.52717E+00
    0.22255E-03    0.53758E+00
    0.22705E-03    0.54819E+00
    0.23164E-03    0.55901E+00
    0.23632E-03    0.57005E+00
    0.24109E-03    0.58130E+00
    0.24596E-03    0.59277E+00
    0.25093E-03    0.60447E+00
    0.25600E-03    0.61640E+00
    0.26117E-03    0.62857E+00
    0.26645E-03    0.64097E+00
    0.27183E-03    0.65362E+00
    0.27732E-03    0.66651E+00
    0.28292E-03    0.67966E+00
    0.28864E-03    0.69306E+00
    0.29447E-03    0.70673E+00
    0.30042E-03    0.72067E+00
    0.30649E-03    0.73488E+00
    0.31268E-03    0.74937E+00
    0.31899E-03    0.76414E+00
    0.32544E-03    0.77920E+00
    0.33201E-03    0.79456E+00
    0.33872E-03    0.81022E+00
    0.34556E-03    0.82618E+00
    0.35254E-03    0.84246E+00
    0.35966E-03    0.85905E+00
    0.36693E-03    0.87597E+00
    0.37434E-03    0.89322E+00
    0.38190E-03    0.91081E+00
    0.38962E-03    0.92873E+00
    0.39749E-03    0.94701E+00
    0.40552E-03    0.96565E+00
    0.41371E-03    0.98465E+00
    0.42207E-03    0.10040E+01
    0.43060E-03    0.10238E+01
    0.43929E-03    0.10439E+01
    0.44817E-03    0.10644E+01
    0.45722E-03    0.10853E+01
    0.46646E-03    0.11066E+01
    0.47588E-03    0.11284E+01
    0.48550E-03    0.11505E+01
    0.49530E-03    0.11731E+01
    0.50531E-03    0.11961E+01
    0.51552E-03    0.12196E+01
    0.52593E-03    0.12435E+01
    0.53656E-03    0.12679E+01
    0.54739E-03    0.12928E+01
    0.55845E-03    0.13181E+01
    0.56973E-03    0.13439E+01
    0.58124E-03    0.13702E+01
    0.59299E-03    0.13970E+01
    0.60496E-03    0.14244E+01
    0.61719E-03    0.14522E+01
    0.62965E-03    0.14806E+01
    0.64237E-03    0.15095E+01
    0.65535E-03    0.15390E+01
    0.66859E-03    0.15690E+01
    0.68210E-03    0.15996E+01
    0.69588E-03    0.16308E+01
    0.70993E-03    0.16626E+01
    0.72427E-03    0.16950E+01
    0.73891E-03    0.17279E+01
    0.75383E-03    0.17615E+01
    0.76906E-03    0.17958E+01
    0.78460E-03    0.18307E+01
    0.80045E-03    0.18662E+01
    0.81662E-03    0.19024E+01
    0.83311E-03    0.19392E+01
    0.84994E-03    0.19768E+01
    0.86711E-03    0.20150E+01
    0.88463E-03    0.20540E+01
    0.90250E-03    0.20936E+01
    0.92073E-03    0.21340E+01
    0.93933E-03    0.21751E+01
    0.95831E-03    0.22170E+01
    0.97767E-03    0.22597E+01
    0.99742E-03    0.23031E+01
    0.10176E-02    0.23473E+01
    0.10381E-02    0.23923E+01
    0.10591E-02    0.24381E+01
    0.10805E-02    0.24847E+01
    0.11023E-02    0.25321E+01
    0.11246E-02    0.25804E+01
    0.11473E-02    0.26295E+01
    0.11705E-02    0.26795E+01
    0.11941E-02    0.27304E+01
    0.12182E-02    0.27821E+01
    0.12429E-02    0.28347E+01
    0.12680E-02    0.28883E+01
    0.12936E-02    0.29427E+01
    0.13197E-02    0.29981E+01
    0.13464E-02    0.30544E+01
    0.13736E-02    0.31117E+01
    0.14013E-02    0.31698E+01
    0.14296E-02    0.32290E+01
    0.14585E-02    0.32891E+01
    0.14880E-02    0.33502E+01
    0.15180E-02    0.34123E+01
    0.15487E-02    0.34754E+01
    0.15800E-02    0.35395E+01
    0.16119E-02    0.36046E+01
    0.16445E-02    0.36707E+01
    0.16777E-02    0.37378E+01
    0.17116E-02    0.38060E+01
    0.17462E-02    0.38752E+01
