#    L    TT             EE             TE             PP             TP          
   235    0.55521E+04    0.19738E+01    0.56180E+02    0.19195E+07    0.19445E+04
   236    0.55358E+04    0.20471E+01    0.57919E+02    0.19097E+07    0.19295E+04
   237    0.55188E+04    0.21227E+01    0.59650E+02    0.18999E+07    0.19145E+04
   238    0.55013E+04    0.22008E+01    0.61371E+02    0.18901E+07    0.18997E+04
   239    0.54832E+04    0.22811E+01    0.63083E+02    0.18805E+07    0.18849E+04
   240    0.54643E+04    0.23637E+01    0.64783E+02    0.18709E+07    0.18703E+04
   241    0.54450E+04    0.24488E+01    0.66471E+02    0.18614E+07    0.18557E+04
   242    0.54250E+04    0.25363E+01    0.68147E+02    0.18520E+07    0.18413E+04
   243    0.54045E+04    0.26262E+01    0.69809E+02    0.18426E+07    0.18269E+04
   244    0.53833E+04    0.27185E+01    0.71457E+02    0.18333E+07    0.18127E+04
   245    0.53615E+04    0.28132E+01    0.73088E+02    0.18241E+07    0.17985E+04
   246    0.53392E+04    0.29105E+01    0.74704E+02    0.18150E+07    0.17844E+04
   247    0.53164E+04    0.30100E+01    0.76302E+02    0.18059E+07    0.17705E+04
   248    0.52930E+04    0.31124E+01    0.77882E+02    0.17969E+07    0.17566E+04
   249    0.52691E+04    0.32169E+01    0.79443E+02    0.17880E+07    0.17428E+04
   250    0.52447E+04    0.33241E+01    0.80983E+02    0.17791E+07    0.17291E+04
   251    0.52198E+04    0.34337E+01    0.82503E+02    0.17703E+07    0.17154E+04
   252    0.51943E+04    0.35458E+01    0.84002E+02    0.17616E+07    0.17019E+04
   253    0.51684E+04    0.36602E+01    0.85477E+02    0.17529E+07    0.16885E+04
   254    0.51420E+04    0.37773E+01    0.86930E+02    0.17443E+07    0.16751E+04
   255    0.51151E+04    0.38965E+01    0.88361E+02    0.17358E+07    0.16618E+04
   256    0.50878E+04    0.40184E+01    0.89768E+02    0.17273E+07    0.16486E+04
   257    0.50600E+04    0.41425E+01    0.91145E+02    0.17189E+07    0.16355E+04
   258    0.50318E+04    0.42690E+01    0.92504E+02    0.17105E+07    0.16225E+04
   259    0.50031E+04    0.43978E+01    0.93830E+02    0.17022E+07    0.16096E+04
   260    0.49741E+04    0.45289E+01    0.95138E+02    0.16940E+07    0.15967E+04
   261    0.49446E+04    0.46622E+01    0.96406E+02    0.16858E+07    0.15839E+04
   262    0.49147E+04    0.47979E+01    0.97657E+02    0.16777E+07    0.15712E+04
   263    0.48846E+04    0.49357E+01    0.98882E+02    0.16696E+07    0.15586E+04
   264    0.48540E+04    0.50758E+01    0.10008E+03    0.16616E+07    0.15461E+04
   265    0.48230E+04    0.52179E+01    0.10123E+03    0.16537E+07    0.15337E+04
   266    0.47917E+04    0.53623E+01    0.10236E+03    0.16458E+07    0.15213E+04
   267    0.47599E+04    0.55086E+01    0.10346E+03    0.16380E+07    0.15090E+04
   268    0.47278E+04    0.56571E+01    0.10453E+03    0.16302E+07    0.14969E+04
   269    0.46953E+04    0.58076E+01    0.10557E+03    0.16225E+07    0.14847E+04
   270    0.46626E+04    0.59600E+01    0.10658E+03    0.16148E+07    0.14727E+04
   271    0.46295E+04    0.61143E+01    0.10756E+03    0.16072E+07    0.14608E+04
   272    0.45963E+04    0.62708E+01    0.10850E+03    0.15997E+07    0.14489E+04
   273    0.45627E+04    0.64287E+01    0.10941E+03    0.15922E+07    0.14371E+04
   274    0.45289E+04    0.65888E+01    0.11028E+03    0.15847E+07    0.14254E+04
   275    0.44948E+04    0.67504E+01    0.11112E+03    0.15773E+07    0.14137E+04
   276    0.44606E+04    0.69138E+01    0.11191E+03    0.15700E+07    0.14022E+04
   277    0.44260E+04    0.70789E+01    0.11269E+03    0.15627E+07    0.13907E+04
   278    0.43913E+04    0.72456E+01    0.11341E+03    0.15555E+07    0.13793E+04
   279    0.43564E+04    0.74139E+01    0.11410E+03    0.15483E+07    0.13680E+04
   280    0.43213E+04    0.75836E+01    0.11477E+03    0.15411E+07    0.13567E+04
   281    0.42862E+04    0.77549E+01    0.11539E+03    0.15340E+07    0.13456E+04
   282    0.42507E+04    0.79275E+01    0.11597E+03    0.15270E+07    0.13345E+04
   283    0.42152E+04    0.81015E+01    0.11651E+03    0.15200E+07    0.13235E+04
   284    0.41795E+04    0.82768E+01    0.11701E+03    0.15131E+07    0.13125E+04
   285    0.41438E+04    0.84534E+01    0.11748E+03    0.15062E+07    0.13017E+04
   286    0.41079E+04    0.86311E+01    0.11790E+03    0.14993E+07    0.12909E+04
   287    0.40718E+04    0.88100E+01    0.11829E+03    0.14925E+07    0.12802E+04
   288    0.40358E+04    0.89899E+01    0.11864E+03    0.14858E+07    0.12695E+04
   289    0.39997E+04    0.91708E+01    0.11894E+03    0.14791E+07    0.12590E+04
   290    0.39635E+04    0.93526E+01    0.11921E+03    0.14724E+07    0.12485E+04
   291    0.39273E+04    0.95359E+01    0.11943E+03    0.14658E+07    0.12381E+04
   292    0.38909E+04    0.97195E+01    0.11962E+03    0.14592E+07    0.12277E+04
   293    0.38547E+04    0.99032E+01    0.11975E+03    0.14527E+07    0.12175E+04
   294    0.38184E+04    0.10088E+02    0.11986E+03    0.14462E+07    0.12073E+04
   295    0.37822E+04    0.10273E+02    0.11991E+03    0.14398E+07    0.11972E+04
   296    0.37460E+04    0.10460E+02    0.11993E+03    0.14334E+07    0.11871E+04
   297    0.37098E+04    0.10646E+02    0.11991E+03    0.14270E+07    0.11772E+04
   298    0.36736E+04    0.10833E+02    0.11984E+03    0.14207E+07    0.11672E+04
   299    0.36375E+04    0.11020E+02    0.11972E+03    0.14144E+07    0.11574E+04
   300    0.36014E+04    0.11207E+02    0.11956E+03    0.14082E+07    0.11477E+04
   301    0.35655E+04    0.11394E+02    0.11936E+03    0.14020E+07    0.11380E+04
   302    0.35297E+04    0.11581E+02    0.11913E+03    0.13958E+07    0.11284E+04
   303    0.34940E+04    0.11769E+02    0.11885E+03    0.13897E+07    0.11188E+04
   304    0.34584E+04    0.11957E+02    0.11851E+03    0.13836E+07    0.11093E+04
   305    0.34229E+04    0.12144E+02    0.11814E+03    0.13775E+07    0.10999E+04
   306    0.33876E+04    0.12331E+02    0.11773E+03    0.13715E+07    0.10906E+04
   307    0.33524E+04    0.12517E+02    0.11727E+03    0.13656E+07    0.10813E+04
   308    0.33173E+04    0.12705E+02    0.11678E+03    0.13596E+07    0.10721E+04
   309    0.32825E+04    0.12891E+02    0.11624E+03    0.13537E+07    0.10630E+04
   310    0.32478E+04    0.13076E+02    0.11566E+03    0.13479E+07    0.10539E+04
   311    0.32134E+04    0.13262E+02    0.11503E+03    0.13420E+07    0.10449E+04
   312    0.31792E+04    0.13447E+02    0.11437E+03    0.13362E+07    0.10360E+04
   313    0.31451E+04    0.13631E+02    0.11366E+03    0.13305E+07    0.10271E+04
   314    0.31113E+04    0.13814E+02    0.11292E+03    0.13248E+07    0.10183E+04
   315    0.30777E+04    0.13996E+02    0.11214E+03    0.13191E+07    0.10096E+04
   316    0.30443E+04    0.14178E+02    0.11131E+03    0.13134E+07    0.10009E+04
   317    0.30112E+04    0.14357E+02    0.11045E+03    0.13078E+07    0.99232E+03
   318    0.29783E+04    0.14538E+02    0.10955E+03    0.13022E+07    0.98379E+03
   319    0.29457E+04    0.14716E+02    0.10861E+03    0.12967E+07    0.97532E+03
   320    0.29134E+04    0.14893E+02    0.10764E+03    0.12912E+07    0.96692E+03
